onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.825	10.4	NP	5	0.808	2	1
44.023	10.4	NP	5	0.583	2	1
56.021	10.4	NN	5	0.57	1	1
70.419	10.4	NN	6	0.65	1	1
82.417	10.4	NN	8	0.739	1	1
95.615	10.4	NP	5	0.529	2	1
110.013	10.4	RN	5	0.885	1	1
124.427	10.4	NN	5	0.591	1	1
137.625	10.4	NN	7	0.645	1	1
149.623	10.4	NP	6	0.663	2	1
164.021	10.4	NP	8	0.662	2	1
178.419	10.4	NN	8	0.805	1	1
191.616	10.4	NP	7	0.589	2	1
203.615	10.4	NP	8	0.767	2	1
215.613	10.4	RN	7	0.748	2	0
258.822	10.4	NP	5	0.708	2	1
272.02	10.4	NN	8	0.84	1	1
286.418	10.4	RN	8	0.558	2	0
298.416	10.4	NP	5	0.523	2	1
311.614	10.4	RN	5	0.544	1	1
323.612	10.4	NN	6	0.494	1	1
336.827	10.4	NP	8	0.729	2	1
350.025	10.4	NN	7	0.933	1	1
362.023	10.4	NN	5	0.701	1	1
375.221	10.4	NP	8	0.549	2	1
389.618	10.4	NP	5	0.831	2	1
404.016	10.4	NP	7	1.151	2	1
418.414	10.4	NN	5	0.824	1	1
432.812	10.4	NN	8	0.659	1	1
444.826	10.4	NP	7	0.476	2	1
486.82	10.4	NN	7	0.685	1	1
498.818	10.4	NP	7	0.742	2	1
513.215	10.4	NP	6	0.571	2	1
526.413	10.4	NN	7	0.625	1	1
538.428	10.4	NP	8	1.941	1	0
552.826	10.4	NP	8	0.484	2	1
567.224	10.4	NP	5	0.457	2	1
579.222	10.4	NN	8	0.811	2	0
591.22	10.4	NN	5	0.673	1	1
604.418	10.4	NP	5	0.486	2	1
618.815	10.4	RN	5	1.232	1	1
630.814	10.4	NP	5	1.668	2	1
644.028	10.4	NN	6	0.571	1	1
658.426	10.4	NP	8	1.021	2	1
671.624	10.4	NN	5	0.679	1	1
