onset	duration	trial_type	response_time	response_button	response_accuracy
30.616	5.3	AX	0.404	2	1
37.815	5.3	Bng	n/a	n/a	1
47.415	5.3	AX	0.362	2	1
55.815	5.3	Ang	n/a	n/a	1
63.015	5.3	AX	0.445	2	1
71.415	5.3	BY	0.753	1	1
81.015	5.3	AX	0.353	2	1
88.215	5.3	BX	0.394	1	1
96.615	5.3	Ang	n/a	n/a	1
106.214	5.3	AY	0.716	1	1
113.414	5.3	BY	0.557	1	1
123.014	5.3	AX	0.36	2	1
131.414	5.3	BY	0.398	1	1
138.614	5.3	AX	0.926	1	0
145.814	5.3	BY	0.378	1	1
154.214	5.3	Bng	n/a	n/a	1
162.614	5.3	AY	0.445	1	1
171.014	5.3	BY	0.62	1	1
178.213	5.3	AX	0.472	2	1
187.813	5.3	BY	0.402	1	1
197.413	5.3	AX	0.313	2	1
204.613	5.3	BY	0.392	1	1
213.013	5.3	BY	0.405	1	1
222.613	5.3	BX	0.432	1	1
262.212	5.3	Ang	n/a	n/a	1
269.412	5.3	BX	0.52	1	1
277.812	5.3	Ang	n/a	n/a	1
285.012	5.3	AX	0.424	2	1
294.612	5.3	Bng	n/a	n/a	1
301.812	5.3	AX	0.355	2	1
311.412	5.3	BY	0.707	1	1
321.011	5.3	BY	0.344	1	1
329.411	5.3	BY	0.42	1	1
337.811	5.3	AX	0.297	2	1
346.211	5.3	BY	0.409	1	1
355.811	5.3	AY	0.498	1	1
363.011	5.3	AX	0.44	2	1
372.611	5.3	AX	0.426	2	1
382.21	5.3	BY	0.494	1	1
390.61	5.3	AX	0.362	2	1
397.81	5.3	BX	0.439	1	1
407.41	5.3	BY	0.41	1	1
414.61	5.3	AX	0.461	2	1
424.21	5.3	AY	0.77	1	1
431.41	5.3	AX	0.474	2	1
438.61	5.3	Bng	n/a	n/a	1
447.01	5.3	BY	0.333	1	1
455.409	5.3	BY	0.508	1	1
493.809	5.3	Ang	n/a	n/a	1
503.409	5.3	AX	0.421	2	1
511.809	5.3	BY	0.428	1	1
521.408	5.3	AX	0.314	2	1
529.808	5.3	AY	0.456	1	1
537.008	5.3	AX	0.347	2	1
545.408	5.3	AX	0.392	2	1
552.608	5.3	AX	0.38	2	1
562.208	5.3	BY	0.413	1	1
569.408	5.3	Bng	n/a	n/a	1
576.608	5.3	BY	0.367	1	1
586.208	5.3	Ang	n/a	n/a	1
594.607	5.3	BY	0.391	1	1
604.207	5.3	BX	0.333	1	1
612.607	5.3	AX	0.316	2	1
622.207	5.3	BY	0.427	1	1
629.407	5.3	BY	0.38	1	1
636.607	5.3	BX	0.595	1	1
643.807	5.3	BY	0.378	1	1
652.207	5.3	AY	0.528	1	1
659.406	5.3	BY	0.594	1	1
669.006	5.3	Bng	n/a	n/a	1
677.406	5.3	AX	0.45	2	1
685.806	5.3	AX	0.396	2	1
