onset	duration	trial_type	response_time	response_button	response_accuracy
30.615	5.3	AX	0.573	2	1
39.015	5.3	Bng	n/a	n/a	1
47.415	5.3	BY	0.433	1	1
55.815	5.3	AX	0.462	2	1
63.015	5.3	AY	0.77	1	1
70.215	5.3	BY	0.454	1	1
79.815	5.3	BY	0.734	1	1
87.015	5.3	Bng	n/a	n/a	1
95.415	5.3	BY	0.451	1	1
105.014	5.3	AX	0.531	2	1
114.614	5.3	BY	0.528	1	1
121.814	5.3	AX	1.13	2	1
131.414	5.3	AX	0.352	2	1
138.614	5.3	AY	0.535	1	1
147.014	5.3	Ang	n/a	n/a	1
155.414	5.3	BY	0.466	1	1
162.614	5.3	BY	0.39	1	1
172.213	5.3	AX	0.356	2	1
181.813	5.3	BY	0.394	1	1
189.013	5.3	Ang	n/a	n/a	1
198.613	5.3	BX	0.887	1	1
205.813	5.3	AX	0.385	2	1
214.213	5.3	AX	0.417	2	1
222.613	5.3	BX	0.379	1	1
262.212	5.3	BY	0.491	1	1
270.612	5.3	AX	0.498	2	1
280.212	5.3	BX	0.393	2	0
288.612	5.3	AY	0.424	1	1
295.812	5.3	BY	0.393	1	1
303.012	5.3	BX	0.413	1	1
312.611	5.3	AX	0.457	2	1
322.211	5.3	Ang	0.473	1	0
329.411	5.3	AX	n/a	n/a	0
337.811	5.3	AX	0.462	2	1
345.011	5.3	AY	0.368	1	1
353.411	5.3	BY	0.468	1	1
363.011	5.3	BY	0.43	1	1
371.411	5.3	Bng	n/a	n/a	1
381.01	5.3	AX	0.354	2	1
389.41	5.3	BY	0.437	1	1
399.01	5.3	Bng	0.467	1	0
408.61	5.3	AX	0.539	2	1
415.81	5.3	BY	1.377	2	0
424.21	5.3	AX	0.439	2	1
432.61	5.3	BY	0.44	1	1
442.21	5.3	AX	0.5	2	1
449.409	5.3	BY	0.658	1	1
456.609	5.3	Ang	n/a	n/a	1
493.809	5.3	AX	0.342	2	1
503.409	5.3	Ang	n/a	n/a	1
511.809	5.3	AY	0.642	1	1
521.422	5.3	BX	0.687	1	1
528.622	5.3	AX	0.605	2	1
537.022	5.3	BY	0.503	1	1
545.421	5.3	BY	0.622	1	1
555.021	5.3	Bng	n/a	n/a	1
562.221	5.3	Ang	n/a	n/a	1
569.421	5.3	AX	0.328	2	1
576.621	5.3	BY	0.482	1	1
585.021	5.3	BY	0.463	1	1
594.621	5.3	AX	0.417	2	1
603.021	5.3	AX	0.316	2	1
612.62	5.3	BY	0.652	1	1
621.02	5.3	BY	0.444	1	1
629.42	5.3	AX	0.503	2	1
639.02	5.3	BY	0.437	1	1
646.22	5.3	AY	0.647	1	1
653.42	5.3	BX	0.417	1	1
663.02	5.3	Bng	n/a	n/a	1
672.62	5.3	BY	0.439	1	1
681.019	5.3	AX	0.397	2	1
688.219	5.3	AX	0.336	2	1
