onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.81	10.4	NP	5	1.335	2	1
44.01	10.4	NN	8	1.41	1	1
56.01	10.4	NN	8	1.251	1	1
69.21	10.4	NP	5	1.078	2	1
81.209	10.4	NN	6	n/a	n/a	0
95.609	10.4	NP	8	1.127	2	1
108.809	10.4	NN	5	0.972	1	1
123.209	10.4	NP	7	0.933	2	1
135.209	10.4	NN	5	1.228	1	1
149.608	10.4	NP	5	1.008	2	1
161.608	10.4	NP	7	1.013	2	1
174.808	10.4	NP	8	0.92	2	1
188.008	10.4	NN	7	1.261	1	1
202.408	10.4	NP	6	1.062	2	1
214.407	10.4	RN	5	1.007	1	1
258.807	10.4	NN	6	1.144	1	1
272.007	10.4	NN	8	1.014	1	1
284.006	10.4	NP	7	0.988	2	1
298.406	10.4	NP	7	0.976	2	1
312.806	10.4	NP	8	1.057	2	1
324.806	10.4	NP	5	1.161	2	1
338.006	10.4	NN	7	0.745	1	1
351.205	10.4	NP	5	1.362	2	1
363.205	10.4	NN	8	0.994	1	1
377.605	10.4	RN	5	1.123	1	1
390.805	10.4	NN	5	1.644	2	0
405.205	10.4	NP	8	0.939	1	0
417.205	10.4	NP	8	1.486	1	0
429.204	10.4	NP	5	0.69	2	1
443.604	10.4	NN	5	0.78	1	1
486.804	10.4	NN	5	1.306	1	1
501.203	10.4	NP	5	0.927	2	1
515.603	10.4	NP	8	0.766	2	1
528.803	10.4	RN	5	1.339	1	1
542.003	10.4	NN	8	1.036	1	1
554.003	10.4	NP	7	0.851	2	1
566.002	10.4	NP	8	0.732	2	1
579.202	10.4	NN	5	1.968	1	1
593.602	10.4	NP	6	0.89	2	1
608.002	10.4	RN	8	0.836	1	1
621.202	10.4	NP	5	0.774	2	1
633.215	10.4	NN	8	0.88	1	1
645.215	10.4	NP	5	1.037	2	1
658.414	10.4	NN	7	0.889	1	1
672.814	10.4	NN	7	0.754	1	1
