onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.812	10.4	NP	5	1.234	2	1
45.21	10.4	NN	8	0.871	1	1
57.208	10.4	NN	8	1.077	1	1
71.622	10.4	NP	5	0.741	2	1
84.82	10.4	NN	6	0.545	1	1
98.018	10.4	NP	8	0.676	2	1
111.216	10.4	NN	5	0.627	1	1
125.614	10.4	NP	7	0.583	2	1
137.612	10.4	NN	5	0.581	1	1
149.61	10.4	NP	5	0.834	2	1
162.808	10.4	NP	7	0.751	1	0
174.823	10.4	NP	8	1.34	1	0
188.02	10.4	NN	7	0.814	1	1
202.418	10.4	NP	6	0.712	2	1
214.416	10.4	RN	5	0.598	1	1
258.809	10.4	NN	6	0.692	1	1
272.007	10.4	NN	8	0.67	1	1
286.422	10.4	NP	7	1.616	2	1
300.819	10.4	NP	7	0.928	2	1
312.817	10.4	NP	8	0.667	2	1
326.015	10.4	NP	5	0.552	2	1
339.213	10.4	NN	7	0.624	1	1
351.211	10.4	NP	5	0.704	2	1
365.609	10.4	NN	8	0.774	2	0
377.607	10.4	RN	5	0.916	2	0
389.622	10.4	NN	5	1.124	2	0
402.82	10.4	NP	8	0.808	2	1
414.818	10.4	NP	8	0.652	2	1
429.216	10.4	NP	5	1.192	2	1
443.613	10.4	NN	5	0.7	1	1
486.823	10.4	NN	5	0.682	1	1
498.821	10.4	NP	5	1.121	2	1
510.819	10.4	NP	8	1.071	2	1
522.817	10.4	RN	5	0.752	1	1
536.015	10.4	NN	8	0.933	1	1
548.013	10.4	NP	7	0.997	2	1
560.011	10.4	NP	8	n/a	n/a	0
573.209	10.4	NN	5	1.018	1	1
586.407	10.4	NP	6	0.612	2	1
599.622	10.4	RN	8	0.803	2	0
612.82	10.4	NP	5	0.677	2	1
627.217	10.4	NN	8	0.704	1	1
641.615	10.4	NP	5	0.894	2	1
656.013	10.4	NN	7	0.945	1	1
670.411	10.4	NN	7	0.788	1	1
