onset	duration	trial_type	response_time	response_button	response_accuracy
30.617	5.3	AX	0.537	2	1
40.215	5.3	BX	0.469	1	1
49.814	5.3	BY	0.565	1	1
57.013	5.3	BY	0.47	1	1
65.411	5.3	BY	0.509	1	1
73.81	5.3	AX	0.455	2	1
81.009	5.3	Bng	n/a	n/a	1
90.607	5.3	AX	0.719	2	1
99.006	5.3	BY	0.51	1	1
106.205	5.3	BX	0.566	1	1
114.604	5.3	AX	0.481	2	1
124.202	5.3	Ang	n/a	n/a	1
131.401	5.3	AX	0.522	2	1
141.016	5.3	BY	0.456	1	1
149.415	5.3	AY	0.895	1	1
156.614	5.3	AX	0.648	2	1
166.212	5.3	Bng	n/a	n/a	1
173.411	5.3	BY	0.722	1	1
181.81	5.3	AY	0.753	1	1
189.008	5.3	BY	0.589	1	1
198.607	5.3	BY	0.422	1	1
208.205	5.3	AX	0.415	2	1
216.604	5.3	Ang	n/a	n/a	1
225.003	5.3	AX	0.731	2	1
262.214	5.3	Bng	n/a	n/a	1
269.412	5.3	BY	0.564	1	1
276.611	5.3	BX	1.416	1	1
286.21	5.3	AX	0.301	2	1
293.409	5.3	AX	0.41	2	1
303.007	5.3	Ang	n/a	n/a	1
311.406	5.3	AY	0.867	1	1
319.804	5.3	AX	0.553	2	1
327.003	5.3	AY	0.711	1	1
336.602	5.3	BY	0.508	1	1
345.017	5.3	BY	0.545	1	1
354.616	5.3	Bng	n/a	n/a	1
363.014	5.3	AX	0.363	2	1
370.213	5.3	AX	0.484	2	1
378.612	5.3	Ang	n/a	n/a	1
385.811	5.3	AX	0.429	2	1
395.409	5.3	AX	0.655	2	1
402.608	5.3	BY	0.494	1	1
412.206	5.3	BY	0.442	1	1
419.405	5.3	AX	0.375	2	1
427.805	5.3	BY	0.46	1	1
436.203	5.3	BY	0.643	1	1
445.801	5.3	BX	0.54	1	1
455.416	5.3	BY	0.71	1	1
493.81	5.3	AX	0.646	2	1
501.009	5.3	AX	0.388	2	1
509.408	5.3	Ang	n/a	n/a	1
516.607	5.3	AX	0.519	2	1
526.205	5.3	Ang	n/a	n/a	1
533.404	5.3	BY	0.495	1	1
541.803	5.3	AX	0.353	2	1
549.001	5.3	AY	0.703	1	1
558.617	5.3	AY	0.665	1	1
567.015	5.3	AX	0.649	2	1
576.614	5.3	BY	0.492	1	1
586.212	5.3	BY	0.585	1	1
594.611	5.3	AX	0.366	2	1
604.209	5.3	BX	0.668	2	0
612.608	5.3	BX	1.067	1	1
622.206	5.3	AX	0.327	2	1
629.405	5.3	BY	0.575	1	1
636.604	5.3	AX	0.32	2	1
645.003	5.3	Bng	n/a	n/a	1
653.402	5.3	BY	0.522	1	1
663.017	5.3	Bng	n/a	n/a	1
670.216	5.3	BY	0.559	1	1
678.614	5.3	BY	0.407	1	1
688.213	5.3	BY	0.424	1	1
