onset	duration	trial_type	response_time	response_button	response_accuracy
30.62	5.3	BY	n/a	n/a	0
39.019	5.3	Ang	n/a	n/a	1
47.419	5.3	AX	0.763	2	1
57.018	5.3	AX	0.657	2	1
66.617	5.3	AX	0.574	2	1
75.017	5.3	AY	n/a	n/a	0
83.416	5.3	BX	0.949	1	1
93.016	5.3	AY	0.881	1	1
100.215	5.3	BY	1.022	1	1
109.814	5.3	Ang	n/a	n/a	1
117.014	5.3	BY	0.894	1	1
124.213	5.3	BY	0.824	1	1
131.413	5.3	AX	0.537	2	1
141.012	5.3	AX	0.608	2	1
149.412	5.3	AX	0.813	2	1
156.624	5.3	BY	0.796	1	1
166.224	5.3	BX	1.015	1	1
173.423	5.3	Bng	n/a	n/a	1
181.823	5.3	AX	1.086	2	1
190.222	5.3	AX	0.766	2	1
199.821	5.3	BY	0.756	1	1
207.021	5.3	BY	0.797	1	1
215.42	5.3	BY	0.716	1	1
222.62	5.3	Bng	n/a	n/a	1
262.217	5.3	AX	0.407	2	1
271.816	5.3	BY	0.78	1	1
279.016	5.3	BY	0.813	1	1
288.615	5.3	BX	0.429	1	1
297.015	5.3	Bng	0.552	1	0
306.614	5.3	AX	0.604	2	1
313.813	5.3	AY	1.026	1	1
322.213	5.3	AX	0.846	2	1
329.412	5.3	BY	1.321	1	1
339.012	5.3	AY	0.878	1	1
347.424	5.3	BY	n/a	n/a	0
355.824	5.3	AX	1.046	2	1
363.023	5.3	BY	n/a	n/a	0
372.623	5.3	Ang	n/a	n/a	1
381.022	5.3	Ang	n/a	n/a	1
390.621	5.3	BX	1.124	1	1
399.021	5.3	BY	0.728	1	1
407.42	5.3	Bng	n/a	n/a	1
417.02	5.3	BY	1.116	1	1
424.219	5.3	AX	n/a	n/a	0
431.419	5.3	AX	0.347	2	1
438.618	5.3	BY	1.002	1	1
447.017	5.3	AX	0.688	2	1
454.217	5.3	AX	0.42	2	1
493.814	5.3	AX	0.652	2	1
501.014	5.3	Bng	n/a	n/a	1
510.613	5.3	BX	0.773	2	0
520.212	5.3	BY	0.463	1	1
529.812	5.3	Bng	n/a	n/a	1
538.224	5.3	Ang	n/a	n/a	1
546.624	5.3	BY	0.851	1	1
556.223	5.3	AX	0.919	2	1
563.423	5.3	AY	0.987	1	1
571.822	5.3	AY	n/a	n/a	0
579.021	5.3	AX	0.562	2	1
586.221	5.3	BY	0.734	1	1
594.62	5.3	AX	0.433	2	1
603.02	5.3	BY	1.04	1	1
612.619	5.3	BY	0.563	1	1
621.019	5.3	BX	1.29	1	1
628.218	5.3	AX	0.456	2	1
636.617	5.3	AX	0.336	2	1
646.217	5.3	AX	0.29	2	1
653.416	5.3	BY	0.913	1	1
660.616	5.3	Ang	n/a	n/a	1
669.015	5.3	BY	1.297	1	1
678.614	5.3	BY	0.792	1	1
685.814	5.3	AX	0.402	2	1
