onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.818	10.4	NP	5	1.466	2	1
44.017	10.4	NN	8	1.262	1	1
58.416	10.4	NN	8	1.602	1	1
70.415	10.4	NP	5	1.834	2	1
82.414	10.4	NN	6	1.519	1	1
95.613	10.4	NP	8	1.795	2	1
108.812	10.4	NN	5	0.71	2	0
122.012	10.4	NP	7	1.335	2	1
134.011	10.4	NN	5	1.169	1	1
146.01	10.4	NP	5	n/a	n/a	0
160.409	10.4	NP	7	1.044	2	1
173.608	10.4	NP	8	1.381	2	1
188.007	10.4	NN	7	0.641	1	1
202.406	10.4	NP	6	1.287	2	1
216.818	10.4	RN	5	1.416	1	1
258.815	10.4	NN	6	1.011	1	1
273.214	10.4	NN	8	1.02	1	1
287.613	10.4	NP	7	1.724	2	1
300.812	10.4	NP	7	0.901	2	1
314.011	10.4	NP	8	1.18	2	1
326.011	10.4	NP	5	1.201	2	1
338.01	10.4	NN	7	0.907	1	1
351.209	10.4	NP	5	n/a	n/a	0
365.608	10.4	NN	8	0.956	1	1
377.607	10.4	RN	5	1.725	2	0
389.606	10.4	NN	5	1.302	1	1
402.818	10.4	NP	8	1.113	1	0
414.818	10.4	NP	8	0.84	2	1
428.017	10.4	NP	5	1.115	2	1
442.416	10.4	NN	5	1.577	1	1
486.813	10.4	NN	5	0.671	1	1
500.012	10.4	NP	5	1.535	2	1
512.011	10.4	NP	8	1.022	2	1
524.01	10.4	RN	5	1.112	1	1
538.409	10.4	NN	8	1.121	1	1
551.608	10.4	NP	7	1.239	2	1
564.807	10.4	NP	8	1.339	2	1
579.206	10.4	NN	5	0.99	1	1
593.618	10.4	NP	6	1.089	2	1
608.017	10.4	RN	8	1.998	2	0
621.216	10.4	NP	5	0.972	2	1
633.216	10.4	NN	8	0.997	1	1
647.615	10.4	NP	5	0.95	2	1
659.614	10.4	NN	7	0.813	1	1
672.813	10.4	NN	7	1.486	1	1
