onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.811	10.4	NP	5	0.835	2	1
44.011	10.4	NP	5	0.933	2	1
58.409	10.4	NN	5	0.719	1	1
71.608	10.4	NN	6	1.464	1	1
83.608	10.4	NN	8	0.799	1	1
95.607	10.4	NP	5	n/a	n/a	0
110.006	10.4	RN	5	1	1	1
122.005	10.4	NN	5	0.797	1	1
135.204	10.4	NN	7	0.836	1	1
149.616	10.4	NP	6	1.447	2	1
161.615	10.4	NP	8	1.237	2	1
174.814	10.4	NN	8	0.87	1	1
189.213	10.4	NP	7	1.32	2	1
202.412	10.4	NP	8	0.619	2	1
214.411	10.4	RN	7	0.783	1	1
258.808	10.4	NP	5	0.94	2	1
273.207	10.4	NN	8	0.857	1	1
286.406	10.4	RN	8	1.686	1	1
300.805	10.4	NP	5	1.153	2	1
312.804	10.4	RN	5	0.689	1	1
324.817	10.4	NN	6	0.708	1	1
338.016	10.4	NP	8	1.023	2	1
351.215	10.4	NN	7	0.899	1	1
363.214	10.4	NN	5	0.814	1	1
375.213	10.4	NP	8	1.308	2	1
389.612	10.4	NP	5	1.26	2	1
402.811	10.4	NP	7	0.631	2	1
416.01	10.4	NN	5	0.896	1	1
428.009	10.4	NN	8	0.745	1	1
442.408	10.4	NP	7	0.769	2	1
486.805	10.4	NN	7	0.775	1	1
501.204	10.4	NP	7	1.033	2	1
514.416	10.4	NP	6	0.877	2	1
526.415	10.4	NN	7	0.79	1	1
539.614	10.4	NP	8	n/a	n/a	0
554.013	10.4	NP	8	0.861	2	1
566.012	10.4	NP	5	1.72	2	1
578.011	10.4	NN	8	0.842	1	1
592.41	10.4	NN	5	0.705	1	1
605.609	10.4	NP	5	1.023	2	1
620.008	10.4	RN	5	0.781	1	1
633.207	10.4	NP	5	0.78	2	1
646.406	10.4	NN	6	0.669	1	1
658.405	10.4	NP	8	0.72	2	1
672.804	10.4	NN	5	0.661	1	1
