csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3508.721435647781	3228.8442417935066	3984.967320963633	1.17917	30.502409	0.034240299999999994	-0.0158859089	0.052542071399999994	-0.0391111453	0.0453311634	-0.0131588492	0.0656788862	-0.0177156958	0.0315887799	0.057723778899999995	0.020231421399999998	0.0091988906	-0.0022260724	0.0555939571	0.0554514445	0.055214194	0.054882611	0.054457262	0.0539388737	0.0533283317	0.052626679100000004	0.0518351147	0.0509549909	0.0499878114	0.0	0.0	0.0	0.0	-0.03634	-0.0189901	0.0964563	-0.00345073	0.0008074449999999998	0.000308718
3503.961832841488	3227.3597187479936	3988.295960508981	1.167402	30.19799	0.049654520000000014	0.015486359199999999	-0.061505963200000006	-0.0253261446	0.0528164479	-0.022189816400000003	0.0497544734	0.021066145	-0.060325445400000004	0.035491939900000005	0.0497216318	-0.0165981131	-0.0693889696	0.0555821175	0.0554041316	0.055107910499999996	0.0546940863	0.0541635422	0.0535174104	0.0527570697	0.0518841427	0.050900492400000004	0.0498082179	0.0486096501	0.0	0.0	0.0	0.0	-0.0263325	-0.00951128	0.111957	-0.00368683	0.0007534389999999998	0.000305474
3512.628927116105	3229.621795909007	3992.9329290841865	1.229638	31.807899	0.036064970000000016	0.025208868399999997	0.037066995299999995	0.0173422894	0.015488663500000001	-0.07739319900000001	0.040563506	0.016734257	0.043928177199999995	-0.0115714461	0.09684460810000001	-0.025174540699999998	-0.012876408600000002	0.0555689634	0.0553515775	0.0549898974	0.0544848659	0.0538377996	0.053050385199999994	0.052124675599999996	0.0510630838	0.049868377400000004	0.048543670700000006	0.0470924171	0.0	0.0	0.0	0.0	-0.0282114	-0.0160194	0.109242	-0.00402685	0.000834359	0.000383793
3507.7091624136865	3229.586258956076	3992.0542962333425	1.252201	32.391563	0.11188789999999996	-0.049988598200000005	-0.0480654783	0.0402992645	0.022620887200000002	-0.0328493895	0.0010325430000000001	-0.040370524399999996	-0.0507963504	-0.044558201900000004	0.0304943063	-0.0505114054	-0.013447079499999999	0.0555544951	0.0552937871	0.054860179800000006	0.0542550288	0.0534802266	0.0525381958	0.0514318821	0.0501647449	0.0487407464	0.0471643393	0.045440453	0.0	0.0	0.0	0.0	-0.0243665	-0.0342463	0.140743	-0.00479736	0.0011788	0.000435144
3511.152017547942	3235.2182027322297	3991.659692284511	1.229181	31.796089	0.06500040000000003	0.0378989534	0.0179272955	0.0652740423	0.0062211726	0.0127644681	-0.0123352047	0.0350262869	0.0223129585	-0.0506419649	-0.0181510417	-0.0235503468	0.0279882319	0.0555387129	0.055230765999999994	0.0547187853	0.054004662099999996	0.053091034800000006	0.0519812782	0.0506794921	0.04919048559999999	0.04751975940000001	0.0456734854	0.0436584842	0.0	0.0	0.0	0.0	-0.0274371	-0.0549263	0.111382	-0.00495532	0.00124046	0.000416988
3505.3428121072848	3234.2328726404594	3993.705144233128	1.25752	32.529148	0.1209664	-0.0704552463	0.022203607200000003	0.0031222087	0.0210439683	0.0113071418	0.0018150381	-0.0640390889	0.0113659292	-0.0002547394	-0.019054391299999997	-0.0247246102	-0.0315269897	0.0555216172	0.055162519900000005	0.054565744000000006	0.053733860599999995	0.0526704541	0.0513801065	0.049868377400000004	0.0481417804	0.0462077549	0.0440746341	0.0417516089	0.0	0.0	0.0	0.0	-0.0335743	0.00252095	0.099275	-0.00444169	0.00108658	0.000178999
3515.0805719739587	3233.76747120974	3998.193085911104	1.22202	31.610836	0.06924070999999998	0.0607024787	-0.0345039552	-0.0364052115	0.0320769221	0.0377289398	0.0279984583	0.061683713499999994	-0.0313870349	0.044273153600000004	-0.0217366003	-0.0333631284	0.0215171489	0.0555032084	0.0550890556	0.05440108849999999	0.053442726600000004	0.0522187334	0.0507351925	0.0489994778	0.0470202163	0.044807245999999995	0.042371566	0.039725282599999995	0.0	0.0	0.0	0.0	-0.0283512	-0.013011	0.11515	-0.00479356	0.000867316	9.79198e-05
3503.625451150801	3233.2721182017963	3995.552589032781	1.247952	32.281639	0.10728236	-0.012224087600000001	0.056339323499999996	-0.0415682055	0.0420466501	-0.061908137	0.057885809100000005	-0.012920723899999998	0.043215442300000004	0.046904981	0.0567344092	-0.0138713499	0.0196962203	0.055483486900000004	0.0550103798	0.0542248538	0.0531313704	0.0517361396	0.0500470853	0.0480738001	0.0458274909	0.043320915	0.040568308	0.037585302599999995	0.0	0.0	0.0	0.0	-0.0350929	-0.0213275	0.144621	-0.00526247	0.00127868	0.000472709
3506.205976284441	3235.9552628738597	3994.3584223827397	1.224098	31.664595	0.07434925	-0.0042164655	-0.0712332089	0.0022221567	0.031911225099999996	-0.035349167	0.063968754	0.0036355421000000003	-0.0565716849	0.0033376815	0.0570426741	-0.0093942615	0.0152714175	0.0554624533	0.0549265	0.0540370775	0.052799909699999995	0.051222958	0.0493163706	0.0470924171	0.0445654091	0.0417516089	0.0386691241	0.0353377914	0.0	0.0	0.0	0.0	-0.0373069	-0.022558	0.122609	-0.00493932	0.000765279	0.000331405
3506.141744690683	3233.02908454138	3997.104521604811	1.223231	31.642176	0.05167962500000002	0.014878064	0.024019691099999997	0.0377441995	-0.0045008395	-0.0513750391	0.0571959021	0.0120242019	0.042127301799999996	-0.0352919641	0.0600075591	-0.0188681421	-0.0005129938	0.0554401079	0.054837424100000004	0.0538377996	0.05244847	0.0506794921	0.048543670700000006	0.0460564658	0.043235881100000005	0.040102333500000004	0.036678505	0.0329891791	0.0	0.0	0.0	0.0	-0.0348574	-0.0063822	0.126885	-0.00523704	0.0007296279999999999	8.92095e-05
3520.7813344641154	3232.7245419309993	4002.814547990797	1.211613	31.341652	0.064588225	-0.06206914	-0.022699018799999998	0.0207328449	-0.0252873554	0.0120028968	0.03943047	-0.0529866284	-0.0309527467	-0.0447358895	-0.0063692895999999995	-0.02713962	0.0040491086	0.0554164514	0.0547431607	0.05362706230000001	0.052077184299999996	0.0501060632	0.047729643200000005	0.0449671467	0.041840919	0.038376247599999996	0.034601157599999995	0.030546185099999998	0.0	0.0	0.0	0.0	-0.0356788	-0.0186167	0.110681	-0.00472983	0.00082804	0.000190154
3518.683589004337	3231.6482400324126	4004.043091902204	1.165683	30.153547	0.09494255000000003	0.0398405712	0.0116810177	0.014652916200000001	-0.0399537242	0.046573038600000005	0.0196124753	0.0390575231	0.0232032572	-0.0316335935	-0.0357549081	-0.0285237458	0.017337293	0.055391484299999995	0.054643718499999994	0.053404910599999994	0.051686193	0.049503010300000004	0.0468749813	0.043825722000000004	0.0403826339	0.036576657400000004	0.032441994	0.0280157987	0.0	0.0	0.0	0.0	-0.0423143	-0.0495273	0.102172	-0.00552208	0.000912827	0.000290866
3522.385247410845	3233.2700935031025	4005.503491343095	1.199183	31.020105	0.08510365	-0.049873584400000004	0.0257255433	-0.0323577063	-0.0185945356	0.0261755167	0.0157688155	-0.059111713600000004	0.0139546727	0.023776314399999998	-0.014075842199999999	-0.020932601999999998	-0.0093901922	0.0553652071	0.054539107	0.053171391900000003	0.051275644100000004	0.04887069	0.0459804125	0.0426335144	0.0388632329	0.0347070098	0.030206119500000003	0.0254052593	0.0	0.0	0.0	0.0	-0.0438791	-0.00495165	0.124421	-0.00555719	0.0008425569999999999	6.1962e-05
3519.7127543134143	3235.5045230543687	4004.71465317233	1.213965	31.402472	0.034649444999999994	0.0553105979	-0.031000862999999997	-0.0534673214	0.0110459083	0.0351288024	0.013453748400000002	0.0539878076	-0.026798452	0.0464289829	-0.0165214553	-0.032726839	0.0242109013	0.0553376206	0.054429336200000004	0.052926555599999994	0.050845693	0.048209475999999994	0.045046698499999996	0.0413919053	0.0372850154	0.032770885699999995	0.027898821	0.022722035699999997	0.0	0.0	0.0	0.0	-0.0345984	-0.0205955	0.123832	-0.00542793	0.000794008	6.68709e-05
3519.800968482764	3237.050066329472	4003.5622264919057	1.266135	32.752007	0.10792910500000001	-0.014964973000000001	0.043028152199999996	-0.0560273232	0.0323259373	-0.0284879302	0.0020880974	-0.0180084588	0.0403275541	0.0657076481	0.021166303900000003	0.0076698349	0.054130413499999995	0.0553087253	0.0543144163	0.0526704541	0.05039650230000001	0.04751975940000001	0.0440746341	0.040102333500000004	0.03565037	0.0307719936	0.025525554300000003	0.0199738046	0.0	0.0	0.0	0.0	-0.0438226	-0.0607209	0.111045	-0.0057581	0.00111568	0.000330879
3513.9796674822423	3235.5953552267906	4003.2050212816193	1.2131	31.380112	0.12321001	0.02972389	-0.0594537968	-0.0466364365	0.04662553480000001	-0.0013416759	-0.0283749581	0.027938669	-0.0531053166	0.0417088636	0.025454855499999998	0.0033194739	-0.0189012422	0.055278522000000004	0.0541943582	0.0524031418	0.049928242000000005	0.0468019478	0.0430650469	0.0387662931	0.0339617706	0.028714162	0.023091931	0.0171684286	0.0	0.0	0.0	0.0	-0.0446654	-0.00296226	0.0972503	-0.00511467	0.00106324	1.04716e-05
3522.5297684968	3233.6586262006654	4008.315264846152	1.264894	32.719891	0.07236551	-0.0006201248000000001	0.0479467872	-0.0390782469	-0.0139963945	-0.07840474019999999	-0.019939443799999998	-0.0024861207	0.0460017409	0.026608212200000002	0.0619632182	-0.0320147997	-0.0083660338	0.055247011299999996	0.0540691734	0.052124675599999996	0.0494410893	0.0460564658	0.042018796500000004	0.037385332400000006	0.0322217726	0.0266013325	0.020603705700000002	0.014313933899999999	0.0	0.0	0.0	0.0	-0.0380788	-0.0158746	0.115846	-0.00534272	0.0007573229999999999	0.000161922
3530.6596530781685	3234.442254412245	4011.809522479816	1.199591	31.030661	0.12867179999999998	0.0019331864	-0.0685272028	-0.035059657599999995	-0.0234240813	-0.061388474299999995	-0.0310987035	0.0101253187	-0.0509005749	0.0111029955	0.07379750360000001	-0.005747933	0.0166744151	0.055214194	0.0539388737	0.0518351147	0.0489352285	0.045283754	0.0409367734	0.0359610516	0.030433009599999998	0.0244375519	0.0180667618	0.0114184871	0.0	0.0	0.0	0.0	-0.0453246	-0.0578158	0.127001	-0.0063519	0.00108195	0.000129133
3522.379616719184	3233.716644290813	4011.038044336267	1.17496	30.393509	0.14024425	0.017450836100000002	0.0434994654	-0.0191447615	-0.035893642	-0.0651040653	-0.0066117306999999995	0.013860543000000001	0.0498149684	0.0016244794	0.0606698704	0.021376100699999998	-0.008098200500000001	0.055180070899999996	0.053803471299999996	0.0515345209	0.048410851100000006	0.0444842692	0.039819899	0.0344951009	0.028598188599999998	0.0222269646	0.015487098000000001	0.008490372099999999	0.0	0.0	0.0	0.0	-0.0403826	0.0120251	0.110414	-0.00565723	0.000815917	0.000112349
3521.066831385721	3233.9896993456505	4008.374692945263	1.226896	31.736967	0.07389827999999998	-0.025185782799999997	-0.0610509375	-0.0015220601	-0.0079989624	-0.0465318046	0.022355405800000002	-0.0210367621	-0.0545403979	-0.029396916000000002	0.04905493650000001	-0.0191203022	-0.0017552798	0.055144642800000004	0.0536629791	0.051222958	0.0478681554	0.0436584842	0.0386691241	0.0329891791	0.026720086400000002	0.0199738046	0.012870814199999999	0.0055379663	0.0	0.0	0.0	0.0	-0.0428408	-0.0351493	0.118441	-0.00548995	0.0008116609999999998	-4.08886e-05
3519.0443703588867	3236.419966132616	4006.053214114055	1.26015	32.597179	0.09837092999999998	0.0194968101	0.0257331538	0.047481607800000006	0.0002209951	-0.0256382031	0.040204952099999997	0.0166019108	0.041969313700000004	-0.0387516682	0.0321088649	0.0200525778	0.0572817051	0.055107910499999996	0.0535174104	0.050900492400000004	0.047307346900000005	0.0428068872	0.0374854283	0.0314450313	0.0248015456	0.0176823876	0.010224096700000001	0.0025697164000000002	0.0	0.0	0.0	0.0	-0.0458336	-0.0638002	0.11996	-0.00637351	0.000922607	0.00026877
3508.4884918483413	3237.1036859362516	4002.842451357673	1.265356	32.731846	0.09920936999999998	-0.0450312617	-0.0400537753	0.0351952525	0.025254742	-0.025210370699999998	0.011098831699999999	-0.0392554031	-0.0417900603	-0.0365809334	0.0104659895	0.0305757027	-0.000837722	0.0550698749	0.053366778899999995	0.0505671928	0.0467286377	0.0419299817	0.0362698195	0.0298644465	0.022845469500000003	0.0153571025	0.0075532037	-0.00040588550000000004	0.0	0.0	0.0	0.0	-0.0425784	-0.0100343	0.128207	-0.00591338	0.000937866	6.53336e-05
3524.503638740045	3236.6114048849463	4005.389399970587	1.282407	33.172916	0.060116719999999985	0.0367023777	0.025078616	0.0618343182	-0.0235345695	0.0110313341	-0.0071907486	0.033567155	0.0355065578	-0.053805691100000004	-0.018868455	-0.006674403000000001	0.0286896119	0.0550305369	0.053211099000000005	0.05022313	0.0461322467	0.0410282861	0.0350233325	0.028249256400000002	0.0208548186	0.0130024029	0.0048644508000000005	-0.0033803261	0.0	0.0	0.0	0.0	-0.0424819	-0.0474734	0.125852	-0.00624611	0.000943394	0.000131598
3517.6957154341053	3235.0951150151045	4003.132395644201	1.122681	29.041182	0.062005299999999985	-0.040464632599999995	-0.0273518846	0.0386033937	-0.0020335949	0.0032750793	-0.0292111719	-0.0375850169	-0.0335999883	-0.030330398999999997	-0.013619506000000002	0.0289866233	0.062878267	0.0549898974	0.053050385199999994	0.049868377400000004	0.045518399800000005	0.040102333500000004	0.0337470284	0.0266013325	0.018832605500000002	0.010622799099999998	0.0021641956	-0.0063450956000000005	0.0	0.0	0.0	0.0	-0.052114	-0.0535583	0.126763	-0.00688289	0.00113693	0.000208828
3515.753335355332	3236.286266201649	4001.7759531397423	1.168063	30.215113	0.19485882	0.0408696513	0.0089591184	0.048767780499999996	-0.010176896500000001	-0.0029985854	-0.05455582269999999	0.0370744632	0.0266073631	-0.0492335416	-0.0097456822	0.0093932902	-0.0173827761	0.054947957400000004	0.0528846529	0.049503010300000004	0.044887329000000004	0.0391526713	0.032441994	0.0249225844	0.0167818908	0.0082228489	-0.0005411769000000001	-0.0092917119	0.0	0.0	0.0	0.0	-0.042895	-0.002325	0.0984919	-0.00541058	0.0007573229999999999	-6.19634e-05
3519.90816016845	3235.003584670719	4002.623460367501	1.146572	29.659178	0.091053565	-0.056386218099999996	-0.011999450200000001	0.0260891173	-0.0203009828	0.013307398799999998	-0.0406296225	-0.0584948389	-0.0157935301	-0.0336128365	-0.0202103264	-0.0109587492	0.0138947257	0.0549047178	0.052713917699999994	0.0491271067	0.0442392733	0.0381798611	0.031109340099999997	0.023214957400000003	0.014705778000000001	0.0058071489000000006	-0.0032452697999999997	-0.0122117446	0.0	0.0	0.0	0.0	-0.0464981	-0.0426265	0.126202	-0.00577421	0.0007573229999999999	-8.71107e-05
3523.645688166277	3234.8079568866087	4000.903000861949	1.129482	29.217089	0.08191795999999998	0.036120645699999995	0.0128715525	0.0405962687	-0.0122397879	0.0182036392	-0.0095167788	0.0316554594	0.026051986699999998	-0.035491387799999996	-0.0293824881	0.021663760499999997	0.0331221115	0.054860179800000006	0.0525381958	0.0487407464	0.0435744779	0.037184478	0.0297502015	0.02148043	0.0126074092	0.0033803261	-0.005941689	-0.0150968397	0.0	0.0	0.0	0.0	-0.0502271	-0.0681798	0.12198	-0.0065482	0.000883185	-1.86895e-05
3511.8201929583333	3235.0259261735437	3999.7914351315526	1.178939	30.49645	0.10640922499999998	-0.061670638099999994	0.0006761496000000001	0.0339680355	0.0043838275	0.008078874100000001	-0.0027874346000000003	-0.0553288303	-0.010918048799999998	-0.029589895800000002	-0.023208268599999998	0.0226146723	-0.0037567634000000003	0.0548143443	0.052357503799999996	0.048344011799999996	0.0428931942	0.036167110499999995	0.028365735099999997	0.0197210123	0.010489960100000001	0.0009470288000000001	-0.0086240589	-0.0179387428	0.0	0.0	0.0	0.0	-0.0481999	-0.0141052	0.116341	-0.00576746	0.000886357	-0.000128146
3513.9698659078704	3232.711695566875	3998.677878752197	1.253642	32.428829	0.12807570000000001	0.059778088099999994	0.0120576466	0.0575292119	0.025618795	0.0523370783	-0.0268077129	0.0569764677	0.02168543	-0.0393112434	-0.0565388529	-0.013798886100000001	0.0034243433000000004	0.0547672124	0.052171858700000004	0.047936987199999996	0.042195680199999995	0.03512836	0.0269571196	0.0179387428	0.0083566352	-0.0014880825	-0.011286036599999999	-0.0207293234	0.0	0.0	0.0	0.0	-0.0493454	-0.0583816	0.141968	-0.0068653	0.000888409	-0.00016879
3507.4078161377765	3235.591654915386	3996.5647986013014	1.286933	33.289989	0.041902699999999966	-0.0732142798	0.015510373400000001	0.029728914300000003	0.0576195773	0.0294251156	-0.0294709108	-0.0689895791	-0.0144581337	-0.0091350697	-0.0305942683	0.022117991	0.0258654616	0.0547187853	0.0519812782	0.04751975940000001	0.0414821997	0.0340688408	0.025525554300000003	0.016135686899999998	0.006210663199999999	-0.0039203434999999995	-0.013921328	-0.023460597599999997	0.0	0.0	0.0	0.0	-0.0588602	-0.051394	0.126656	-0.0069573	0.000992178	-0.000162793
3498.024164213314	3231.756805772703	3993.7340931192516	1.319912	34.143089	0.06938365000000005	0.06299692059999999	0.0039808952	0.0414790915	0.0781726828	0.049256485700000005	-0.030447798199999997	0.062546565	0.006116554000000001	-0.0067322864	-0.051448679299999994	-0.014786113799999999	-0.022601846800000002	0.054669064	0.05178578019999999	0.0470924171	0.0407530226	0.0329891791	0.0240722579	0.014313933899999999	0.0040552919	-0.0063450956000000005	-0.0165237016	-0.0261247511	0.0	0.0	0.0	0.0	-0.0488609	-0.0320815	0.144703	-0.00709906	0.0007573229999999999	-0.000226675
3517.8786086410064	3234.1589362295485	3997.5867214600944	1.336295	34.566879	0.14008054500000003	-0.0552789193	0.0370227551	-0.0208810112	0.0522030532	0.0214268185	-0.0426395776	-0.056470315800000004	0.019030554499999998	0.0428593725	-0.0207190199	-0.0027516115000000003	0.0131517074	0.0546180499	0.0515853833	0.0466550512	0.040008425	0.0318900135	0.022598467599999998	0.0124755945	0.0018937832	-0.0087576946	-0.019087003999999998	-0.028714162	0.0	0.0	0.0	0.0	-0.05865	-0.07242329999999998	0.153271	-0.00803149	0.0013064000000000003	-8.054909999999998e-05
3512.353023224735	3234.6260830901756	3997.2342492446287	1.26737	32.783939	0.232193795	0.0636601475	-0.0133505721	-0.0051659939000000005	0.042694301799999994	0.0334739727	-0.0339857847	0.0697433302	-0.011733125	0.0114492077	-0.0447851445	0.0051183862	-0.0302207556	0.054565744000000006	0.0513801065	0.0462077549	0.0392486886	0.0307719936	0.0211054382	0.010622799099999998	-0.00027059159999999997	-0.0111535195	-0.021605174300000002	-0.031221422000000002	0.0	0.0	0.0	0.0	-0.0543646	-0.0117543	0.0995814	-0.00645583	0.0007573239999999998	-0.000226809
3515.0814061505	3234.434714155042	3998.5858167400415	1.23498	31.946077	0.11924960999999998	-0.0522435537	0.0463470404	-0.0421843307	0.019362211299999998	0.011881845600000001	-0.0202483503	-0.057412012199999994	0.0261482245	0.0622165533	-0.0097006357	-0.0213131534	-0.037089	0.0545121476	0.051169969	0.045750623399999996	0.0384741008	0.029635780499999997	0.0195944408	0.0087576946	-0.0024345569	-0.013527981299999998	-0.0240722579	-0.0336393577	0.0	0.0	0.0	0.0	-0.0430144	-0.0357781	0.146145	-0.00706844	0.0007573239999999998	-9.31788e-05
3523.872375641651	3235.909951513443	4001.017224454823	1.236656	31.989445	0.09247031	0.0521995348	-0.025378821	-0.027814357	0.0146821345	0.0350818142	-0.019452991	0.053926695	-0.0238376552	0.037541706800000005	-0.020165759499999998	0.008613779200000001	0.0231209289	0.054457262	0.0509549909	0.045283754	0.0376849547	0.028482046	0.0180667618	0.0068824420999999995	-0.0045948377	-0.0158765322	-0.0264824214	-0.0359610516	0.0	0.0	0.0	0.0	-0.0576373	-0.0684872	0.134878	-0.0074944	0.000989062	-0.000112907
3519.041033652718	3235.7255642979417	4001.6664013284967	1.288664	33.334759	0.1082684	-0.0406168	0.051985797800000004	-0.0437381971	0.0055826427	-0.0134470822	-0.0458490729	-0.0521723169	0.0376480132	0.0663218632	-0.0019790509	0.0016355955999999999	-0.049710766600000005	0.05440108849999999	0.0507351925	0.044807245999999995	0.036881549	0.027311472200000003	0.0165237016	0.0049992146	-0.0067481645	-0.0181946738	-0.028829965699999998	-0.0381798611	0.0	0.0	0.0	0.0	-0.0560627	-0.0194601	0.13023	-0.00682364	0.0007573239999999998	-0.000270783
3533.876863457729	3235.8258217918683	4003.248653959508	1.308087	33.837208	0.18651047500000004	0.0544470867	-0.045795325	-0.0663942199	0.0043222697	0.0206546009	-0.024130840299999998	0.0588016082	-0.051811717199999996	0.054477480999999994	-0.0021265251000000002	-0.0145332577	0.0402418536	0.054343628399999996	0.0505105945	0.0443212008	0.0360641876	0.0261247511	0.014966574	0.0031101943	-0.0088912786	-0.0204779661	-0.031109340099999997	-0.040289438500000004	0.0	0.0	0.0	0.0	-0.0574717	-0.07387939999999998	0.176589	-0.00795875	0.00111064	-7.27455e-05
