onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.817	10.4	NP	5	0.948	2	1
44.016	10.4	NP	5	0.764	2	1
57.215	10.4	NN	5	0.712	1	1
71.614	10.4	NN	6	0.657	1	1
86.013	10.4	NN	8	0.83	1	1
100.412	10.4	NP	5	1.351	1	0
113.611	10.4	RN	5	0.942	2	0
128.01	10.4	NN	5	0.899	1	1
140.009	10.4	NN	7	0.839	1	1
152.008	10.4	NP	6	1.044	1	0
165.221	10.4	NP	8	0.759	2	1
177.22	10.4	NN	8	0.738	1	1
189.219	10.4	NP	7	0.471	2	1
202.418	10.4	NP	8	0.851	2	1
216.817	10.4	RN	7	0.969	2	0
258.814	10.4	NP	5	0.782	2	1
273.213	10.4	NN	8	0.82	1	1
286.412	10.4	RN	8	1.088	1	1
300.811	10.4	NP	5	0.578	2	1
312.81	10.4	RN	5	0.916	1	1
324.809	10.4	NN	6	0.671	1	1
339.208	10.4	NP	8	1.124	2	1
351.221	10.4	NN	7	0.767	1	1
363.22	10.4	NN	5	1.107	1	1
375.219	10.4	NP	8	0.91	2	1
388.418	10.4	NP	5	0.866	2	1
401.617	10.4	NP	7	1.006	2	1
414.816	10.4	NN	5	0.695	1	1
428.015	10.4	NN	8	1.123	1	1
442.414	10.4	NP	7	0.699	2	1
486.811	10.4	NN	7	0.724	1	1
501.21	10.4	NP	7	0.726	2	1
514.409	10.4	NP	6	0.775	2	1
527.608	10.4	NN	7	0.772	1	1
542.021	10.4	NP	8	0.714	2	1
554.02	10.4	NP	8	0.681	2	1
566.019	10.4	NP	5	n/a	n/a	0
579.218	10.4	NN	8	0.928	1	1
591.217	10.4	NN	5	0.975	1	1
603.216	10.4	NP	5	0.697	2	1
617.615	10.4	RN	5	1.355	1	1
630.814	10.4	NP	5	1.073	2	1
645.213	10.4	NN	6	1.025	1	1
657.213	10.4	NP	8	0.739	2	1
671.612	10.4	NN	5	0.911	1	1
