csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3683.569145434315	3103.5584638162245	3841.0556750111123	n/a	n/a	n/a	-0.04615392559999999	0.0240897745	-0.0167686859	0.050058003600000005	-0.0275504863	0.036649107400000006	-0.023863060699999997	0.0329844522	-0.0588521771	0.0266071714	-0.0125020369	0.09583427289999999	0.0608578045	0.060857032	0.0608557447	0.060853942300000005	0.0608516251	0.060848793	0.060845446	0.0608415841	0.0608372074	-0.0156001	0.0241889	0.0551618	0.00025	-3.06722e-23	-0.000565802
3627.3994163060997	3102.8509286014164	3826.536743553814	1.194854	33.774361	0.13170544999999997	-0.036115799500000004	0.0631618186	0.0124436024	0.006596372	-0.0242908705	0.0111672422	0.006485650999999999	0.0144442298	-0.0493249058	0.0497820345	-0.0585201053	0.1182775142	0.0608557447	0.060848793	0.0608372074	0.0608209889	0.060800138600000005	0.0607746581	0.06074454940000001	0.060709814800000005	0.0606704569	-0.0329015	0.0245277	0.115715	-7.115319999999999e-23	-0.000729771	-0.000656272
3597.352884423078	3104.671983950079	3821.601261862381	1.226431	34.666927	0.27695880000000006	-0.0144410464	0.0376837278	0.0056696066	-0.012134213000000001	0.0201779492	0.0354486012	0.0114261975	-0.017370084299999998	-0.03897815	0.014264556000000001	-0.0387753541	0.1221081735	0.0608516251	0.060832315899999996	0.060800138600000005	0.060755099699999995	0.060697209	0.060626478600000006	0.060542923600000007	0.0604465615	0.060337412800000004	-0.0281099	0.117666	0.0326243	0.00136315	-0.000401693	-0.000883808
3577.937591950613	3106.351622092014	3825.6247275055935	1.23254	34.839588	0.22836598	0.0024903186	0.041074096000000004	-0.0187490053	-0.0195538751	-0.017080875500000002	-0.0500672879	0.0218203015	-0.0243044594	0.0218458627	0.0322467321	-0.0571635398	0.1268727422	0.060845446	0.060807603200000004	0.06074454940000001	0.0606563107	0.060542923600000007	0.060404435199999995	0.0602409029	0.06005239440000001	0.0598389881	-0.00626852	0.0474567	0.0444338	-0.000791673	-0.0003666	-0.000583608
3585.9837528180233	3112.075537810329	3843.5283073250826	1.17469	33.204391	0.22250307	0.0142775618	-0.0071824979	-0.020071271499999998	-0.0114728156	-0.0065353597	-0.0167970179	0.0266364837	-0.0034289809	0.038321316	-0.001348373	-0.013068378200000001	0.067995218	0.0608372074	0.0607746581	0.0606704569	0.060524675099999994	0.060337412800000004	0.0601087982	0.0598389881	0.059528167300000004	0.0591765488	0.0153727	0.0148099	-0.0237172	-0.000281805	0.00106861	-0.000527405
3603.099476493875	3119.2349617017408	3855.366896672577	1.3167970000000002	37.221241	0.19340158	-0.0190849968	-0.0495341522	0.0189323255	0.0185374685	-0.0366054006	-0.013573881299999998	-0.000167723	0.0024793873999999997	-0.025280297200000003	-0.0576404887	0.027638070299999998	0.0645025021	0.0608269097	0.0607334851	0.0605778835	0.0603602644	0.0600808505	0.0597399279	0.0593378457	0.0588750154	0.058351910800000004	-0.008265629999999998	0.0115731	0.0654693	-0.000232629	-0.00025	-0.000706418
3591.995829911179	3119.0382203469094	3857.3391132090114	1.234482	34.894478	0.15535097	-0.0296910062	-0.052636518300000004	0.050668127199999996	0.0133083718	-0.0577291671	-0.02911878	-0.010479483199999999	-0.0071864105000000005	-0.050625072699999996	-0.07529120730000001	0.0155812933	0.0540077511	0.0608145533	0.0606840897	0.0604668575	0.0601631675	0.059773453899999995	0.0592982738	0.0587383067	0.0580943533	0.057367334299999996	-0.0194641	0.0752632	0.0282703	0.000266315	-0.000192158	-0.0010149
3597.110068899781	3120.585350042097	3862.664487176109	1.374481	38.851776	0.11368991	0.0152639581	-0.0269399074	0.0204975573	-0.0317579582	0.0142629209	-0.0262589855	0.007605795899999999	-0.045508101399999994	-0.012870503	-0.0209296422	-0.0303832227	-0.0055979337	0.060800138600000005	0.060626478600000006	0.060337412800000004	0.0599334912	0.059415482900000004	0.0587843738	0.0580413653	0.0571878717	0.0562255178	-0.026836	0.0633022	-0.00873231	-0.000154209	0.000272066	-0.00127724
3596.059463559875	3123.3922083437365	3859.57119782235	1.085608	30.686346	0.07899907	0.014013591499999999	-0.0467560666	-0.0046446447	-0.0154500588	-0.0366913518	-0.0362444014	-0.006830535	-0.0373926471	-0.0119288011	-0.0682483367	0.0306929767	-0.0316833625	0.0607836659	0.06056065980000001	0.0601895887	0.059671359900000005	0.059007240499999995	0.0581988541	0.0572481771	0.056157534	0.0549295911	-0.0277714	0.0187798	-0.00577504	-0.000231483	-0.0	-0.0010149
3603.255770095748	3123.470216141201	3854.998297437265	1.036331	29.293453	0.06558531000000001	0.0416253746	-0.029331809	-0.0236967102	0.0031340587	0.059238551900000005	0.0400574051	0.0022034825	-0.0370462717	0.0082185726	-0.019760160500000002	0.053371088399999995	-0.06794247099999999	0.060765136	0.060486641900000006	0.0600234302	0.059376915499999995	0.058549072	0.057542428	0.0563600576	0.055005571600000004	0.0534831063	-0.0349502	0.0423583	-0.0266241	-0.000182778	0.000230874	-0.0010149
