onset	duration	trial_type	response_time	response_button	response_accuracy
30.607	5.3	AX	0.589	1	0
40.222	5.3	BY	0.439	2	0
48.62	5.3	Ang	n/a	n/a	1
55.819	5.3	AX	0.401	2	1
65.418	5.3	BY	n/a	n/a	0
72.617	5.3	AY	1.48	1	1
81.015	5.3	BY	0.447	1	1
89.414	5.3	AX	0.339	2	1
99.012	5.3	AX	0.301	2	1
108.611	5.3	AX	0.306	2	1
115.81	5.3	AX	0.387	2	1
124.208	5.3	AX	0.327	2	1
131.407	5.3	BY	0.381	1	1
141.006	5.3	AY	0.75	1	1
150.621	5.3	BX	1.415	2	0
159.019	5.3	Ang	n/a	n/a	1
167.418	5.3	BY	0.69	1	1
177.017	5.3	BY	0.405	1	1
184.215	5.3	Bng	n/a	n/a	1
191.414	5.3	BY	0.449	1	1
198.613	5.3	BY	0.391	1	1
207.012	5.3	AX	0.305	2	1
214.211	5.3	BX	0.431	2	0
222.609	5.3	Bng	n/a	n/a	1
262.22	5.3	BY	0.884	1	1
270.618	5.3	BX	1.024	1	1
277.817	5.3	BY	0.381	1	1
286.216	5.3	AX	0.313	2	1
293.415	5.3	AX	0.331	2	1
301.813	5.3	Bng	n/a	n/a	1
310.212	5.3	BY	0.405	1	1
319.81	5.3	AY	0.616	1	1
327.009	5.3	BY	0.331	1	1
336.608	5.3	Ang	n/a	n/a	1
346.206	5.3	BY	0.546	1	1
355.821	5.3	AX	0.457	2	1
363.02	5.3	AX	0.331	2	1
371.419	5.3	BY	0.473	2	0
378.618	5.3	AX	0.327	2	1
387.016	5.3	AX	0.364	2	1
396.615	5.3	Ang	n/a	n/a	1
403.813	5.3	BY	0.486	1	1
413.412	5.3	AX	0.552	2	1
421.811	5.3	BX	0.727	1	1
429.009	5.3	BY	0.449	1	1
438.608	5.3	AX	0.461	2	1
445.807	5.3	AY	0.47	1	1
454.222	5.3	Bng	0.385	1	0
493.816	5.3	BY	0.405	1	1
503.414	5.3	AX	0.334	2	1
510.613	5.3	BY	0.511	1	1
519.012	5.3	Bng	n/a	n/a	1
528.61	5.3	AY	0.527	1	1
538.209	5.3	Ang	n/a	n/a	1
545.407	5.3	BY	0.616	1	1
553.806	5.3	AX	0.624	2	1
562.221	5.3	AX	0.301	2	1
569.42	5.3	Bng	n/a	n/a	1
577.819	5.3	AX	0.554	2	1
587.417	5.3	AX	0.465	2	1
594.616	5.3	BY	0.455	1	1
601.815	5.3	BX	0.706	1	1
610.214	5.3	Ang	n/a	n/a	1
619.812	5.3	BY	0.471	1	1
628.211	5.3	AY	0.604	1	1
637.809	5.3	BX	0.641	1	1
647.408	5.3	AX	0.332	2	1
655.806	5.3	BY	0.394	1	1
663.022	5.3	BY	0.355	1	1
671.421	5.3	AX	0.452	2	1
678.619	5.3	AX	0.296	2	1
685.818	5.3	BY	0.395	1	1
