csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3367.476622038137	3152.46161942013	4203.501393565796	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00483379	0.181707	0.242973	0.000582021	-0.00045848	0.000875757
3289.8615351775206	3161.648379302416	4163.839833075953	1.320253	48.138222	0.11216118000000001	0.021415222299999998	-0.0278696552	0.0041943921	-0.029555602200000003	0.0325209956	-0.0504068508	-0.006650387	-0.0770950268	-0.0326952349	0.0416990888	-0.0101132734	0.045732912199999996	0.0573066349	0.057306063	0.057305109900000005	0.0573037755	0.0573020599	0.0572999631	0.0572974851	0.0572946259	0.0572913855	0.057287764000000005	0.0	0.00230021	0.230042	0.270842	0.000937803	-0.000378333	0.0011083000000000002
3255.7653563902904	3145.1287068187207	4140.879217927861	1.4113810000000002	51.460857	0.09185612	0.0037023240000000003	-0.0205492291	0.0001925432	0.026430600099999996	0.0269794417	-0.006529277900000001	-0.001158058	-0.0311319754	-0.0030793807	0.0283123232	0.002055232	0.0532889328	0.057305109900000005	0.0572999631	0.0572913855	0.0572793776	0.0572639401	0.0572450739	0.057222780099999995	0.057197060099999995	0.0571679155	0.0571353479	0.0	-0.00662576	0.279563	0.281662	0.00100724	-0.000600829	0.00126815
3260.576374180145	3150.626516803366	4130.969301835584	1.006159	36.685909	0.152469751	0.027687901299999998	-0.017708384	0.0103242194	0.0032774465000000004	0.0398483581	-0.016354395600000002	0.014979121100000001	-0.0479148966	-0.0131842496	0.0347101017	-0.004478725	0.0299142066	0.0573020599	0.057287764000000005	0.0572639401	0.0572305921	0.057187725700000004	0.0571353479	0.0570734675	0.05700209480000001	0.0569212416	0.0568309213	0.0	-0.000298509	0.197576	0.311924	0.0015335	-0.000648679	0.00137191
3240.3123341196697	3147.395873943313	4120.093253619004	0.8829409999999999	32.193211	0.098459849	0.0178809394	-0.014754768799999998	0.0074428346	0.0189462595	0.0178823391	0.0128582522	0.0192695043	-0.0205727603	0.0007724050999999999	0.0096498776	0.0048955615	0.0285266289	0.0572974851	0.0572694669	0.057222780099999995	0.0571574399	0.0570734675	0.0569708904	0.056849742	0.056710061799999996	0.0565518953	0.0563752941	0.0	0.00323389	0.248407	0.332527	0.00177943	-0.0007235679999999998	0.00152096
3236.1140377999186	3142.694712183514	4124.534320170034	0.8472929999999999	30.893461	0.05781373000000005	0.025927667999999997	-0.0120208145	0.015176120500000001	0.0085246886	0.0194263728	-0.0166283935	0.0258381199	-0.025036239100000003	0.0090639893	0.0125105748	-0.0043182229	0.0199038656	0.0572913855	0.0572450739	0.0571679155	0.057059952000000004	0.0569212416	0.05675185889999999	0.0565518953	0.056321458600000006	0.0560606728	0.055769678499999996	0.0	-0.00330214	0.283503	0.332435	0.0016128	-0.000715244	0.0016678
3237.0247494931896	3140.315077074238	4123.99556067721	0.867323	31.623779	0.07362616999999999	0.014058450600000001	-0.0159045711	0.0087231237	0.012875483100000001	0.0392635228	-0.0308238571	0.0168303829	-0.015680509	0.006458294	-0.0016354194	0.0105427873	0.020256671599999998	0.0572837613	0.0572145874	0.0570993594	0.05693817	0.0567311491	0.0564784632	0.056180315700000004	0.0558369467	0.0554486325	0.055015685700000004	0.0	0.00825723	0.256258	0.323733	0.00152817	-0.00100779	0.00181302
3242.3885735101708	3143.3938881549684	4131.068187051767	0.941667	34.334442	0.08128457	0.032898824900000005	-0.018567413600000002	0.019224901699999998	0.0001452736	0.019593096799999998	-0.010373475600000001	0.029195520099999997	-0.035557168199999996	-0.010874548500000001	0.024080985899999997	-0.0085691568	0.0012219155	0.0572746128	0.0571780108	0.0570171282	0.0567921458	0.056503316500000005	0.0561509651	0.055735487699999996	0.055257351399999995	0.054717093700000004	0.054115321900000006	0.0	0.0244848	0.240918	0.347279	0.00168196	-0.00110503	0.00208541
3221.520270602129	3131.5491349013128	4128.010078513552	1.118628	40.786697	0.1057448	0.0187672535	-0.011862839299999999	0.0131327222	0.0415982934	-0.0071757526	0.0361001009	0.0241308469	0.0030652546	0.010726536799999999	0.0030036119	0.0214835896	0.0158359986	0.0572639401	0.0571353479	0.0569212416	0.056621941399999993	0.056237895499999996	0.055769678499999996	0.0552179913	0.0545836595	0.053867632699999994	0.05307098230000001	0.0	0.0362521	0.287492	0.354162	0.00173091	-0.0014795	0.0024724
3228.482950500117	3106.869910128781	4101.486105337581	2.467072	89.952782	1.5303301	0.0032326019	0.0566146252	0.1413019825	-0.0658353524	-0.014049834399999999	0.0078642274	0.0628715601	0.0333201398	-0.0290746856	-0.0204792849	-0.1283808936	-0.0820751549	0.057251743499999994	0.0570866034	0.0568117225	0.0564276295	0.0559350625	0.0553349685	0.054628501100000004	0.0538170184	0.0529020803	0.051885445700000005	0.0	0.154576	0.692964	0.997141	0.000822976	-0.00535836	0.00495671
3188.858180777714	3120.286403468398	4094.592557733312	1.989828	72.551811	0.904514185	0.0348760131	0.0419541363	0.0741197014	0.024551643199999997	-0.054133189299999995	0.0286121966	0.08423178769999999	0.0746570439	0.0105021455	0.0312470156	-0.0315090934	-0.041951921600000004	0.0572380234	0.0570317822	0.056688597300000004	0.056209292599999995	0.055595019	0.0548472516	0.0539677858	0.0529587334	0.051822517400000004	0.050561866	0.0	0.10636300000000001	0.31187	0.668567	-8.17277e-05	-0.00478597	0.00350114
3227.899305544988	3167.226791342751	4151.099027062422	2.682094	97.792801	1.173616885	-0.077431992	-0.0015335567000000002	-0.023463803300000002	0.0465314307	0.011605523799999998	-0.1276836033	-0.044994756	0.0422384001	-0.006136105500000001	-0.0075839114	0.0197252589	0.0153664134	0.057222780099999995	0.0569708904	0.0565518953	0.0559670238	0.0552179913	0.0543069949	0.0532367068	0.0520102662	0.05063127059999999	0.0491037647	0.0	0.0376044	0.12208500000000003	0.0475586	0.00112741	-0.0011168	0.00249815
3204.0881068788926	3158.7954414242604	4129.174470555842	1.395207	50.871128	0.1403758	-0.0714992175	0.011242492199999999	0.0069884624	0.053641315099999996	-0.0318638375	-0.1565797792	-0.0346964659	0.0619468785	0.027584615899999998	-0.055472548499999996	-0.0094003921	-0.0170399624	0.0572060141	0.0569039344	0.056401649400000003	0.0557009262	0.0548042301	0.053714716100000004	0.052436217300000004	0.050973231900000006	0.0493309071	0.0475150212	0.0	0.0427473	0.137167	-0.0339963	0.0011785	-0.00157331	0.00276247
3234.9520345287456	3148.484938928338	4135.496478332132	1.682081	61.330936	0.5446023	-0.0042938006	-0.008385785699999999	-0.0218499243	0.0141221885	-0.0065656324	-0.0112235221	-0.0159314767	-0.013869443200000001	0.027144968399999997	-0.0443948234	0.032608416800000005	-0.0062783558	0.057187725700000004	0.0568309213	0.056237895499999996	0.0554111131	0.054354010700000004	0.05307098230000001	0.0515673609	0.0498493963	0.047924229400000004	0.04579986230000001	0.0	0.0443838	0.344049	0.243949	0.00229499	-0.00160904	0.00275192
3216.485804200225	3150.4990530873906	4129.3388829992155	1.087739	39.660458	0.1857193	0.0239588823	-0.0141750433	0.002171662	-0.0055165477	-0.029374459900000004	0.0199800892	0.020999942200000003	-0.0058108153	0.0253048042	-0.0200261463	0.020022280700000002	-0.0370602077	0.0571679155	0.05675185889999999	0.0560606728	0.0550977079	0.053867632699999994	0.052376410400000004	0.05063127059999999	0.0486406734	0.0464142691	0.0439628513	0.0	0.0541111	0.301867	0.314672	0.00319474	-0.00190891	0.00281404
3226.396137831443	3143.5344731358227	4138.390049775355	0.935162	34.097267	0.036295400000000005	0.0102777804	-0.012912017	-0.0036518241999999998	-0.0090378735	-0.027002471	0.0145803184	0.0091139387	0.0092651704	0.0212342925	-0.0062564375	0.0111214926	-0.009264104	0.057146584	0.05666675559999999	0.0558700237	0.054760844	0.053345419500000005	0.0516316657	0.0496291667	0.0473491213	0.044804280300000006	0.042008875700000003	0.0	0.0563185	0.30005	0.300298	0.00328999	-0.00167749	0.00284531
3248.052854848559	3143.158642620337	4140.573140441189	0.810752	29.561113	0.08981319999999998	0.0142926761	-0.0217294467	0.000512766	-0.0355881057	0.0085335202	-0.021041856	0.0096253424	-0.0198161326	0.0165826434	-0.007379299399999999	0.0002758717	-0.0009904698	0.057123731799999994	0.0565756205	0.055665994	0.0544006649	0.052787718600000005	0.05083746150000001	0.0485623559	0.04597693940000001	0.0430977328	0.039943134	0.0	0.0605897	0.259375	0.297266	0.00360991	-0.00124337	0.00292797
3243.229854010108	3144.7988007303143	4135.942691599574	0.7939049999999999	28.946863	0.08518470000000006	0.0203959915	-0.0200872174	0.007678831999999999	-0.0178914336	-0.0016269201999999999	0.0117189197	0.014212936	-0.012961570700000001	0.0062066902	0.0155451509	0.0039104734	0.0050014032	0.0570993594	0.0564784632	0.0554486325	0.054017324000000005	0.0521949009	0.049994558700000004	0.047432229000000006	0.04452646440000001	0.041298304300000005	0.0377711223	0.0	0.0614144	0.210311	0.319846	0.00375038	-0.00132056	0.00289131
3231.7425159394397	3147.049097657204	4122.75290870103	0.759561	27.694611	0.05721419999999995	0.0154226942	-0.0191000151	0.016842426599999998	0.0015060060999999999	-0.0187718316	0.0293607783	0.0197865757	-0.011042856799999999	0.0157320174	0.014874368999999998	0.0025780827	-0.0032110565	0.0570734675	0.0563752941	0.0552179913	0.0536109843	0.0515673609	0.0491037647	0.0462402595	0.043000166299999996	0.039409872900000004	0.0354986191	0.0	0.0636181	0.253523	0.324059	0.00382124	-0.00126964	0.00292124
3243.706885076997	3143.451996613721	4122.418799801808	0.8409189999999999	30.661055	0.17811909999999997	0.0083804787	-0.021302222200000002	0.0075053791	0.0140339847	0.0099368371	0.0061657474	0.0056842162	-0.0142592742	0.0072560713	0.0194007929	0.0033972721000000003	0.0258862641	0.0570460569	0.056266124199999996	0.0549741255	0.053181819000000005	0.050905516	0.048165932800000005	0.0449880016	0.041400644199999996	0.0374365083	0.0331316707	0.0	0.0676637	0.299238	0.28608	0.00306514	-0.00178301	0.00345936
3239.086538736855	3143.259863806553	4113.152846127355	0.8026109999999999	29.264277	0.12333720000000005	0.0214998622	-0.0150806378	0.021828277200000003	0.0193378138	0.0207339592	0.0234483759	0.0192474558	-0.0208431175	0.0178136868	-0.0012369238	-0.0037408363	0.0025420057	0.0570171282	0.0561509651	0.054717093700000004	0.0527300107	0.0502098065	0.0471819614	0.0436770879	0.039730621800000004	0.0353824634	0.0306765744	0.0	0.0779379	0.273896	0.322859	0.00371867	-0.00163064	0.0036723
3230.4108115535955	3132.372962889124	4112.4767418338815	0.8071859999999998	29.431091	0.07431440000000006	0.0229173797	-0.0200290711	0.019277157	0.0072800276	-0.0091079636	0.042732165700000005	0.0245098249	-0.0149618446	0.015192248200000001	0.0122739231	-0.006546595400000001	0.0042164886	0.0569866822	0.056029829100000005	0.0544469572	0.0522557519	0.0494806953	0.046152793	0.0423092276	0.037992943	0.033252165	0.0281398619	0.0	0.0744405	0.286789	0.345206	0.003869	-0.0017521	0.00323255
3243.939849639401	3131.954956879381	4123.499623575467	0.788813	28.761189	0.1149431	0.0151211911	-0.0156867619	0.008610739499999999	-0.0146965871	-0.005033665	0.0053800197	0.0135034596	-0.0143928221	0.0103871413	0.0039481528	-0.0026789211	-0.0060638207999999996	0.056954719699999996	0.0559027291	0.054163780999999994	0.0517592444	0.048718667300000004	0.04507941360000001	0.0408862042	0.0361905669	0.031050203999999998	0.0255282825	0.0	0.0770576	0.350994	0.323915	0.00372624	-0.00140121	0.0032755
3244.805096236529	3141.952423484599	4139.01098204675	0.7685039999999999	28.020712	0.058741199999999986	0.0099770393	-0.0158717133	-0.0043099015	-0.011868231000000002	-0.035968545899999996	0.011567611100000002	0.008046015	-0.005736637199999999	0.011682288300000001	0.014009620300000001	-0.0036172482	-0.0100545398	0.0569212416	0.055769678499999996	0.053867632699999994	0.0512406996	0.047924229400000004	0.0439628513	0.039409872900000004	0.0343265627	0.028781326	0.022848784100000002	0.0	0.0680284	0.323699	0.316789	0.00356957	-0.00153916	0.0032643
3247.800682164141	3139.344103473132	4140.372095623648	0.7492579999999999	27.318958	0.08313240000000001	0.0208633396	-0.0152790161	0.0050293657	-0.0341816168	-0.0376990816	0.0254803969	0.0141602202	-0.0176179603	0.005387665799999999	0.0040795504	-0.011961504599999999	-0.0196239368	0.0568862487	0.055630691600000004	0.053558583300000004	0.0507003383	0.047097910300000004	0.042804175800000004	0.0378821587	0.0324041045	0.026450420699999998	0.0201084958	0.0	0.0708688	0.298178	0.345202	0.00398407	-0.00152897	0.00316183
