onset	duration	trial_type	response_time	response_button	response_accuracy
30.611	5.3	AX	0.444	2	1
39.01	5.3	AY	0.498	1	1
48.608	5.3	BY	0.421	1	1
57.007	5.3	BY	0.456	1	1
64.206	5.3	AX	0.374	2	1
72.621	5.3	AX	0.642	2	1
82.219	5.3	BY	0.617	1	1
89.418	5.3	BX	0.883	1	1
99.017	5.3	AX	0.439	2	1
106.216	5.3	Bng	0.443	1	0
115.814	5.3	BY	0.621	1	1
124.213	5.3	BY	0.447	1	1
131.412	5.3	BY	0.404	1	1
139.81	5.3	AX	0.396	2	1
149.409	5.3	AX	0.501	2	1
159.007	5.3	BY	0.376	1	1
166.206	5.3	Bng	0.497	1	0
174.605	5.3	BX	0.737	1	1
181.82	5.3	AX	0.34	2	1
189.019	5.3	AY	0.586	1	1
198.618	5.3	BY	0.392	1	1
207.016	5.3	Ang	n/a	n/a	1
214.215	5.3	Ang	n/a	n/a	1
223.814	5.3	AX	0.531	2	1
262.208	5.3	BX	0.526	1	1
269.407	5.3	AY	0.522	1	1
277.805	5.3	Ang	n/a	n/a	1
286.221	5.3	BX	0.43	1	1
294.619	5.3	BY	0.479	1	1
301.818	5.3	BY	0.349	1	1
311.417	5.3	AY	0.457	1	1
319.815	5.3	AX	0.581	2	1
327.014	5.3	AX	0.499	2	1
336.613	5.3	Bng	n/a	n/a	1
343.811	5.3	AX	0.321	2	1
353.41	5.3	Ang	n/a	n/a	1
363.008	5.3	BY	0.404	1	1
371.407	5.3	AX	0.364	2	1
381.006	5.3	BY	0.432	1	1
389.421	5.3	AX	0.372	2	1
396.62	5.3	BY	0.378	1	1
406.218	5.3	AX	0.367	2	1
415.817	5.3	BY	0.306	1	1
424.215	5.3	AX	0.35	2	1
431.414	5.3	Bng	n/a	n/a	1
438.613	5.3	BY	0.377	2	0
445.812	5.3	BY	0.407	1	1
455.411	5.3	AX	0.42	2	1
493.821	5.3	AX	0.368	2	1
503.42	5.3	BX	0.432	1	1
511.818	5.3	BY	0.485	1	1
520.217	5.3	AY	0.506	1	1
527.416	5.3	Ang	n/a	n/a	1
537.014	5.3	AX	0.706	2	1
545.413	5.3	BY	0.433	1	1
555.011	5.3	BY	0.483	1	1
562.21	5.3	BX	0.786	1	1
569.409	5.3	BY	0.702	1	1
576.608	5.3	AX	0.407	2	1
586.207	5.3	AX	0.479	2	1
594.605	5.3	Bng	n/a	n/a	1
603.021	5.3	Bng	0.394	1	0
612.619	5.3	AY	0.759	1	1
619.818	5.3	BY	0.701	1	1
628.217	5.3	AX	0.587	2	1
636.615	5.3	AX	0.741	2	1
643.814	5.3	BY	0.499	1	1
653.413	5.3	BY	0.581	1	1
663.011	5.3	AX	0.507	2	1
671.41	5.3	AX	0.478	2	1
678.609	5.3	Ang	n/a	n/a	1
688.207	5.3	BY	0.785	1	1
