onset	duration	trial_type	response_time	response_button	response_accuracy
30.623	5.3	AY	0.719	1	1
37.822	5.3	Bng	0.34	1	0
46.221	5.3	AY	0.486	1	1
54.619	5.3	BY	0.359	1	1
61.818	5.3	Bng	n/a	n/a	1
71.417	5.3	AX	0.605	2	1
78.616	5.3	BY	0.404	1	1
88.214	5.3	AX	0.327	2	1
95.413	5.3	AX	0.304	2	1
103.812	5.3	BY	0.396	1	1
113.41	5.3	Ang	0.353	2	0
123.025	5.3	BY	0.328	1	1
131.424	5.3	AX	0.637	2	1
141.022	5.3	BY	0.35	1	1
149.421	5.3	AX	0.291	2	1
156.62	5.3	Ang	0.327	1	0
163.819	5.3	BX	0.461	1	1
171.018	5.3	BX	0.425	1	1
180.616	5.3	BY	0.379	1	1
190.215	5.3	BY	0.293	1	1
199.813	5.3	AX	0.266	2	1
208.212	5.3	AX	0.351	2	1
215.411	5.3	AX	0.494	2	1
223.826	5.3	BY	0.387	1	1
262.22	5.3	BY	0.39	1	1
270.618	5.3	AX	0.252	2	1
277.817	5.3	BY	0.413	1	1
285.016	5.3	BY	0.29	1	1
294.615	5.3	BY	0.374	1	1
301.813	5.3	AX	0.238	2	1
310.212	5.3	BX	0.372	1	1
318.611	5.3	AY	0.507	1	1
328.226	5.3	AX	0.421	2	1
337.824	5.3	BY	0.826	1	1
346.223	5.3	AX	0.493	2	1
355.822	5.3	BY	0.417	1	1
363.02	5.3	BX	0.678	1	1
371.419	5.3	AX	0.366	2	1
381.018	5.3	AY	0.385	1	1
389.416	5.3	Ang	n/a	n/a	1
396.615	5.3	Bng	1.148	1	0
405.014	5.3	AX	0.475	2	1
414.612	5.3	Ang	0.526	2	0
424.211	5.3	BY	0.682	1	1
431.426	5.3	AX	0.36	2	1
438.625	5.3	Bng	n/a	n/a	1
445.824	5.3	BY	0.403	1	1
454.223	5.3	AX	0.303	2	1
493.816	5.3	BY	0.384	1	1
501.015	5.3	BX	0.492	2	0
510.614	5.3	AX	0.303	2	1
519.012	5.3	Ang	n/a	n/a	1
527.411	5.3	AY	1.03	1	1
537.026	5.3	BY	0.403	1	1
546.624	5.3	Bng	n/a	n/a	1
556.223	5.3	AX	0.837	2	1
563.422	5.3	AX	0.476	2	1
571.82	5.3	BY	0.332	1	1
579.019	5.3	BY	0.337	1	1
587.418	5.3	AY	0.468	1	1
594.617	5.3	AX	0.557	2	1
603.015	5.3	BY	0.533	1	1
612.614	5.3	BY	n/a	n/a	0
621.013	5.3	AX	0.448	2	1
629.411	5.3	AX	0.269	2	1
637.81	5.3	AX	0.476	2	1
647.425	5.3	BX	0.508	1	1
654.624	5.3	Ang	n/a	n/a	1
661.823	5.3	AX	0.449	2	1
671.421	5.3	BY	0.841	1	1
678.62	5.3	Bng	n/a	n/a	1
688.219	5.3	BY	1.05	1	1
