onset	duration	trial_type	response_time	response_button	response_accuracy
30.625	5.3	BY	0.299	1	1
37.824	5.3	BY	0.323	1	1
47.422	5.3	AY	0.424	1	1
55.821	5.3	BX	0.678	1	1
65.419	5.3	BY	0.429	1	1
73.818	5.3	AX	0.293	2	1
81.017	5.3	AX	0.278	2	1
89.415	5.3	Bng	0.399	1	0
99.031	5.3	BY	0.852	1	1
108.629	5.3	BY	1.374	1	1
117.028	5.3	AY	0.428	1	1
124.226	5.3	BY	0.265	1	1
131.425	5.3	AX	0.234	2	1
141.024	5.3	BY	0.422	1	1
150.622	5.3	AX	0.32	2	1
159.021	5.3	Ang	n/a	n/a	1
166.22	5.3	BX	0.868	2	0
174.618	5.3	AX	0.349	2	1
181.817	5.3	AX	0.269	2	1
191.416	5.3	Bng	n/a	n/a	1
198.615	5.3	BY	0.455	1	1
208.23	5.3	Ang	0.465	1	0
216.628	5.3	AX	0.531	2	1
223.827	5.3	AX	0.432	2	1
262.221	5.3	BX	0.714	1	1
269.42	5.3	BY	0.512	1	1
279.019	5.3	BX	0.536	1	1
286.217	5.3	AX	0.387	2	1
294.616	5.3	AX	0.382	2	1
304.231	5.3	Ang	0.572	1	0
313.83	5.3	BY	0.348	1	1
323.428	5.3	BY	0.383	1	1
331.827	5.3	BY	0.396	1	1
339.026	5.3	Bng	0.359	1	0
347.424	5.3	BY	0.438	1	1
354.623	5.3	AX	0.318	2	1
363.022	5.3	AX	0.449	2	1
370.221	5.3	AX	0.343	2	1
379.819	5.3	BY	0.409	1	1
387.018	5.3	BY	0.489	1	1
396.616	5.3	Bng	n/a	n/a	1
403.815	5.3	AY	0.558	1	1
413.43	5.3	AY	0.44	1	1
421.829	5.3	BY	0.413	1	1
429.028	5.3	AX	0.313	2	1
437.427	5.3	Ang	n/a	n/a	1
445.825	5.3	AX	0.45	2	1
454.224	5.3	AX	0.351	2	1
493.818	5.3	AX	0.284	2	1
503.416	5.3	Ang	n/a	n/a	1
511.815	5.3	Ang	n/a	n/a	1
519.03	5.3	AX	0.457	2	1
528.629	5.3	AX	0.684	2	1
537.027	5.3	Bng	n/a	n/a	1
544.226	5.3	BX	0.612	2	0
551.425	5.3	BX	0.714	1	1
559.824	5.3	BY	0.932	1	1
569.422	5.3	BY	0.323	1	1
577.821	5.3	AX	0.469	2	1
587.419	5.3	Bng	n/a	n/a	1
594.618	5.3	BY	0.488	1	1
604.217	5.3	BY	0.343	1	1
611.416	5.3	BY	0.331	1	1
618.631	5.3	AX	0.352	2	1
627.03	5.3	AY	0.435	2	0
635.428	5.3	BY	0.365	1	1
643.827	5.3	AX	0.259	2	1
652.226	5.3	BY	0.646	1	1
661.824	5.3	AY	0.469	1	1
671.423	5.3	AX	0.506	2	1
678.622	5.3	AX	0.303	2	1
688.22	5.3	BY	0.402	1	1
