onset	duration	trial_type	trial_cue	trial_switch	response_time	response_button	response_accuracy
31.115	8.5	Congruent	AttendLetter	n/a	0.596	1	1
43.114	8.5	Congruent	AttendLetter	repeat	0.526	2	1
53.912	8.5	Incongruent	AttendNumber	switch	0.771	1	1
64.71	8.5	Incongruent	AttendLetter	switch	1.129	2	1
75.508	8.5	Congruent	AttendNumber	switch	0.661	1	1
88.706	8.5	Congruent	AttendNumber	repeat	1.01	2	1
100.704	8.5	Incongruent	AttendLetter	switch	1.763	2	1
112.719	8.5	Incongruent	AttendLetter	repeat	0.719	1	1
125.917	8.5	Congruent	AttendNumber	switch	0.984	1	1
139.115	8.5	Congruent	AttendLetter	switch	1.043	1	1
151.113	8.5	Congruent	AttendLetter	repeat	0.628	1	1
161.911	8.5	Congruent	AttendNumber	switch	0.725	2	1
175.109	8.5	Congruent	AttendNumber	repeat	0.635	1	1
187.107	8.5	Congruent	AttendNumber	repeat	1.009	2	1
197.906	8.5	Congruent	AttendLetter	switch	1.078	2	1
211.104	8.5	Incongruent	AttendNumber	switch	2.142	2	1
224.318	8.5	Incongruent	AttendNumber	repeat	1.165	2	1
235.117	8.5	Congruent	AttendLetter	switch	0.837	2	1
277.11	8.5	Congruent	AttendNumber	n/a	0.98	1	1
289.108	8.5	Congruent	AttendNumber	repeat	0.896	2	1
301.106	8.5	Congruent	AttendNumber	repeat	1.051	1	1
314.304	8.5	Incongruent	AttendNumber	repeat	0.734	1	1
325.119	8.5	Congruent	AttendNumber	repeat	0.706	1	1
338.317	8.5	Congruent	AttendLetter	switch	0.65	2	1
349.115	8.5	Incongruent	AttendLetter	repeat	0.722	2	1
359.913	8.5	Congruent	AttendLetter	repeat	1.329	1	1
373.111	8.5	Incongruent	AttendNumber	switch	0.559	1	1
385.109	8.5	Congruent	AttendLetter	switch	0.892	1	1
397.108	8.5	Congruent	AttendLetter	repeat	0.579	1	1
407.906	8.5	Incongruent	AttendNumber	switch	0.669	1	1
421.104	8.5	Congruent	AttendNumber	repeat	0.532	1	1
431.919	8.5	Incongruent	AttendLetter	switch	0.814	1	1
443.917	8.5	Congruent	AttendLetter	repeat	0.983	2	1
454.715	8.5	Incongruent	AttendNumber	switch	1.07	1	0
467.913	8.5	Congruent	AttendLetter	switch	1.122	2	1
479.911	8.5	Congruent	AttendLetter	repeat	0.93	2	1
523.104	8.5	Incongruent	AttendNumber	n/a	1.03	2	1
536.319	8.5	Congruent	AttendNumber	repeat	1.244	2	1
547.117	8.5	Congruent	AttendNumber	repeat	1.339	1	1
559.115	8.5	Congruent	AttendNumber	repeat	0.999	1	1
571.113	8.5	Incongruent	AttendLetter	switch	0.844	1	1
583.112	8.5	Congruent	AttendNumber	switch	0.85	2	1
596.309	8.5	Congruent	AttendNumber	repeat	0.825	2	1
607.108	8.5	Incongruent	AttendLetter	switch	0.644	1	1
620.306	8.5	Congruent	AttendLetter	repeat	0.937	1	1
631.104	8.5	Incongruent	AttendLetter	repeat	0.625	2	1
644.318	8.5	Incongruent	AttendNumber	switch	0.915	1	1
656.317	8.5	Congruent	AttendLetter	switch	1.284	2	1
667.115	8.5	Congruent	AttendNumber	switch	0.613	1	1
680.313	8.5	Congruent	AttendLetter	switch	0.855	2	1
693.511	8.5	Congruent	AttendNumber	switch	1.245	2	1
705.509	8.5	Incongruent	AttendLetter	switch	0.962	2	1
717.507	8.5	Congruent	AttendLetter	repeat	0.629	2	1
728.305	8.5	Incongruent	AttendLetter	repeat	0.82	2	1
