onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.827	10.4	NP	5	1.199	2	1
42.825	10.4	NN	8	1.22	1	1
57.223	10.4	NN	8	1.306	1	1
70.421	10.4	NP	5	1.668	2	1
83.619	10.4	NN	6	1.024	1	1
95.617	10.4	NP	8	0.786	2	1
108.815	10.4	NN	5	1.38	1	1
123.212	10.4	NP	7	0.921	2	1
136.427	10.4	NN	5	1.125	1	1
150.825	10.4	NP	5	0.805	2	1
162.823	10.4	NP	7	0.79	2	1
174.821	10.4	NP	8	0.728	2	1
189.219	10.4	NN	7	1.063	1	1
201.217	10.4	NP	6	0.701	2	1
215.614	10.4	RN	5	1.357	1	1
258.824	10.4	NN	6	0.886	1	1
272.022	10.4	NN	8	1.057	1	1
285.22	10.4	NP	7	0.706	2	1
299.618	10.4	NP	7	0.72	2	1
311.616	10.4	NP	8	0.752	2	1
324.814	10.4	NP	5	0.964	2	1
339.228	10.4	NN	7	0.908	1	1
353.626	10.4	NP	5	0.709	2	1
365.624	10.4	NN	8	0.93	1	1
377.622	10.4	RN	5	0.824	1	1
392.02	10.4	NN	5	0.635	1	1
405.218	10.4	NP	8	0.636	2	1
417.216	10.4	NP	8	1.118	2	1
431.614	10.4	NP	5	0.667	2	1
444.828	10.4	NN	5	0.691	1	1
486.822	10.4	NN	5	0.594	1	1
501.219	10.4	NP	5	0.535	2	1
514.417	10.4	NP	8	0.627	2	1
527.615	10.4	RN	5	0.812	1	1
540.813	10.4	NN	8	0.648	1	1
552.828	10.4	NP	7	0.86	2	1
567.225	10.4	NP	8	0.618	2	1
579.224	10.4	NN	5	0.666	1	1
593.621	10.4	NP	6	0.885	2	1
608.019	10.4	RN	8	0.766	2	0
622.417	10.4	NP	5	0.547	2	1
634.415	10.4	NN	8	0.674	1	1
646.413	10.4	NP	5	0.688	2	1
658.428	10.4	NN	7	0.648	1	1
671.626	10.4	NN	7	0.726	1	1
