onset	duration	trial_type	response_time	response_button	response_accuracy
30.611	5.3	Ang	n/a	n/a	1
37.81	5.3	AX	0.444	2	1
46.209	5.3	BY	0.541	1	1
55.807	5.3	Bng	n/a	n/a	1
65.406	5.3	BY	0.466	1	1
75.021	5.3	BY	0.659	1	1
83.42	5.3	BY	0.424	1	1
93.018	5.3	AX	0.478	2	1
100.217	5.3	Bng	n/a	n/a	1
108.616	5.3	BY	0.379	1	1
117.014	5.3	AX	0.512	2	1
124.213	5.3	AY	1.009	1	1
131.412	5.3	BY	0.374	1	1
138.611	5.3	AX	0.307	2	1
148.209	5.3	BX	0.52	1	1
157.808	5.3	BY	0.516	1	1
165.007	5.3	AX	0.363	2	1
174.622	5.3	AX	0.327	2	1
183.021	5.3	BY	0.428	1	1
190.219	5.3	AX	0.358	2	1
198.618	5.3	AX	0.327	2	1
207.017	5.3	AY	0.512	1	1
215.416	5.3	BX	0.663	1	1
222.614	5.3	Ang	n/a	n/a	1
262.208	5.3	AX	0.509	2	1
269.407	5.3	BY	0.361	1	1
279.022	5.3	BY	0.372	1	1
288.621	5.3	BY	0.377	1	1
295.819	5.3	BY	0.339	1	1
304.218	5.3	AY	0.423	1	1
312.617	5.3	AX	0.36	2	1
321.015	5.3	AX	0.351	2	1
329.414	5.3	BY	0.391	1	1
339.013	5.3	AX	0.326	2	1
348.611	5.3	AX	0.304	2	1
355.81	5.3	Ang	n/a	n/a	1
363.009	5.3	BX	0.448	2	0
371.408	5.3	BX	0.572	1	1
379.806	5.3	BY	0.368	1	1
388.221	5.3	Ang	n/a	n/a	1
396.62	5.3	Bng	n/a	n/a	1
406.219	5.3	BY	0.434	1	1
413.418	5.3	AX	0.443	2	1
420.616	5.3	BY	0.445	1	1
430.215	5.3	AX	0.32	2	1
439.813	5.3	AY	0.538	1	1
447.012	5.3	AX	0.354	2	1
454.211	5.3	Bng	0.372	1	0
493.821	5.3	BY	0.477	1	1
503.42	5.3	AY	0.528	1	1
513.018	5.3	AX	0.372	2	1
522.617	5.3	AX	0.488	2	1
531.016	5.3	Ang	n/a	n/a	1
538.214	5.3	BY	0.439	1	1
545.413	5.3	BY	0.446	1	1
552.612	5.3	AX	0.333	2	1
561.011	5.3	Bng	n/a	n/a	1
569.41	5.3	Ang	n/a	n/a	1
579.008	5.3	BY	0.48	1	1
586.207	5.3	BY	0.573	1	1
594.606	5.3	AY	0.608	1	1
603.021	5.3	BY	0.354	1	1
610.22	5.3	AX	0.315	2	1
619.818	5.3	BY	0.36	1	1
629.417	5.3	BY	0.349	1	1
639.015	5.3	Bng	n/a	n/a	1
647.414	5.3	AX	0.423	2	1
654.613	5.3	AX	0.465	2	1
663.011	5.3	BX	0.495	1	1
671.41	5.3	BX	0.371	1	1
678.609	5.3	AX	0.36	2	1
685.808	5.3	AX	0.433	2	1
