onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.818	10.4	NP	5	0.749	2	1
45.216	10.4	NP	5	0.65	2	1
58.414	10.4	NN	5	0.917	1	1
70.412	10.4	NN	6	0.727	1	1
84.81	10.4	NN	8	0.634	1	1
99.224	10.4	NP	5	0.604	2	1
112.422	10.4	RN	5	0.994	1	1
124.42	10.4	NN	5	0.681	1	1
136.418	10.4	NN	7	0.774	1	1
149.616	10.4	NP	6	0.815	2	1
164.014	10.4	NP	8	0.599	2	1
177.212	10.4	NN	8	1.069	1	1
191.626	10.4	NP	7	0.627	2	1
203.624	10.4	NP	8	0.848	2	1
215.622	10.4	RN	7	0.676	2	0
258.816	10.4	NP	5	0.637	2	1
272.013	10.4	NN	8	0.614	1	1
286.411	10.4	RN	8	0.619	2	0
298.426	10.4	NP	5	0.602	2	1
312.824	10.4	RN	5	0.556	1	1
326.022	10.4	NN	6	0.674	1	1
338.02	10.4	NP	8	0.52	2	1
350.018	10.4	NN	7	0.835	1	1
362.016	10.4	NN	5	0.538	1	1
375.214	10.4	NP	8	0.824	2	1
388.412	10.4	NP	5	0.748	2	1
401.61	10.4	NP	7	0.763	1	0
416.024	10.4	NN	5	0.587	1	1
430.422	10.4	NN	8	0.886	1	1
442.42	10.4	NP	7	0.798	2	1
486.813	10.4	NN	7	0.557	1	1
500.011	10.4	NP	7	0.918	1	0
512.025	10.4	NP	6	0.839	2	1
525.223	10.4	NN	7	0.754	1	1
539.621	10.4	NP	8	0.649	2	1
552.819	10.4	NP	8	0.611	2	1
567.217	10.4	NP	5	0.542	2	1
581.614	10.4	NN	8	0.676	1	1
596.012	10.4	NN	5	0.589	1	1
609.21	10.4	NP	5	0.373	2	1
621.225	10.4	RN	5	0.828	1	1
635.623	10.4	NP	5	0.642	2	1
648.821	10.4	NN	6	0.552	1	1
660.819	10.4	NP	8	0.561	2	1
672.817	10.4	NN	5	0.745	1	1
