onset	duration	trial_type	response_time	response_button	response_accuracy
30.617	5.3	BY	0.351	1	1
40.216	5.3	AX	0.329	2	1
47.415	5.3	AY	0.405	1	1
55.813	5.3	BY	0.383	1	1
64.212	5.3	Bng	n/a	n/a	1
72.611	5.3	BY	0.354	1	1
82.209	5.3	Ang	n/a	n/a	1
89.408	5.3	BX	0.593	2	0
96.607	5.3	AX	0.61	2	1
106.206	5.3	BY	0.344	1	1
114.604	5.3	BX	0.462	1	1
121.82	5.3	AY	0.473	1	1
131.418	5.3	AX	0.381	2	1
138.617	5.3	Ang	n/a	n/a	1
148.216	5.3	Bng	n/a	n/a	1
156.614	5.3	AX	0.459	2	1
165.013	5.3	AX	0.307	2	1
172.212	5.3	BY	0.426	1	1
181.81	5.3	BY	0.383	1	1
189.009	5.3	BY	0.322	1	1
197.408	5.3	AX	0.292	2	1
204.607	5.3	AX	0.318	2	1
214.205	5.3	BY	0.305	1	1
222.604	5.3	AX	0.449	1	0
262.214	5.3	BY	0.436	1	1
271.813	5.3	AX	0.347	2	1
281.411	5.3	AY	0.515	1	1
289.81	5.3	BY	0.459	1	1
298.208	5.3	BY	0.38	1	1
306.607	5.3	BX	0.607	1	1
315.006	5.3	BX	0.519	1	1
324.604	5.3	AX	0.417	2	1
334.219	5.3	AX	0.357	2	1
341.418	5.3	Bng	n/a	n/a	1
348.617	5.3	BY	0.482	1	1
355.816	5.3	AX	0.417	2	1
363.015	5.3	AX	0.432	2	1
372.613	5.3	BY	0.447	1	1
381.012	5.3	BY	0.471	1	1
388.211	5.3	BY	0.381	1	1
397.809	5.3	Bng	n/a	n/a	1
405.008	5.3	Ang	n/a	n/a	1
414.607	5.3	AX	0.387	2	1
421.806	5.3	AX	0.36	2	1
430.204	5.3	BY	0.439	1	1
438.62	5.3	AX	0.406	2	1
448.218	5.3	Ang	n/a	n/a	1
456.617	5.3	AY	0.626	1	1
493.811	5.3	BY	0.352	1	1
502.21	5.3	BX	0.448	1	1
511.808	5.3	Bng	0.335	1	0
521.407	5.3	AY	0.438	1	1
529.805	5.3	Bng	n/a	n/a	1
537.004	5.3	AX	0.361	2	1
544.22	5.3	BY	0.466	1	1
552.618	5.3	Ang	n/a	n/a	1
562.217	5.3	Ang	n/a	n/a	1
569.416	5.3	BY	0.404	1	1
579.014	5.3	AX	0.447	2	1
587.413	5.3	AX	0.594	2	1
594.612	5.3	AX	0.663	2	1
603.01	5.3	BY	0.433	1	1
610.209	5.3	BX	0.554	2	0
619.808	5.3	AX	0.402	2	1
627.006	5.3	BY	0.382	1	1
634.205	5.3	AX	0.402	2	1
642.604	5.3	BY	0.445	1	1
649.82	5.3	BY	0.389	1	1
659.418	5.3	AX	0.352	2	1
669.017	5.3	AX	0.595	2	1
678.615	5.3	BY	0.389	1	1
687.014	5.3	AY	0.439	1	1
