csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3379.0123788629253	2844.989942124969	3541.637803291704	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.031903	0.144463	0.0741369	0.00074505	-0.0	0.00084283
3301.1817197288788	2836.2927962441963	3514.522340751184	1.125901	34.890354	0.07549710000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0289802	0.190971	0.0669374	0.00077207	-0.000238464	0.0007309779999999999
3266.009841953005	2834.747789715825	3505.3256992398274	0.974053	30.18475	0.09838875	0.0652312694	0.010598284199999999	0.0287043545	0.0216347191	-0.0652810043	0.0088896827	-0.058937276	0.0264942752	-0.0074568866000000004	0.0118724756	-0.0209092124	0.0375982879	0.0578312937	0.057830695099999996	0.0578296976	0.057828301	0.0578265054	0.0578243109	0.057821717300000006	0.057818724800000006	0.0578153334	0.057811543	0.0	0.0	0.0340974	0.130888	0.0726136	0.00114839	-0.000389057	0.000754312
3256.6479371956416	2836.6306668623606	3503.123562223423	1.023996	31.732416	0.1002292	0.049038105199999994	0.0074321065000000006	0.028144634300000002	-0.0640322372	0.024051955099999998	0.0023908866	-0.0564102249	0.013735084299999999	-0.019644196200000002	-0.018179473	0.0017264346	-0.0366995502	0.0578296976	0.0578243109	0.0578153334	0.0578027657	0.057786608499999996	0.0577668629	0.0577435302	0.0577166116	0.057686109000000006	0.0576520242	0.0	0.0	0.0415601	0.104817	0.0997425	0.000696541	-0.000463872	0.00101898
3241.8710321273124	2836.6631795572416	3499.1583536475355	0.973754	30.175478	0.11943170000000003	0.048286727599999996	0.0093896747	0.0372243223	0.0472429108	-0.0143163731	0.0423819811	-0.051766727900000004	0.021816444900000002	-0.0125139427	0.0182241999	-0.0454829421	0.059201277000000004	0.0578265054	0.057811543	0.057786608499999996	0.0577517062	0.0577068422	0.0576520242	0.0575872615	0.0575125655	0.057427949000000006	0.0573334266	0.0	0.0	0.0335766	0.184009	0.07959629999999998	0.000824652	-0.000527058	0.000968077
3248.6265850663185	2836.9033487103857	3498.569946074975	0.948893	29.40509	0.11372825000000003	0.0202349269	-0.0019850364	0.0208916598	-0.0528403613	-0.0248197236	0.0456167216	-0.0479000074	0.0075240929	-0.030159843	0.015536576399999998	-0.0011356908	-0.057224608899999994	0.057821717300000006	0.057792393	0.0577435302	0.0576751453	0.0575872615	0.057479908600000004	0.0573531228	0.05720694690000001	0.0570414305	0.056856629400000004	0.0	0.0	0.0432703	0.144719	0.120451	0.000458408	-0.000527058	0.00107963
3243.2921180980547	2839.2319275234363	3496.836164758125	0.9067480000000002	28.09906	0.08249929999999998	0.0470194654	-0.0059630515	0.0421439749	0.0278575867	0.0197463768	0.013303640700000001	-0.047039008099999995	0.0109909199	-0.0104472283	0.0044108965	-0.0194425331	0.0461174163	0.0578153334	0.0577668629	0.057686109000000006	0.0575731166	0.057427949000000006	0.057250687300000005	0.0570414305	0.056800295599999995	0.0565274174	0.0562229483	0.0	0.0	0.0610745	0.18935	0.115042	0.00059398	-0.000527058	0.00123716
3243.0158386400767	2836.2793990533405	3493.029767478425	0.940588	29.147724	0.0699121	0.0353423713	-0.0148562692	0.0103171125	-0.0565308747	-0.024361327400000004	0.0226242586	-0.049331832	0.0043953985	-0.0066358133	0.018158504199999998	-0.016676218899999998	-0.022383188	0.057807353799999996	0.0577349556	0.057614359299999994	0.057445665300000004	0.0572290145	0.0569645879	0.056652606200000004	0.0562933297	0.055887058499999996	0.0554341316	0.0	0.0	0.0701644	0.169316	0.113945	0.000163906	-0.000527058	0.00160091
3244.2465730735235	2844.0129274747637	3494.322756511997	1.417058	43.912945	0.37415284	0.0310855382	-0.0079965521	0.0164738173	0.028504781	0.040523605	-0.017725629099999998	-0.0264894125	0.008029530699999999	-0.0333814233	-0.047913545300000006	0.049950483600000005	0.0408970597	0.0577977787	0.0576966746	0.0575282988	0.0572928475	0.0569905954	0.0566218948	0.0561871755	0.055686944599999996	0.0551217851	0.0544923561	0.0	0.0	-0.00364114	0.166835	0.173568	0.0027102	-0.00132178	0.00017706
3239.6943199123657	2839.8373335077727	3487.1925543257103	1.222138	37.872627	0.22272411	-0.0002985983	0.0021970582	-0.044822314800000006	0.0013069291000000001	-0.0526615992	-0.0150630925	0.0130152145	0.0014659369	-0.0043534145000000005	-0.0470528513	0.034702163599999995	0.0137654186	0.057786608499999996	0.0576520242	0.057427949000000006	0.0571147309	0.0567128561	0.0562229483	0.055645768	0.054982211100000004	0.054233307800000005	0.0534002203	0.0	0.0	-0.0114767	0.213581	0.253768	0.00373853	-0.00182109	0.000408271
