csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3319.358119806931	2877.5904372654863	3835.4946755131923	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.118558	0.190104	-0.00119165	-0.0	0.0
3241.000130288888	2873.498069228538	3793.246085764881	1.328271	35.043995	0.1447858	-0.024463677000000003	0.028269995	-0.044148435199999995	-0.0673699257	0.0272806005	0.0562898293	-0.0597337137	-0.023928706600000002	0.0216838725	-0.0915733435	0.038228785099999996	-0.0365633461	0.055512575599999996	0.055512087800000005	0.0555112748	0.0555101366	0.0555086733	0.0555068848	0.0555047711	0.055502332300000005	0.0554995683	0.0554964792	0.055493065099999996	0.0	0.014209200000000003	0.14824599999999996	0.238379	-0.00151737	-0.000316599	0.000409953
3215.779189803403	2871.818580005069	3778.397159307976	1.206913	31.84218	0.06740421	-0.0181157794	0.0374966034	-0.0167742687	-0.05904186980000001	0.07339212120000001	0.0661230079	-0.0479438179	-0.011824491699999998	0.0218948678	-0.0954378933	0.0363726963	0.0068898774	0.0555112748	0.0555068848	0.0554995683	0.0554893258	0.0554761578	0.055460065	0.0554410482	0.055419108499999994	0.055394247	0.055366465	0.055335763899999994	0.0	0.007504989999999999	0.13077	0.22804	-0.00156765	-2.64698e-23	0.000119132
3207.51692859718	2874.7185810554547	3781.192719951868	1.134648	29.935604	0.14960346	0.0047157658000000005	0.0387007783	0.0113239499	0.0069634747	0.034380456499999996	0.0117468375	-0.0350394404	0.0180670135	-0.0086843845	-0.0597209542	0.028938840299999997	0.060912056299999996	0.0555086733	0.0554964792	0.0554761578	0.055447712	0.0554111459	0.055366465	0.0553136757	0.0552527858	0.0551838042	0.0551067411	0.0550216076	0.0	0.0119229	0.204472	0.267768	-0.00126573	-0.000141717	0.000310606
3201.2277467374397	2874.9517231705076	3782.1063768131385	1.029731	27.167574	0.033186269999999955	-0.029285814500000003	0.025958750299999996	0.0281989359	0.0187205969	-0.011189497	0.0083199534	-0.0402404844	0.01223368	-0.0018940516	-0.008515965600000001	0.0023394934	0.0196205706	0.0555047711	0.055480872199999996	0.0554410482	0.055385310800000004	0.0553136757	0.0552261636	0.055122799699999996	0.0550036135	0.0548686394	0.0547179159	0.0545514865	0.0	0.008353229999999998	0.199974	0.258736	-0.00130913	-0.000309009	0.000421646
3195.431732028212	2877.1328129862586	3772.7900586711658	0.937225	24.72698	0.08172572999999998	-0.0175766999	0.0442488886	0.046561841	-0.0064567839000000005	0.008169537099999999	0.0547204263	-0.040934404300000005	0.0569114786	-0.0007803922	0.006888172	-0.0022884082	-0.0218464673	0.0554995683	0.055460065	0.055394247	0.0553021455	0.0551838042	0.055039279299999994	0.0548686394	0.0546719653	0.0544493505	0.054200900499999996	0.0539267333	0.0	0.008940409999999998	0.158829	0.259571	-0.00189107	-0.000424163	0.000507723
3191.791441023821	2877.330909362601	3769.179139840937	0.856095	22.586515	0.09353416999999997	-0.0028676621999999996	0.0539484102	0.0324003556	0.0062952565000000005	0.0028622333	0.0434499992	-0.0341515467	0.0576441649	-0.0151127049	0.009905619499999999	0.0011448103	-0.017574278999999998	0.055493065099999996	0.055434059699999996	0.055335763899999994	0.055198247400000004	0.0550216076	0.0548059697	0.0545514865	0.054258338499999996	0.0539267333	0.0535569061	0.05314911889999999	0.0	0.00972323	0.219417	0.258676	-0.00127839	-0.000418086	0.000514333
3186.022124702808	2874.0406692757597	3764.990313316977	0.796624	21.017462	0.05454376999999997	0.0064130002	0.0568715496	0.0173576624	0.0021075160000000003	0.011280735200000001	0.0432823811	-0.0316070441	0.0532459167	-0.0125253191	0.0091310431	0.0031324237	-0.025253276800000002	0.0554852615	0.0554028587	0.0552656114	0.0550736554	0.0548271808	0.05452643150000001	0.054171705199999996	0.0537633532	0.0533017796	0.0527874413	0.052220847599999995	0.0	0.0124727	0.200068	0.280232	-0.00140326	-0.000439471	0.000585864
3198.104309145925	2877.536312572497	3768.4445898924378	0.883558	23.311073	0.10939155	-0.0047161273	0.0504099303	0.0304984342	0.014095086000000001	-0.0037802185	0.0836825293	-0.0414804968	0.0550638122	-0.0237271016	0.024668006800000003	-0.012677058400000002	-0.0367092212	0.0554761578	0.055366465	0.0551838042	0.0549284163	0.054600637699999996	0.054200900499999996	0.0537297315	0.0531877517	0.0525756752	0.0518943089	0.0511445506	0.0	0.0222319	0.14955	0.261802	-0.00189377	-0.000480755	0.000667757
3189.197863752262	2872.2460297679545	3765.524351069439	0.900125	23.748163	0.08941615000000001	-0.000491342	0.047524021500000006	0.0226170448	0.0125378736	0.0064624964	0.0530838439	-0.0264348411	0.051512847800000004	-0.031752637400000006	0.0115473026	-0.0035722195	-0.0251110082	0.0554657542	0.055324881900000004	0.0550903596	0.0547625844	0.05434211110000001	0.0538296514	0.0532260728	0.0525323971	0.051749798300000004	0.0508796012	0.0499232788	0.0	0.0125905	0.202456	0.265683	-0.0014403	-0.000480755	0.000674042
