onset	duration	trial_type	response_time	response_button	response_accuracy
30.614	5.3	Bng	n/a	n/a	1
39.013	5.3	BY	0.469	1	1
48.611	5.3	AX	0.367	2	1
55.81	5.3	BY	0.582	1	1
63.009	5.3	AX	0.546	2	1
71.407	5.3	BY	0.742	1	1
81.006	5.3	AX	0.39	2	1
88.205	5.3	Ang	n/a	n/a	1
96.62	5.3	AY	0.67	1	1
103.819	5.3	AX	0.564	2	1
113.417	5.3	AX	0.34	2	1
121.816	5.3	Bng	n/a	n/a	1
131.414	5.3	AX	0.558	2	1
139.813	5.3	AX	0.566	2	1
148.212	5.3	AX	0.629	2	1
157.81	5.3	AY	0.991	1	1
165.009	5.3	BX	0.509	1	1
174.607	5.3	BY	0.642	1	1
184.206	5.3	Ang	n/a	n/a	1
192.605	5.3	BY	0.467	1	1
199.82	5.3	BY	0.577	1	1
209.419	5.3	BY	0.377	1	1
216.617	5.3	BX	0.606	1	1
223.816	5.3	BY	0.582	1	1
262.21	5.3	BY	0.45	1	1
270.609	5.3	AY	0.537	1	1
280.207	5.3	BY	0.495	1	1
287.406	5.3	Ang	n/a	n/a	1
297.005	5.3	Ang	n/a	n/a	1
304.22	5.3	BX	0.622	1	1
313.819	5.3	BY	0.482	1	1
323.417	5.3	BY	0.452	1	1
331.816	5.3	AX	0.633	2	1
340.214	5.3	BY	0.778	1	1
348.613	5.3	BY	0.922	1	1
355.812	5.3	AX	0.45	2	1
363.011	5.3	AX	0.661	2	1
370.209	5.3	AX	0.447	2	1
378.608	5.3	AY	0.814	1	1
388.207	5.3	BX	0.672	1	1
397.805	5.3	AX	0.975	2	1
406.22	5.3	BY	0.452	1	1
413.419	5.3	AX	1.023	1	0
421.818	5.3	Bng	n/a	n/a	1
431.416	5.3	AX	0.346	2	1
438.615	5.3	AX	0.702	2	1
448.214	5.3	BY	0.544	1	1
455.412	5.3	Bng	n/a	n/a	1
493.806	5.3	BY	0.536	1	1
501.005	5.3	BY	0.568	1	1
509.42	5.3	AX	0.705	2	1
516.619	5.3	AY	1.318	1	1
525.018	5.3	BY	0.774	1	1
534.616	5.3	Bng	n/a	n/a	1
541.815	5.3	Ang	n/a	n/a	1
549.014	5.3	BX	1.071	1	1
557.413	5.3	BY	0.739	1	1
567.011	5.3	AX	0.386	2	1
576.61	5.3	AX	0.67	2	1
586.208	5.3	BY	0.535	1	1
594.607	5.3	AX	0.806	2	1
604.205	5.3	AX	0.725	2	1
611.421	5.3	Bng	n/a	n/a	1
618.62	5.3	BY	0.694	1	1
627.018	5.3	AY	0.695	1	1
636.617	5.3	BY	0.571	1	1
646.215	5.3	Ang	n/a	n/a	1
655.814	5.3	BX	0.866	1	1
664.212	5.3	AX	0.515	2	1
672.611	5.3	BY	0.532	1	1
679.81	5.3	AX	0.699	2	1
687.009	5.3	AX	0.641	2	1
