onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.83	10.4	NP	5	1.81	2	1
44.027	10.4	NN	8	0.954	1	1
57.225	10.4	NN	8	1.044	1	1
71.623	10.4	NP	5	1.881	2	1
84.821	10.4	NN	6	0.908	1	1
96.819	10.4	NP	8	1.511	2	1
108.817	10.4	NN	5	1.512	1	1
123.215	10.4	NP	7	1.288	2	1
135.229	10.4	NN	5	1.409	1	1
147.228	10.4	NP	5	1.412	2	1
160.425	10.4	NP	7	1.298	2	1
173.623	10.4	NP	8	1.212	2	1
188.021	10.4	NN	7	1.555	1	1
200.019	10.4	NP	6	1.115	2	1
214.417	10.4	RN	5	0.779	1	1
258.826	10.4	NN	6	1.286	1	1
272.024	10.4	NN	8	1.32	1	1
284.022	10.4	NP	7	1.41	2	1
296.02	10.4	NP	7	1.932	2	1
310.418	10.4	NP	8	1.418	2	1
324.816	10.4	NP	5	1.23	2	1
338.014	10.4	NN	7	1.235	1	1
351.228	10.4	NP	5	1.38	2	1
365.626	10.4	NN	8	1.495	1	1
378.824	10.4	RN	5	1.11	1	1
393.221	10.4	NN	5	1.14	1	1
407.619	10.4	NP	8	1.807	1	0
419.617	10.4	NP	8	1.619	2	1
432.815	10.4	NP	5	1.287	2	1
444.83	10.4	NN	5	1.139	1	1
486.823	10.4	NN	5	1.488	1	1
500.021	10.4	NP	5	1.788	2	1
512.019	10.4	NP	8	1.84	2	1
524.017	10.4	RN	5	1.217	1	1
538.415	10.4	NN	8	1.311	1	1
551.629	10.4	NP	7	1.319	2	1
566.027	10.4	NP	8	n/a	n/a	0
578.025	10.4	NN	5	1.121	1	1
591.223	10.4	NP	6	1.779	1	0
603.221	10.4	RN	8	n/a	n/a	0
616.419	10.4	NP	5	1.209	2	1
630.817	10.4	NN	8	n/a	n/a	0
645.214	10.4	NP	5	1.098	2	1
659.629	10.4	NN	7	n/a	n/a	0
671.627	10.4	NN	7	1.836	1	1
