onset	duration	trial_type	trial_lwpc	response_time	response_accuracy
30.711	2	InCon	PC50	0.959	1
34.311	2	Con	MC	0.673	1
37.91	2	InCon	MC	0.766	1
42.71	2	Con	MC	0.8395	1
46.31	2	InCon	MC	0.909	1
49.909	2	Con	MC	0.7395	1
55.909	2	InCon	PC50	0.969	1
60.709	2	Con	MC	0.7445	1
66.708	2	Con	PC50	0.7425	1
72.708	2	Con	MC	0.6495	1
77.507	2	Con	MC	0.684	1
82.307	2	Con	MC	0.633	1
88.306	2	Con	MC	0.637	1
94.306	2	Con	PC50	0.7195	1
100.305	2	InCon	MC	1.047	1
105.105	2	InCon	PC50	0.9565	1
108.705	2	Con	MC	0.9195	1
114.704	2	Con	MC	0.7715	1
119.504	2	InCon	PC50	1.3175	1
124.317	2	Con	PC50	0.8375	1
130.316	2	Con	PC50	0.7885	1
133.916	2	Con	MC	0.9695	1
137.516	2	Con	MC	0.9445	1
142.315	2	InCon	MC	1.0815	1
145.915	2	Con	PC50	0.777	1
150.715	2	Con	MC	0.821	1
155.514	2	Con	PC50	0.8245	1
159.114	2	Con	MC	0.7825	1
165.113	2	Con	MC	0.798	1
168.713	2	Con	MC	0.8255	1
172.313	2	InCon	PC50	1.0045	1
175.912	2	InCon	PC50	0.947	1
180.712	2	Con	MC	0.7975	1
186.712	2	Con	MC	0.784	1
192.711	2	InCon	MC	0.948	1
198.711	2	InCon	MC	1.2715	1
233.508	2	InCon	PC50	0.7825	1
237.107	2	Con	MC	0.838	1
240.707	2	Con	MC	0.809	1
245.507	2	InCon	PC50	0.9665	1
249.106	2	Con	PC50	0.717	1
255.106	2	Con	MC	1.504	1
259.906	2	Con	MC	0.6805	1
265.905	2	Con	MC	0.67	1
271.905	2	InCon	MC	0.8075	1
275.504	2	InCon	MC	0.937	1
280.304	2	InCon	MC	0.813	1
285.117	2	InCon	PC50	0.8105	1
291.116	2	InCon	MC	0.7805	1
295.916	2	Con	MC	0.687	1
301.915	2	Con	PC50	0.861	1
305.515	2	Con	MC	0.73	1
310.315	2	Con	MC	0.6915	1
313.914	2	Con	MC	0.732	1
319.914	2	InCon	MC	0.805	1
325.913	2	Con	PC50	0.8225	1
330.713	2	Con	MC	0.795	1
334.313	2	Con	MC	0.9435	1
339.112	2	Con	PC50	0.851	1
342.712	2	InCon	PC50	1.106	1
348.712	2	Con	MC	0.7705	1
352.311	2	InCon	PC50	0.839	1
357.111	2	Con	MC	0.908	1
360.711	2	InCon	MC	0.8235	1
365.51	2	Con	MC	0.947	1
371.51	2	Con	PC50	0.683	1
375.109	2	InCon	PC50	1.154	1
379.909	2	Con	MC	0.918	1
385.909	2	Con	MC	0.8495	1
391.908	2	Con	MC	0.758	1
395.508	2	Con	MC	0.896	1
400.307	2	Con	PC50	0.884	1
436.304	2	InCon	PC50	0.689	1
442.304	2	Con	MC	0.959	1
448.317	2	Con	MC	0.792	1
451.916	2	Con	MC	0.848	1
455.516	2	Con	MC	0.8205	1
460.316	2	InCon	PC50	0.754	1
463.915	2	Con	MC	0.858	1
468.715	2	Con	PC50	0.8805	1
474.715	2	InCon	MC	0.928	1
479.514	2	Con	PC50	0.7335	1
483.114	2	InCon	PC50	0.811	1
487.914	2	Con	MC	0.8055	1
493.913	2	InCon	MC	0.872	1
498.713	2	InCon	MC	0.7225	1
503.512	2	Con	MC	0.7705	1
508.312	2	Con	MC	0.8285	1
514.311	2	Con	PC50	0.778	1
520.311	2	InCon	PC50	0.938	1
526.31	2	InCon	PC50	0.8305	1
529.91	2	Con	MC	0.796	1
533.51	2	Con	MC	1.185	1
537.109	2	InCon	PC50	0.933	1
541.909	2	Con	MC	0.9045	1
547.909	2	Con	MC	0.961	1
551.508	2	Con	MC	0.697	1
557.508	2	Con	PC50	0.713	1
562.307	2	Con	PC50	1.007	1
568.307	2	Con	PC50	0.9435	1
571.907	2	Con	MC	0.7785	1
577.906	2	InCon	MC	0.904	1
582.706	2	InCon	MC	1.051	1
587.505	2	Con	MC	0.665	1
591.105	2	Con	MC	0.675	1
595.905	2	Con	MC	0.6605	1
601.904	2	InCon	MC	0.905	1
605.504	2	Con	MC	0.769	1
