onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.812	10.4	NP	5	0.827	2	1
45.21	10.4	NP	5	0.779	2	1
58.408	10.4	NN	5	0.855	1	1
71.622	10.4	NN	6	1.029	1	1
84.82	10.4	NN	8	1.046	1	1
96.818	10.4	NP	5	0.715	2	1
108.816	10.4	RN	5	0.762	2	0
123.214	10.4	NN	5	1.032	1	1
135.212	10.4	NN	7	0.899	1	1
148.41	10.4	NP	6	1.404	1	0
160.408	10.4	NP	8	0.596	2	1
172.423	10.4	NN	8	0.697	1	1
185.621	10.4	NP	7	0.723	2	1
200.019	10.4	NP	8	1.331	2	1
214.416	10.4	RN	7	0.783	1	1
258.809	10.4	NP	5	0.745	2	1
270.807	10.4	NN	8	0.901	1	1
282.822	10.4	RN	8	n/a	n/a	0
294.82	10.4	NP	5	0.589	1	0
309.218	10.4	RN	5	0.951	2	0
323.616	10.4	NN	6	0.659	1	1
336.814	10.4	NP	8	0.775	2	1
350.011	10.4	NN	7	1.131	1	1
363.209	10.4	NN	5	0.544	1	1
375.207	10.4	NP	8	0.701	2	1
389.622	10.4	NP	5	0.99	2	1
401.62	10.4	NP	7	0.853	2	1
414.818	10.4	NN	5	0.76	1	1
429.216	10.4	NN	8	0.912	1	1
442.413	10.4	NP	7	0.831	2	1
486.823	10.4	NN	7	0.936	1	1
501.221	10.4	NP	7	0.975	1	0
513.219	10.4	NP	6	0.899	2	1
527.617	10.4	NN	7	1.145	1	1
540.815	10.4	NP	8	0.809	2	1
554.012	10.4	NP	8	1.054	1	0
566.011	10.4	NP	5	0.678	2	1
580.408	10.4	NN	8	1.231	1	1
594.823	10.4	NN	5	0.876	1	1
609.22	10.4	NP	5	1.114	2	1
621.218	10.4	RN	5	0.867	1	1
634.416	10.4	NP	5	n/a	n/a	0
646.414	10.4	NN	6	0.987	1	1
659.612	10.4	NP	8	0.747	2	1
671.61	10.4	NN	5	0.61	1	1
