onset	duration	trial_type	response_time	response_button	response_accuracy
30.624	5.3	BY	0.335	2	0
37.823	5.3	AX	0.276	2	1
45.022	5.3	AY	0.507	1	1
54.62	5.3	Ang	0.384	1	0
63.019	5.3	BY	0.34	1	1
72.618	5.3	BX	0.341	1	1
82.216	5.3	BY	0.321	1	1
89.415	5.3	Bng	0.337	1	0
97.814	5.3	BY	0.296	1	1
105.012	5.3	AX	0.269	2	1
114.628	5.3	BY	0.325	1	1
123.026	5.3	AX	0.372	1	0
131.425	5.3	AX	0.392	2	1
139.824	5.3	BY	0.449	1	1
148.222	5.3	BY	0.367	1	1
155.421	5.3	Ang	0.427	1	0
165.02	5.3	Bng	n/a	n/a	1
173.418	5.3	AY	0.369	1	1
180.617	5.3	AX	0.332	2	1
190.216	5.3	BY	0.36	1	1
199.814	5.3	AX	0.276	2	1
208.213	5.3	AX	0.349	1	0
215.412	5.3	BX	0.531	2	0
222.627	5.3	AX	0.266	2	1
262.221	5.3	AX	0.286	2	1
271.819	5.3	BY	0.268	1	1
281.418	5.3	AY	0.406	1	1
288.617	5.3	AY	0.34	1	1
295.816	5.3	BY	0.326	1	1
303.014	5.3	AX	0.298	2	1
312.613	5.3	BY	0.302	1	1
321.028	5.3	BY	0.312	1	1
329.427	5.3	Bng	n/a	n/a	1
336.626	5.3	Bng	n/a	n/a	1
345.024	5.3	BY	0.343	1	1
353.423	5.3	AX	0.329	2	1
363.022	5.3	BY	0.284	1	1
372.62	5.3	BX	0.331	1	1
382.218	5.3	AX	0.316	2	1
389.417	5.3	BX	0.316	1	1
399.016	5.3	Ang	n/a	n/a	1
406.215	5.3	Ang	n/a	n/a	1
415.813	5.3	AX	0.269	2	1
423.012	5.3	BY	0.401	1	1
431.427	5.3	AX	0.334	2	1
439.826	5.3	AX	0.323	2	1
448.225	5.3	BY	0.283	1	1
455.424	5.3	AX	0.412	2	1
493.817	5.3	BY	0.33	2	0
501.016	5.3	BY	0.342	1	1
510.615	5.3	Bng	0.269	1	0
520.213	5.3	AX	0.283	2	1
527.412	5.3	BX	0.449	2	0
534.628	5.3	BY	0.338	1	1
543.026	5.3	AX	0.378	2	1
552.625	5.3	AX	0.357	2	1
562.223	5.3	BY	0.39	1	1
569.422	5.3	Bng	n/a	n/a	1
577.821	5.3	BY	0.419	1	1
586.219	5.3	Ang	0.259	1	0
594.618	5.3	BY	0.308	2	0
601.817	5.3	Ang	n/a	n/a	1
610.216	5.3	AY	0.471	1	1
619.814	5.3	AX	0.221	2	1
627.013	5.3	AX	0.295	2	1
635.412	5.3	AX	0.452	1	0
645.027	5.3	BY	0.352	1	1
653.425	5.3	AX	0.294	2	1
663.024	5.3	BX	0.244	1	1
671.423	5.3	BY	0.249	1	1
678.621	5.3	AX	0.346	2	1
688.22	5.3	AY	0.457	1	1
