csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
2803.133770129125	2704.961532121321	3488.9984533784627	n/a	n/a	n/a	-0.0277979015	0.0179064757	0.0071810276	0.0092985081	-0.08262510690000001	0.0242049573	-0.051487692	0.0201828389	-0.0293711975	0.0235783867	-0.09470393640000001	0.0456608936	0.05546985769999999	0.0554693717	0.055468561900000005	0.055467428099999994	0.0554659704	0.0554641887	0.055462083200000005	0.0554596537	0.0554569004	0.0554538232	0.0554504221	-0.046718	0.193912	0.365821	-0.00147253	0.00164415	-8.470329999999999e-22
2761.75687517042	2704.904139397688	3479.1958350351647	1.249253	45.122856	0.27363225	-0.036020999	0.024806666600000003	0.0498350256	0.025153851600000002	-0.1277686352	0.0550536613	-0.052935145	-0.028956412400000003	0.007499508	0.07847951269999999	-0.019002963799999998	0.0615587645	0.055468561900000005	0.0554641887	0.0554569004	0.0554466972	0.05543357980000001	0.0554175488	0.0553986051	0.0553767496	0.05535198349999999	0.055324308200000005	0.055293725	-0.0596883	0.0881978	0.271941	-0.000960869	0.00213312	-0.000220724
2742.3281775936694	2703.472794114971	3469.164104498242	1.035142	37.389198	0.20739255	-0.0232515778	0.028545616200000002	0.0046559562	-0.0043076269	-0.0697887911	0.0235347167	-0.0335138431	-0.0053475371	0.0251468109	0.0204413385	-0.0324269623	0.0035673665999999995	0.0554659704	0.0554538232	0.05543357980000001	0.0554052432	0.055368817599999995	0.055324308200000005	0.0552717215	0.0552110653	0.0551423484	0.055065580700000005	0.054980773600000005	-0.0466911	0.232984	0.315595	-0.000970753	0.00202518	-0.000219445
2738.371152960437	2699.8126371380317	3466.634218085896	0.877805	31.706203	0.12268354999999997	-0.0165975141	0.023737204300000002	-0.0106346487	-0.0030873390999999997	-0.0581108599	0.0101936405	-0.0184862591	0.0003723794	0.0162341409	0.0012649026	-0.0384992138	-0.0166846954	0.055462083200000005	0.055438275999999995	0.0553986051	0.0553430816	0.0552717215	0.055184545300000006	0.0550815778	0.054962848499999994	0.054828391399999996	0.054678245099999995	0.05451245230000001	-0.0381582	0.28131	0.363452	-0.000960114	0.00235077	-0.000196321
2727.6974325917354	2701.8007283958677	3464.9655312073405	0.988355	35.699242	0.19431500000000002	-0.0312511382	0.0271313756	0.025976064500000003	0.018838703300000002	-0.0762821738	0.020449345600000002	-0.0385701002	-0.0189883515	0.0220890671	0.035866514	0.0184726872	0.0357826731	0.0554569004	0.0554175488	0.05535198349999999	0.0552602356	0.0551423484	0.054998377599999995	0.054828391399999996	0.0546324703	0.0544107068	0.0541632058	0.053890084500000004	-0.0465219	0.134203	0.340213	-0.00114338	0.00245031	-0.000225621
2720.881340530964	2702.356012135989	3458.072789736221	1.112199	40.172482	0.35268825000000004	-0.0247621148	0.0153975169	-0.016078457	0.0306755471	-0.0127190545	-0.0109382473	-0.0179427845	-0.0062350122999999995	0.0189731348	-0.005615961899999999	-0.0401940435	-0.01184804	0.0554504221	0.055391643399999996	0.055293725	0.055156736100000006	0.054980773600000005	0.0547659617	0.05451245230000001	0.0542204244	0.053890084500000004	0.0535216659	0.0531154289	-0.0340613	0.344742	0.427283	-0.000750041	0.00281112	-0.000323845
2718.678858080465	2701.688319080471	3453.796453113282	1.04129	37.611252	0.29019985000000004	-0.0368813882	0.015371410600000001	0.0359270317	0.040274174700000005	-0.0267246604	-0.0045842627	-0.0324792459	-0.0175050397	0.0159994681	0.0356147666	0.016201820800000002	0.02564483	0.0554426485	0.0553605622	0.0552238417	0.0550326219	0.054787091600000004	0.0544874931	0.054134121900000005	0.053727327000000005	0.0532675096	0.0527551236	0.052190674699999995	-0.0486295	0.143834	0.373778	-0.000965567	0.00296511	-0.000378702
2720.855068374497	2700.328440533233	3447.7289901974	0.9373030000000002	33.855274	0.1548004	-0.028538606400000003	0.0133375175	0.0017010683	0.0382277641	1.4009800000000001e-05	-0.0148898533	-0.01822457	-0.0053121635	0.016452296499999998	0.0084151001	-0.0079716644	0.0148513142	0.05543357980000001	0.055324308200000005	0.0551423484	0.0548879394	0.054561415499999995	0.0541632058	0.0536938334	0.0531539149	0.052544159900000005	0.0518653693	0.0511184351	-0.0419217	0.225518	0.432963	-0.0008663549999999998	0.00294434	-0.000403192
2715.6566843481914	2697.759110864078	3443.668822704855	0.813979	29.400805	0.07978125	-0.0303086773	0.014955493500000002	0.020684385	0.0411709049	-0.0127466612	-0.0025839956	-0.0185538326	-0.0047447454	0.0199331224	0.0184913055	0.0183480903	0.0059622919	0.055423216100000006	0.0552828847	0.0550492621	0.0547227426	0.0543038771	0.0537933726	0.0531920905	0.0525010456	0.0517214039	0.0508544811	0.049901740099999994	-0.049537	0.243335	0.444272	-0.00120309	0.00338177	-0.000489826
2708.901456116569	2696.2162701628367	3441.76907353991	0.835254	30.169258	0.13662585	-0.0260861326	0.0200780056	0.0198542103	0.026277042599999998	0.023753761	-0.0355999557	-0.026580392999999997	-0.0028694034999999997	0.0256587677	0.0035163896999999998	0.0203951153	0.0135206867	0.055411557800000004	0.0552362956	0.0549446024	0.054537093200000004	0.0540146268	0.0533783045	0.052629467699999995	0.0517696948	0.050800798	0.04972481980000001	0.0485440281	-0.0596209	0.169938	0.421652	-0.000963654	0.00363274	-0.000609919
