onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.824	10.4	NP	5	1.767	2	1
45.224	10.4	NN	8	0.995	1	1
59.623	10.4	NN	8	1.579	1	1
74.023	10.4	NP	5	0.7	1	0
86.023	10.4	NN	6	0.926	1	1
98.023	10.4	NP	8	1.121	2	1
111.223	10.4	NN	5	1.094	1	1
124.422	10.4	NP	7	0.881	2	1
136.422	10.4	NN	5	0.526	1	1
150.822	10.4	NP	5	1.224	2	1
164.022	10.4	NP	7	0.949	2	1
176.022	10.4	NP	8	1.257	1	0
188.022	10.4	NN	7	0.814	1	1
201.221	10.4	NP	6	1.273	2	1
215.621	10.4	RN	5	0.639	1	1
258.821	10.4	NN	6	1.007	1	1
270.82	10.4	NN	8	1.236	1	1
284.02	10.4	NP	7	1.538	2	1
297.22	10.4	NP	7	0.611	2	1
310.42	10.4	NP	8	0.7	2	1
324.82	10.4	NP	5	0.8	2	1
338.019	10.4	NN	7	0.723	1	1
351.219	10.4	NP	5	1.048	2	1
365.619	10.4	NN	8	1.277	1	1
380.019	10.4	RN	5	0.917	1	1
394.419	10.4	NN	5	n/a	n/a	0
406.418	10.4	NP	8	1.241	1	0
418.418	10.4	NP	8	0.634	2	1
430.418	10.4	NP	5	0.655	2	1
442.418	10.4	NN	5	0.668	1	1
486.817	10.4	NN	5	0.909	1	1
500.017	10.4	NP	5	1.03	2	1
512.017	10.4	NP	8	0.662	2	1
524.017	10.4	RN	5	0.836	1	1
537.217	10.4	NN	8	1.172	1	1
550.416	10.4	NP	7	1.197	2	1
562.416	10.4	NP	8	1.855	2	1
576.816	10.4	NN	5	1.342	1	1
591.216	10.4	NP	6	1.792	2	1
604.416	10.4	RN	8	1.85	2	0
618.815	10.4	NP	5	0.808	2	1
632.015	10.4	NN	8	0.955	1	1
646.415	10.4	NP	5	0.994	2	1
658.415	10.4	NN	7	1.157	1	1
670.415	10.4	NN	7	1.074	1	1
