onset	duration	trial_type	response_time	response_button	response_accuracy
30.604	5.3	AX	0.317	2	1
37.804	5.3	AX	0.5	2	1
45.003	5.3	AY	0.607	1	1
53.403	5.3	BY	0.449	1	1
60.603	5.3	BY	0.327	1	1
70.203	5.3	BY	0.105	1	1
79.803	5.3	AX	0.541	2	1
87.003	5.3	Bng	n/a	n/a	1
95.403	5.3	BX	0.629	1	1
105.003	5.3	BY	0.314	1	1
113.402	5.3	BY	0.27	1	1
123.002	5.3	BX	0.61	1	1
131.402	5.3	AX	0.413	2	1
138.602	5.3	AX	0.376	2	1
147.002	5.3	Ang	n/a	n/a	1
155.402	5.3	BY	0.422	1	1
162.602	5.3	AY	0.51	2	0
169.802	5.3	Bng	n/a	n/a	1
179.402	5.3	BY	0.336	1	1
186.615	5.3	AX	0.288	2	1
196.215	5.3	BY	0.16	1	1
204.614	5.3	AX	0.299	1	0
214.214	5.3	AX	0.299	2	1
222.614	5.3	Ang	n/a	n/a	1
262.214	5.3	BY	0.367	1	1
271.814	5.3	Ang	0.435	1	0
280.213	5.3	BX	0.965	1	1
288.613	5.3	Bng	n/a	n/a	1
295.813	5.3	BX	0.77	1	1
305.413	5.3	AX	0.398	2	1
313.813	5.3	AX	0.278	1	0
323.413	5.3	BY	0.369	1	1
330.613	5.3	BY	0.374	1	1
337.813	5.3	AX	0.455	2	1
346.212	5.3	BY	0.334	1	1
353.412	5.3	AX	0.357	1	0
363.012	5.3	AX	0.73	2	1
370.212	5.3	BY	0.305	1	1
377.412	5.3	BY	0.404	1	1
384.612	5.3	Bng	0.165	1	0
394.212	5.3	AY	0.52	1	1
402.612	5.3	AY	0.172	1	1
409.812	5.3	AX	0.608	2	1
419.411	5.3	BY	0.433	1	1
427.811	5.3	BY	0.294	1	1
436.211	5.3	Ang	n/a	n/a	1
445.811	5.3	AX	0.371	1	0
455.411	5.3	AX	0.367	2	1
493.81	5.3	AX	0.355	2	1
501.01	5.3	AX	0.296	2	1
508.21	5.3	BY	0.444	1	1
517.81	5.3	AY	0.576	1	1
527.41	5.3	BY	0.169	1	1
534.61	5.3	Bng	0.155	1	0
543.01	5.3	AX	0.425	2	1
551.409	5.3	BX	0.006	1	1
558.609	5.3	BX	0.586	1	1
568.209	5.3	AX	0.327	2	1
576.609	5.3	Ang	n/a	n/a	1
586.209	5.3	Bng	n/a	n/a	1
594.609	5.3	BY	0.529	1	1
604.209	5.3	AX	0.458	2	1
611.409	5.3	BY	0.18	1	1
618.609	5.3	BY	0.163	1	1
628.208	5.3	AX	0.306	2	1
635.408	5.3	BY	0.486	1	1
645.008	5.3	AX	0.295	2	1
653.408	5.3	BY	0.27	1	1
661.808	5.3	AY	0.179	1	1
670.208	5.3	Ang	n/a	n/a	1
678.608	5.3	AX	0.279	2	1
685.808	5.3	BY	0.196	1	1
