onset	duration	trial_type	response_time	response_button	response_accuracy
30.613	5.3	BY	0.459	1	1
40.213	5.3	AX	0.319	2	1
48.613	5.3	BY	0.337	1	1
57.012	5.3	Bng	0.236	1	0
66.612	5.3	AY	0.467	1	1
75.012	5.3	BY	0.366	1	1
84.612	5.3	AX	0.386	2	1
91.812	5.3	BY	0.415	1	1
99.012	5.3	AX	0.26	2	1
108.612	5.3	Bng	n/a	n/a	1
115.811	5.3	BY	0.352	1	1
123.011	5.3	AX	0.432	2	1
131.411	5.3	BX	0.281	1	1
141.011	5.3	AY	0.455	1	1
149.411	5.3	AX	0.286	2	1
156.611	5.3	AX	0.365	2	1
163.811	5.3	BY	0.335	1	1
173.41	5.3	AX	0.318	2	1
183.01	5.3	BX	0.729	1	1
191.41	5.3	AX	0.369	2	1
201.01	5.3	Ang	n/a	n/a	1
209.41	5.3	Ang	n/a	n/a	1
216.61	5.3	BY	0.386	1	1
225.009	5.3	BY	0.376	1	1
262.209	5.3	AX	0.313	2	1
271.809	5.3	AY	0.406	1	1
280.209	5.3	AX	0.405	2	1
288.608	5.3	BY	0.376	1	1
297.008	5.3	Ang	n/a	n/a	1
304.208	5.3	BY	0.351	1	1
313.808	5.3	BY	0.364	1	1
321.008	5.3	BY	0.378	1	1
328.208	5.3	BY	0.409	1	1
337.808	5.3	AX	0.385	2	1
345.007	5.3	BY	0.34	1	1
354.607	5.3	AX	0.329	2	1
363.007	5.3	AX	0.339	2	1
371.407	5.3	Ang	0.441	1	0
378.607	5.3	BY	0.405	1	1
388.207	5.3	BX	1.291	1	1
396.607	5.3	BX	0.346	1	1
403.82	5.3	AX	0.405	2	1
411.02	5.3	BY	0.347	1	1
420.619	5.3	Bng	n/a	n/a	1
430.219	5.3	Bng	n/a	n/a	1
438.619	5.3	AX	0.333	2	1
447.019	5.3	AY	0.481	1	1
454.219	5.3	AX	0.354	2	1
493.818	5.3	AX	0.298	2	1
502.218	5.3	BY	0.329	1	1
511.818	5.3	AY	0.416	1	1
521.418	5.3	BY	0.439	1	1
529.818	5.3	AX	0.294	2	1
537.017	5.3	BY	0.318	1	1
544.217	5.3	Ang	n/a	n/a	1
552.617	5.3	AX	0.323	2	1
559.817	5.3	AX	0.271	2	1
568.217	5.3	BY	0.315	1	1
577.817	5.3	Bng	0.409	1	0
585.017	5.3	Bng	n/a	n/a	1
594.616	5.3	AX	0.44	2	1
601.816	5.3	AY	0.563	1	1
609.016	5.3	BX	0.347	1	1
617.416	5.3	Ang	n/a	n/a	1
627.016	5.3	BY	0.458	1	1
635.416	5.3	BY	0.265	1	1
642.616	5.3	BX	0.354	1	1
652.215	5.3	AX	0.29	2	1
661.815	5.3	BY	n/a	n/a	0
671.415	5.3	AX	0.376	2	1
679.815	5.3	BY	0.304	1	1
688.215	5.3	AX	0.378	2	1
