onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.819	10.4	NP	5	1.162	2	1
44.017	10.4	NN	8	0.983	1	1
58.414	10.4	NN	8	0.695	1	1
70.412	10.4	NP	5	1.445	2	1
82.427	10.4	NN	6	0.848	1	1
94.425	10.4	NP	8	1.153	2	1
106.423	10.4	NN	5	0.802	1	1
120.821	10.4	NP	7	1.042	2	1
135.219	10.4	NN	5	0.771	1	1
149.616	10.4	NP	5	1.271	2	1
162.814	10.4	NP	7	1.09	2	1
176.012	10.4	NP	8	1.016	2	1
190.427	10.4	NN	7	0.855	1	1
202.425	10.4	NP	6	1.058	2	1
215.622	10.4	RN	5	1.551	1	1
258.816	10.4	NN	6	0.738	1	1
272.013	10.4	NN	8	0.623	1	1
284.012	10.4	NP	7	1.31	2	1
298.426	10.4	NP	7	0.777	2	1
310.424	10.4	NP	8	1.322	2	1
323.622	10.4	NP	5	0.997	2	1
338.02	10.4	NN	7	0.971	1	1
350.018	10.4	NP	5	0.886	2	1
362.016	10.4	NN	8	0.718	1	1
374.014	10.4	RN	5	1.045	1	1
387.212	10.4	NN	5	0.752	1	1
401.626	10.4	NP	8	0.857	2	1
416.024	10.4	NP	8	0.875	2	1
429.222	10.4	NP	5	1.46	2	1
443.619	10.4	NN	5	0.785	1	1
486.812	10.4	NN	5	0.779	1	1
500.027	10.4	NP	5	0.925	2	1
514.425	10.4	NP	8	1.05	2	1
526.423	10.4	RN	5	1.102	1	1
538.421	10.4	NN	8	0.714	1	1
551.619	10.4	NP	7	1.013	2	1
564.817	10.4	NP	8	0.897	2	1
576.815	10.4	NN	5	0.712	1	1
590.013	10.4	NP	6	0.878	2	1
604.427	10.4	RN	8	0.916	2	0
616.425	10.4	NP	5	0.82	2	1
630.823	10.4	NN	8	0.895	1	1
644.021	10.4	NP	5	0.912	2	1
658.418	10.4	NN	7	0.806	1	1
672.816	10.4	NN	7	0.717	1	1
