onset	duration	trial_type	response_time	response_button	response_accuracy
30.615	5.3	BX	0.723	1	1
40.213	5.3	BY	0.363	1	1
47.412	5.3	BY	0.36	1	1
55.811	5.3	AX	0.443	2	1
65.426	5.3	BY	0.344	1	1
73.825	5.3	BY	0.438	1	1
83.423	5.3	Ang	n/a	n/a	1
90.622	5.3	BY	0.273	1	1
97.821	5.3	AX	0.438	2	1
107.419	5.3	AX	0.419	2	1
115.818	5.3	AX	0.388	2	1
124.217	5.3	BX	0.308	1	1
131.416	5.3	AX	0.374	2	1
138.614	5.3	Bng	n/a	n/a	1
147.013	5.3	AX	0.674	2	1
155.412	5.3	AY	0.568	1	1
165.01	5.3	AY	0.472	1	1
172.226	5.3	Bng	n/a	n/a	1
180.624	5.3	Ang	n/a	n/a	1
190.223	5.3	BY	0.457	1	1
199.821	5.3	AX	0.37	2	1
209.42	5.3	BY	0.527	1	1
217.818	5.3	AX	0.374	2	1
225.017	5.3	BY	0.397	1	1
262.211	5.3	Ang	n/a	n/a	1
270.61	5.3	Ang	n/a	n/a	1
277.825	5.3	AY	0.518	1	1
287.424	5.3	BY	0.481	1	1
297.022	5.3	AX	0.489	2	1
306.621	5.3	BY	0.383	1	1
315.02	5.3	BY	0.466	1	1
323.418	5.3	BY	0.424	1	1
330.617	5.3	BX	0.782	1	1
340.215	5.3	AX	0.332	2	1
347.414	5.3	AX	0.45	2	1
355.813	5.3	AX	0.344	2	1
363.012	5.3	BY	0.435	1	1
371.41	5.3	BY	0.671	1	1
381.026	5.3	Bng	n/a	n/a	1
390.624	5.3	AX	0.469	2	1
397.823	5.3	AX	0.351	2	1
406.222	5.3	AY	0.441	1	1
414.62	5.3	AX	0.303	2	1
424.219	5.3	BY	0.38	1	1
433.817	5.3	Bng	n/a	n/a	1
441.016	5.3	AX	0.438	2	1
448.215	5.3	BX	0.886	1	1
455.414	5.3	BY	0.346	1	1
493.824	5.3	BY	0.528	1	1
503.423	5.3	AY	0.558	1	1
510.622	5.3	Bng	n/a	n/a	1
519.02	5.3	BY	0.737	1	1
528.619	5.3	BY	0.566	1	1
535.818	5.3	BY	0.465	1	1
544.216	5.3	BY	0.326	1	1
551.415	5.3	AX	0.499	2	1
561.013	5.3	AX	0.488	2	1
568.212	5.3	AX	0.384	2	1
576.611	5.3	Ang	n/a	n/a	1
585.01	5.3	AX	0.333	2	1
594.625	5.3	BX	0.894	1	1
604.223	5.3	BY	0.419	1	1
613.822	5.3	AY	0.56	1	1
623.42	5.3	BX	0.581	1	1
631.819	5.3	AX	0.381	2	1
639.018	5.3	BY	0.444	1	1
646.217	5.3	Bng	n/a	n/a	1
655.815	5.3	Ang	n/a	n/a	1
664.214	5.3	AX	0.44	2	1
672.612	5.3	BY	0.411	1	1
679.811	5.3	AX	0.367	2	1
688.21	5.3	AX	0.439	2	1
