onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.807	10.4	NP	5	0.904	2	1
42.805	10.4	NP	5	0.66	2	1
54.803	10.4	NN	5	0.766	1	1
68.018	10.4	NN	6	0.676	1	1
82.415	10.4	NN	8	0.658	1	1
94.413	10.4	NP	5	0.898	2	1
108.811	10.4	RN	5	1.002	1	1
120.809	10.4	NN	5	0.629	1	1
132.807	10.4	NN	7	0.694	1	1
147.205	10.4	NP	6	1.019	2	1
160.403	10.4	NP	8	0.869	2	1
174.817	10.4	NN	8	0.782	1	1
189.215	10.4	NP	7	0.755	2	1
202.413	10.4	NP	8	0.65	2	1
215.611	10.4	RN	7	0.995	1	1
258.804	10.4	NP	5	0.838	2	1
272.002	10.4	NN	8	0.755	1	1
285.216	10.4	RN	8	1.607	1	1
297.214	10.4	NP	5	1.136	2	1
309.212	10.4	RN	5	0.747	1	1
323.61	10.4	NN	6	0.698	1	1
338.008	10.4	NP	8	0.853	1	0
351.206	10.4	NN	7	0.637	1	1
364.404	10.4	NN	5	0.645	1	1
376.402	10.4	NP	8	1.107	2	1
389.616	10.4	NP	5	1.391	2	1
401.614	10.4	NP	7	0.726	2	1
416.012	10.4	NN	5	0.615	1	1
430.41	10.4	NN	8	0.795	1	1
442.408	10.4	NP	7	0.837	2	1
486.817	10.4	NN	7	0.651	1	1
500.015	10.4	NP	7	0.797	2	1
512.013	10.4	NP	6	1.114	2	1
525.211	10.4	NN	7	0.635	1	1
537.209	10.4	NP	8	1.055	2	1
551.607	10.4	NP	8	0.741	2	1
563.605	10.4	NP	5	0.571	2	1
576.803	10.4	NN	8	1.164	1	1
591.217	10.4	NN	5	0.897	1	1
603.215	10.4	NP	5	1.158	2	1
615.213	10.4	RN	5	0.694	1	1
628.411	10.4	NP	5	0.974	2	1
642.809	10.4	NN	6	0.718	1	1
656.007	10.4	NP	8	1.028	2	1
670.405	10.4	NN	5	0.667	1	1
