onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.813	10.4	NP	5	0.95	2	1
44.027	10.4	NP	5	0.65	2	1
58.425	10.4	NN	5	0.811	1	1
72.823	10.4	NN	6	0.887	1	1
87.22	10.4	NN	8	0.938	2	0
99.219	10.4	NP	5	1.136	2	1
112.416	10.4	RN	5	1.643	1	1
125.614	10.4	NN	5	0.646	1	1
137.612	10.4	NN	7	1.406	1	1
152.027	10.4	NP	6	1.006	2	1
164.025	10.4	NP	8	0.829	2	1
177.223	10.4	NN	8	1.109	1	1
190.421	10.4	NP	7	0.569	2	1
204.819	10.4	NP	8	1.354	2	1
216.817	10.4	RN	7	1.341	1	1
258.827	10.4	NP	5	0.508	2	1
272.025	10.4	NN	8	0.729	1	1
285.222	10.4	RN	8	0.759	1	1
298.42	10.4	NP	5	1.146	2	1
311.618	10.4	RN	5	1.6	1	1
326.016	10.4	NN	6	1.397	1	1
338.014	10.4	NP	8	0.886	1	0
352.412	10.4	NN	7	0.86	1	1
365.626	10.4	NN	5	0.586	1	1
377.624	10.4	NP	8	0.947	2	1
392.022	10.4	NP	5	1.24	2	1
404.02	10.4	NP	7	1.16	2	1
416.018	10.4	NN	5	0.763	1	1
430.416	10.4	NN	8	0.962	1	1
442.414	10.4	NP	7	0.658	2	1
486.824	10.4	NN	7	1.037	1	1
498.822	10.4	NP	7	1.473	2	1
512.02	10.4	NP	6	1.088	1	0
524.018	10.4	NN	7	0.913	1	1
537.216	10.4	NP	8	1.63	1	0
550.414	10.4	NP	8	1.065	2	1
563.612	10.4	NP	5	0.877	2	1
578.026	10.4	NN	8	0.935	1	1
590.024	10.4	NN	5	n/a	n/a	0
602.022	10.4	NP	5	0.759	2	1
616.42	10.4	RN	5	1.42	2	0
630.818	10.4	NP	5	1.505	2	1
644.016	10.4	NN	6	0.981	1	1
658.413	10.4	NP	8	0.997	2	1
672.828	10.4	NN	5	1.168	1	1
