onset	duration	trial_type	response_time	response_button	response_accuracy
30.6	5.3	AX	0.491	2	1
37.816	5.3	BY	0.72	1	1
47.414	5.3	AX	0.3	2	1
54.613	5.3	AX	0.299	2	1
61.812	5.3	BY	0.406	1	1
71.41	5.3	Ang	n/a	n/a	1
78.609	5.3	Bng	n/a	n/a	1
88.208	5.3	BY	0.376	1	1
96.606	5.3	AX	0.3	2	1
105.005	5.3	AX	0.279	2	1
114.604	5.3	Bng	0.384	1	0
123.002	5.3	BY	0.413	1	1
131.401	5.3	BY	0.298	1	1
139.8	5.3	BY	0.387	1	1
148.215	5.3	BY	0.439	1	1
157.813	5.3	AY	0.535	1	1
167.412	5.3	AX	0.273	2	1
175.811	5.3	BX	0.529	1	1
185.409	5.3	Ang	n/a	n/a	1
193.808	5.3	BY	0.452	1	1
201.007	5.3	AX	0.319	2	1
208.205	5.3	AX	0.277	2	1
215.404	5.3	BX	0.582	1	1
222.603	5.3	AY	0.528	1	1
262.213	5.3	BY	0.302	1	1
271.812	5.3	Bng	0.277	1	0
281.41	5.3	BY	0.498	1	1
291.009	5.3	AX	0.291	2	1
300.607	5.3	AX	0.404	2	1
307.806	5.3	Ang	n/a	n/a	1
315.005	5.3	BX	0.58	2	0
323.404	5.3	AX	0.299	2	1
331.802	5.3	BY	0.591	1	1
339.001	5.3	AX	0.27	2	1
347.4	5.3	AY	0.594	1	1
355.815	5.3	AX	0.609	2	1
363.014	5.3	AX	0.328	2	1
370.213	5.3	AY	0.439	1	1
378.612	5.3	AX	0.36	2	1
388.21	5.3	BY	0.396	1	1
395.409	5.3	BY	0.395	1	1
405.008	5.3	BY	0.334	1	1
413.406	5.3	Ang	n/a	n/a	1
420.605	5.3	BY	0.386	1	1
429.004	5.3	AX	0.415	2	1
438.602	5.3	BY	0.324	1	1
445.801	5.3	Bng	n/a	n/a	1
455.4	5.3	BX	0.325	1	1
493.81	5.3	AX	0.287	2	1
502.209	5.3	BX	0.409	1	1
511.807	5.3	BY	0.219	1	1
520.206	5.3	AX	0.27	2	1
528.605	5.3	Bng	0.347	1	0
535.803	5.3	BX	0.323	1	1
543.002	5.3	AX	0.273	2	1
550.201	5.3	BY	0.395	1	1
559.8	5.3	Ang	n/a	n/a	1
569.415	5.3	BY	0.419	1	1
577.813	5.3	BY	0.33	1	1
587.412	5.3	AX	0.194	2	1
594.611	5.3	BY	0.345	1	1
604.209	5.3	BY	0.282	1	1
612.608	5.3	AX	0.29	2	1
622.206	5.3	Bng	n/a	n/a	1
631.805	5.3	AX	0.305	2	1
639.004	5.3	AX	0.365	2	1
646.203	5.3	AX	0.343	2	1
654.601	5.3	Ang	n/a	n/a	1
661.8	5.3	BY	0.629	1	1
670.215	5.3	BY	0.34	1	1
678.614	5.3	AY	0.665	1	1
685.813	5.3	AY	0.628	1	1
