onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.804	10.4	NP	5	0.632	2	1
45.202	10.4	NN	8	1.049	1	1
58.417	10.4	NN	8	1.189	1	1
70.415	10.4	NP	5	0.527	2	1
83.613	10.4	NN	6	1.026	1	1
98.01	10.4	NP	8	0.954	1	0
112.408	10.4	NN	5	0.775	1	1
125.606	10.4	NP	7	n/a	n/a	0
140.004	10.4	NN	5	0.562	1	1
152.002	10.4	NP	5	0.802	2	1
164.017	10.4	NP	7	1.286	1	0
178.414	10.4	NP	8	1.8	2	1
190.412	10.4	NN	7	0.756	1	1
202.41	10.4	NP	6	1.321	2	1
215.608	10.4	RN	5	0.525	1	1
258.802	10.4	NN	6	0.684	1	1
272.016	10.4	NN	8	0.697	1	1
284.014	10.4	NP	7	0.707	2	1
297.212	10.4	NP	7	1.451	2	1
310.41	10.4	NP	8	0.604	2	1
324.808	10.4	NP	5	1.166	2	1
339.205	10.4	NN	7	0.83	1	1
351.204	10.4	NP	5	0.66	2	1
365.601	10.4	NN	8	0.969	1	1
380.016	10.4	RN	5	0.611	1	1
392.014	10.4	NN	5	1.025	1	1
405.212	10.4	NP	8	0.642	1	0
417.21	10.4	NP	8	1.073	2	1
430.408	10.4	NP	5	1.274	2	1
442.406	10.4	NN	5	0.733	1	1
486.815	10.4	NN	5	0.771	1	1
498.813	10.4	NP	5	1.142	2	1
512.011	10.4	NP	8	0.962	2	1
526.409	10.4	RN	5	1.416	1	1
539.607	10.4	NN	8	0.688	1	1
552.805	10.4	NP	7	1.547	1	0
567.203	10.4	NP	8	0.921	2	1
581.617	10.4	NN	5	1.272	1	1
593.615	10.4	NP	6	1.728	1	0
606.813	10.4	RN	8	0.895	2	0
618.811	10.4	NP	5	0.585	2	1
633.209	10.4	NN	8	0.821	1	1
647.607	10.4	NP	5	1.253	2	1
659.605	10.4	NN	7	0.698	1	1
671.603	10.4	NN	7	1.117	2	0
