csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3587.1237176931018	3010.218107227394	3870.776243128672	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-2.34533e-09	0.142812	0.097358	-0.00142982	-0.0	0.0
3517.537987129605	3007.6814646752923	3842.5974980568662	1.413797	35.375343	0.19607150234532997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00296771	0.230999	0.153935	-0.0023395	-0.0	5.71158e-05
3484.982003257494	3005.660607701453	3827.382725851391	1.24311	31.104483	0.09446999733241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.66759e-09	0.177361	0.132741	-0.00206321	-0.0	0.0
3463.8435894840986	3009.6982603453657	3818.093799851514	1.327892	33.225853	0.03347071676759	0.0264297046	-0.014226513100000001	0.0402010455	-0.0009393922999999999	0.043750410700000006	0.018146051200000003	-0.027186729700000002	-0.026593861200000003	0.054212467800000004	-0.0006085137	0.0717449346	-0.0134293488	0.0555983083	0.0555978167	0.0555969975	0.055595850499999995	0.0555943758	0.0555925734	0.0555904434	0.0555879857	0.055585200300000005	0.055582087300000006	0.0555786467	0.0	0.0	0.0	-2.69141e-05	0.166017	0.145994	-0.00196905	-8.277599999999998e-05	0.0
3470.871564124502	3006.6260034966162	3817.856739452148	1.310034	32.779034	0.18806371443905692	0.017124434299999998	-0.0572284047	-0.0288873702	-0.0684966805	0.0035188506	0.0316100542	-0.0094210287	0.045732096900000005	0.073345686	-0.0517246454	-0.0051694553	0.014416227700000001	0.0555969975	0.0555925734	0.055585200300000005	0.055574878499999994	0.0555616085	0.0555453911	0.055526227000000004	0.055504117400000004	0.0554790634	0.0554510664	0.055420127699999995	0.0	0.0	0.0	3.39057e-10	0.25303	0.190687	-0.00301289	-0.0	0.0
3455.6579487430517	3004.1531473036603	3809.517468160536	1.187001	29.700558	0.13096800230454295	-0.0541791953	-0.0104132656	0.030984433999999998	0.014132799	-0.04738907480000001	0.0319373404	0.0424873525	-0.029878296699999998	0.0341372526	0.0405900987	-0.039467868999999996	0.0081404019	0.0555943758	0.055582087300000006	0.0555616085	0.0555329424	0.055496093200000006	0.0554510664	0.055397868499999996	0.0553365075	0.0552669924	0.055189333300000004	0.055103541900000004	0.0	0.0	0.0	2.6436e-09	0.189495	0.158477	-0.00230843	-0.0	0.0
3449.029647438087	3008.8384584481146	3804.723119536868	1.206713	30.193783	0.08307300065119998	0.0416715385	0.0007494042	0.013770971399999998	0.0578473121	0.0265493856	0.028821397000000002	-0.0457064338	-0.026062432200000003	0.0153589755	0.0380807624	0.04392113809999999	-0.0142636438	0.0555904434	0.0555663594	0.055526227000000004	0.055470057999999996	0.055397868499999996	0.055309679400000006	0.055205516100000004	0.0550854088	0.054949392	0.05479750519999999	0.0546297921	0.0	0.0	0.0	1.9924e-09	0.220803	0.187135	-0.00277057	-0.0	0.0
3450.387758352122	3000.770081266712	3802.287822209817	1.258424	31.487679	0.16357800065113998	0.0028715947999999997	-0.006406593100000001	-0.0546342241	-0.0583683109	0.0278993963	0.0405609792	0.0027434728999999997	0.0584785861	0.0059894775	-0.0484217782	0.014827742199999999	-0.017947849	0.055585200300000005	0.0555453911	0.0554790634	0.0553862491	0.0552669924	0.055121350199999995	0.054949392	0.0547512001	0.0545268689	0.0542765056	0.0540002297	0.0	0.0	0.0	1.34126e-09	0.302685	0.227092	-0.00360535	-0.0	0.0
3438.324094291795	3002.289008875138	3796.157107389881	1.140716	28.542448	0.12846201134125998	-0.0486417571	0.036852248399999996	0.0287640714	0.002132161	-0.046913019699999996	0.023958294100000003	0.0356841596	-0.0319367671	-0.0106840792	0.0193116669	-0.06636926530000001	-0.0155250889	0.0555786467	0.055519184400000005	0.055420127699999995	0.055281547300000004	0.055103541900000004	0.0548862385	0.0546297921	0.05433438559999999	0.0540002297	0.0536275626	0.0532166501	0.0	0.0	0.0	-0.00592387	0.234387	0.202196	-0.00353452	-0.00043686	7.91928e-05
3434.8413656591188	3003.368837876409	3795.6016840431603	1.10676	27.692795	0.09647718029999998	0.041258805499999995	0.030755459300000003	0.009527731	0.0626341351	0.023058660099999996	-0.0051521651	-0.0406926584	-0.0222617846	-0.0256365739	0.0347884162	0.0331121198	0.0071234077	0.055570782699999995	0.055487741900000005	0.0553494324	0.055155992	0.0549076134	0.0546045439	0.054247085599999995	0.0538355943	0.05337048	0.052852206	0.0522812884	0.0	0.0	0.0	-5.57297e-05	0.276756	0.228868	-0.00365918	-0.000209352	0.0
