onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.826	10.4	NP	5	0.666	2	1
42.826	10.4	NP	5	0.63	2	1
57.225	10.4	NN	5	0.727	1	1
70.425	10.4	NN	6	0.648	1	1
83.625	10.4	NN	8	0.689	1	1
96.825	10.4	NP	5	0.91	1	0
110.024	10.4	RN	5	1.385	1	1
124.424	10.4	NN	5	0.783	1	1
138.824	10.4	NN	7	0.774	1	1
150.823	10.4	NP	6	0.484	2	1
162.823	10.4	NP	8	1.179	1	0
177.223	10.4	NN	8	0.817	1	1
189.223	10.4	NP	7	1.419	2	1
201.222	10.4	NP	8	0.42	2	1
215.622	10.4	RN	7	1.181	1	1
258.821	10.4	NP	5	1.045	2	1
272.021	10.4	NN	8	1.111	1	1
284.021	10.4	RN	8	1.038	1	1
298.42	10.4	NP	5	0.681	2	1
311.62	10.4	RN	5	0.825	1	1
324.82	10.4	NN	6	1.023	1	1
339.22	10.4	NP	8	0.935	1	0
351.219	10.4	NN	7	0.712	1	1
364.419	10.4	NN	5	0.644	1	1
376.419	10.4	NP	8	1.261	1	0
389.619	10.4	NP	5	1.337	2	1
404.018	10.4	NP	7	0.69	2	1
416.018	10.4	NN	5	0.705	1	1
430.418	10.4	NN	8	0.662	1	1
444.817	10.4	NP	7	0.748	2	1
486.817	10.4	NN	7	0.659	1	1
498.816	10.4	NP	7	0.588	2	1
513.216	10.4	NP	6	1.413	2	1
526.416	10.4	NN	7	0.606	1	1
538.416	10.4	NP	8	0.896	1	0
550.415	10.4	NP	8	0.96	2	1
564.815	10.4	NP	5	0.78	2	1
578.015	10.4	NN	8	0.753	1	1
591.228	10.4	NN	5	0.663	1	1
604.428	10.4	NP	5	1.31	2	1
618.827	10.4	RN	5	0.877	1	1
630.827	10.4	NP	5	1.146	2	1
642.827	10.4	NN	6	0.674	1	1
657.226	10.4	NP	8	1.303	2	1
671.626	10.4	NN	5	0.723	1	1
