onset	duration	trial_type	response_time	response_button	response_accuracy
30.615	5.3	AX	0.405	2	1
39.014	5.3	AY	0.421	1	1
47.412	5.3	BY	0.413	1	1
57.011	5.3	AX	0.392	2	1
66.609	5.3	BX	0.37	1	1
76.208	5.3	Ang	0.14	1	0
83.407	5.3	BX	0.712	2	0
91.805	5.3	Bng	n/a	n/a	1
99.021	5.3	Ang	n/a	n/a	1
108.619	5.3	BY	0.582	1	1
115.818	5.3	BY	0.638	1	1
124.217	5.3	AX	0.355	2	1
131.416	5.3	BY	0.357	1	1
141.014	5.3	BY	0.438	1	1
150.612	5.3	AX	0.359	2	1
157.811	5.3	AY	0.487	1	1
165.01	5.3	AX	0.47	2	1
173.409	5.3	Bng	n/a	n/a	1
181.808	5.3	AX	0.31	2	1
189.006	5.3	BY	0.452	1	1
197.405	5.3	BY	0.376	1	1
205.82	5.3	AX	0.388	2	1
215.419	5.3	AX	0.559	2	1
222.618	5.3	BY	0.403	1	1
262.211	5.3	BX	0.637	1	1
271.81	5.3	AX	0.631	2	1
280.209	5.3	BY	0.427	1	1
289.807	5.3	Ang	n/a	n/a	1
297.006	5.3	AX	0.484	2	1
306.621	5.3	AX	0.485	2	1
315.02	5.3	AY	0.553	1	1
323.418	5.3	BY	0.425	1	1
330.617	5.3	Bng	n/a	n/a	1
337.816	5.3	Ang	n/a	n/a	1
346.215	5.3	BY	0.407	1	1
355.813	5.3	BY	0.636	1	1
363.012	5.3	AX	0.428	2	1
370.211	5.3	AX	0.307	2	1
379.809	5.3	Bng	n/a	n/a	1
389.408	5.3	AX	1.035	2	1
399.006	5.3	BY	0.552	1	1
406.205	5.3	BY	0.507	1	1
413.421	5.3	BX	0.657	2	0
421.819	5.3	AY	0.515	1	1
429.018	5.3	BY	0.735	1	1
437.417	5.3	AX	0.412	2	1
447.015	5.3	AX	0.38	2	1
455.414	5.3	BY	0.349	1	1
493.808	5.3	BY	0.39	1	1
502.206	5.3	AX	0.315	2	1
510.605	5.3	Bng	0.281	1	0
520.22	5.3	BY	0.373	1	1
528.619	5.3	AX	0.304	2	1
535.818	5.3	AY	0.545	1	1
543.017	5.3	BY	0.413	1	1
550.216	5.3	BY	0.48	1	1
559.814	5.3	BY	0.573	1	1
568.213	5.3	AX	0.458	2	1
577.811	5.3	BX	0.851	1	1
587.41	5.3	AX	0.378	2	1
594.608	5.3	AX	0.723	2	1
604.207	5.3	AX	0.317	2	1
612.606	5.3	BX	0.406	1	1
619.821	5.3	Ang	n/a	n/a	1
627.02	5.3	AY	0.391	1	1
635.419	5.3	Bng	n/a	n/a	1
643.817	5.3	Ang	n/a	n/a	1
653.416	5.3	BY	0.49	1	1
663.014	5.3	BY	0.551	1	1
672.613	5.3	BY	0.525	1	1
679.812	5.3	AX	0.388	2	1
688.21	5.3	AX	0.623	2	1
