onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.819	10.4	NP	5	1.538	2	1
45.217	10.4	NN	8	0.88	1	1
58.415	10.4	NN	8	0.92	1	1
72.812	10.4	NP	5	1.242	2	1
86.01	10.4	NN	6	0.803	1	1
99.208	10.4	NP	8	1.082	2	1
111.206	10.4	NN	5	0.915	1	1
123.204	10.4	NP	7	0.981	2	1
135.219	10.4	NN	5	0.885	1	1
149.617	10.4	NP	5	1.075	2	1
161.615	10.4	NP	7	0.664	2	1
176.012	10.4	NP	8	0.777	2	1
189.21	10.4	NN	7	1.721	1	1
202.408	10.4	NP	6	1.263	2	1
214.406	10.4	RN	5	0.996	1	1
258.816	10.4	NN	6	0.848	1	1
270.814	10.4	NN	8	0.864	1	1
285.212	10.4	NP	7	1.402	1	0
299.609	10.4	NP	7	1.207	2	1
311.608	10.4	NP	8	0.974	2	1
324.805	10.4	NP	5	0.776	2	1
339.22	10.4	NN	7	0.969	1	1
351.218	10.4	NP	5	0.866	2	1
364.416	10.4	NN	8	0.803	1	1
378.814	10.4	RN	5	0.849	1	1
390.812	10.4	NN	5	1.342	1	1
404.01	10.4	NP	8	1.257	1	0
417.207	10.4	NP	8	0.837	2	1
430.405	10.4	NP	5	1.397	2	1
444.82	10.4	NN	5	1.302	1	1
486.813	10.4	NN	5	1.023	1	1
500.011	10.4	NP	5	0.937	2	1
513.209	10.4	NP	8	1.638	1	0
527.607	10.4	RN	5	1.077	1	1
540.804	10.4	NN	8	0.786	1	1
552.819	10.4	NP	7	1.065	2	1
564.817	10.4	NP	8	0.946	2	1
579.215	10.4	NN	5	0.884	1	1
591.213	10.4	NP	6	1.29	1	0
605.611	10.4	RN	8	0.976	1	1
618.809	10.4	NP	5	0.891	2	1
633.206	10.4	NN	8	0.926	1	1
645.204	10.4	NP	5	0.887	2	1
659.619	10.4	NN	7	1.537	1	1
671.617	10.4	NN	7	1.39	1	1
