onset	duration	trial_type	response_time	response_button	response_accuracy
30.626	5.3	AX	0.706	2	1
39.025	5.3	BY	0.634	1	1
47.423	5.3	BX	0.666	1	1
57.022	5.3	AY	0.722	1	1
64.221	5.3	BY	0.487	1	1
72.619	5.3	AY	0.557	1	1
82.218	5.3	BY	0.485	1	1
89.417	5.3	Ang	n/a	n/a	1
99.015	5.3	BY	0.456	1	1
107.414	5.3	AX	0.447	2	1
117.012	5.3	Ang	n/a	n/a	1
124.228	5.3	BY	0.474	1	1
131.427	5.3	BY	0.629	1	1
138.626	5.3	AX	0.465	2	1
145.824	5.3	Bng	n/a	n/a	1
155.423	5.3	Bng	n/a	n/a	1
162.622	5.3	BY	0.655	1	1
169.821	5.3	BY	0.358	1	1
178.219	5.3	BX	0.687	1	1
186.618	5.3	AX	0.477	2	1
196.216	5.3	AX	0.387	2	1
204.615	5.3	AX	0.49	2	1
214.214	5.3	AX	0.406	2	1
223.812	5.3	AX	0.427	2	1
262.223	5.3	BY	0.336	1	1
271.821	5.3	BY	0.274	1	1
280.22	5.3	Ang	n/a	n/a	1
287.419	5.3	AX	0.5	2	1
297.017	5.3	BY	0.491	1	1
305.416	5.3	AX	0.353	2	1
313.814	5.3	BY	0.337	1	1
321.013	5.3	BY	0.509	1	1
330.612	5.3	AX	0.493	2	1
337.827	5.3	Ang	n/a	n/a	1
346.226	5.3	BX	n/a	n/a	0
353.425	5.3	AX	0.461	2	1
363.023	5.3	BY	0.663	1	1
370.222	5.3	AX	0.404	2	1
377.421	5.3	BY	0.295	1	1
385.82	5.3	AY	0.367	1	1
395.418	5.3	BX	0.523	1	1
405.017	5.3	AY	0.492	1	1
412.215	5.3	AX	0.464	2	1
421.814	5.3	Bng	n/a	n/a	1
431.412	5.3	Bng	n/a	n/a	1
439.828	5.3	AX	0.395	2	1
448.226	5.3	AX	0.543	2	1
455.425	5.3	BY	0.666	1	1
493.819	5.3	BY	0.376	1	1
503.418	5.3	Ang	n/a	n/a	1
510.616	5.3	BY	0.442	1	1
519.015	5.3	AY	0.431	1	1
528.614	5.3	AX	0.357	2	1
537.012	5.3	BY	0.353	1	1
545.428	5.3	BY	0.382	1	1
552.626	5.3	AX	0.56	2	1
562.225	5.3	AY	0.851	1	1
570.624	5.3	AX	0.307	2	1
580.222	5.3	AX	0.388	2	1
587.421	5.3	BY	0.455	1	1
594.62	5.3	Bng	n/a	n/a	1
604.218	5.3	BY	0.462	1	1
611.417	5.3	AX	0.344	2	1
621.015	5.3	BX	0.317	1	1
629.414	5.3	BX	0.56	1	1
637.813	5.3	AX	0.4	2	1
646.228	5.3	BY	0.315	1	1
654.627	5.3	AX	0.324	2	1
661.826	5.3	BY	0.32	1	1
671.424	5.3	AX	0.382	2	1
681.023	5.3	Ang	n/a	n/a	1
688.221	5.3	Bng	n/a	n/a	1
