onset	duration	trial_type	trial_cue	trial_switch	response_time	response_button	response_accuracy
31.12	8.5	Congruent	AttendLetter	n/a	0.745	2	1
43.12	8.5	Congruent	AttendLetter	repeat	0.88	1	0
53.919	8.5	Congruent	AttendLetter	repeat	0.65	1	1
65.919	8.5	Congruent	AttendLetter	repeat	0.781	1	1
79.119	8.5	Congruent	AttendLetter	repeat	0.746	2	1
92.319	8.5	Incongruent	AttendLetter	repeat	0.73	1	1
103.119	8.5	Incongruent	AttendNumber	switch	0.73	1	1
116.318	8.5	Incongruent	AttendNumber	repeat	0.961	2	1
128.318	8.5	Congruent	AttendLetter	switch	0.639	1	1
139.118	8.5	Congruent	AttendNumber	switch	0.885	1	1
151.118	8.5	Incongruent	AttendNumber	repeat	0.705	2	1
164.318	8.5	Congruent	AttendNumber	repeat	0.677	2	1
177.518	8.5	Incongruent	AttendLetter	switch	0.732	2	1
188.317	8.5	Incongruent	AttendLetter	repeat	0.661	2	1
200.317	8.5	Congruent	AttendNumber	switch	0.659	1	1
211.117	8.5	Congruent	AttendNumber	repeat	0.704	2	1
221.917	8.5	Congruent	AttendNumber	repeat	0.601	1	1
233.917	8.5	Congruent	AttendNumber	repeat	0.665	2	1
277.116	8.5	Congruent	AttendLetter	n/a	0.566	1	1
290.316	8.5	Incongruent	AttendLetter	repeat	0.752	2	1
302.316	8.5	Incongruent	AttendNumber	switch	2.142	2	0
315.516	8.5	Congruent	AttendLetter	switch	0.619	1	1
327.515	8.5	Incongruent	AttendNumber	switch	0.644	1	1
340.715	8.5	Congruent	AttendLetter	switch	0.787	2	1
351.515	8.5	Congruent	AttendLetter	repeat	0.678	2	1
362.315	8.5	Congruent	AttendLetter	repeat	0.754	2	1
373.115	8.5	Congruent	AttendNumber	switch	0.63	1	1
385.115	8.5	Congruent	AttendLetter	switch	0.582	2	1
397.128	8.5	Incongruent	AttendNumber	switch	0.618	2	1
407.928	8.5	Congruent	AttendNumber	repeat	0.838	1	1
418.727	8.5	Incongruent	AttendNumber	repeat	0.744	1	1
430.727	8.5	Incongruent	AttendLetter	switch	0.896	1	1
443.927	8.5	Congruent	AttendNumber	switch	0.904	2	1
457.127	8.5	Congruent	AttendNumber	repeat	0.685	1	1
469.127	8.5	Congruent	AttendLetter	switch	0.626	1	1
479.927	8.5	Congruent	AttendNumber	switch	0.635	1	1
523.126	8.5	Incongruent	AttendNumber	n/a	0.601	1	1
536.326	8.5	Congruent	AttendNumber	repeat	0.717	1	1
549.526	8.5	Congruent	AttendNumber	repeat	0.734	2	1
561.525	8.5	Congruent	AttendLetter	switch	0.643	2	1
573.525	8.5	Congruent	AttendLetter	repeat	0.636	2	1
584.325	8.5	Congruent	AttendLetter	repeat	0.534	2	1
597.525	8.5	Incongruent	AttendLetter	repeat	1.18	2	1
608.325	8.5	Incongruent	AttendNumber	switch	0.657	2	1
619.125	8.5	Congruent	AttendNumber	repeat	0.724	1	1
631.124	8.5	Incongruent	AttendLetter	switch	0.801	2	1
644.324	8.5	Incongruent	AttendLetter	repeat	0.704	1	1
656.324	8.5	Incongruent	AttendLetter	repeat	0.702	1	1
668.324	8.5	Congruent	AttendNumber	switch	0.853	2	1
680.324	8.5	Congruent	AttendNumber	repeat	0.703	2	1
691.123	8.5	Congruent	AttendNumber	repeat	0.539	1	1
704.323	8.5	Incongruent	AttendLetter	switch	0.605	2	1
717.523	8.5	Congruent	AttendNumber	switch	1.449	2	1
728.323	8.5	Congruent	AttendLetter	switch	0.652	1	1
