onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.82	10.4	NP	5	0.918	2	1
42.82	10.4	NP	5	0.689	2	1
57.22	10.4	NN	5	0.828	1	1
69.219	10.4	NN	6	0.776	1	1
83.619	10.4	NN	8	0.848	1	1
98.019	10.4	NP	5	0.901	2	1
111.219	10.4	RN	5	1.436	1	1
125.619	10.4	NN	5	0.797	1	1
138.818	10.4	NN	7	0.75	1	1
152.018	10.4	NP	6	1.158	2	1
164.018	10.4	NP	8	0.873	2	1
176.018	10.4	NN	8	0.698	1	1
189.218	10.4	NP	7	0.797	2	1
201.218	10.4	NP	8	0.853	2	1
214.417	10.4	RN	7	1.081	1	1
258.817	10.4	NP	5	0.818	2	1
273.217	10.4	NN	8	0.878	1	1
286.416	10.4	RN	8	0.944	1	1
299.616	10.4	NP	5	0.949	2	1
314.016	10.4	RN	5	0.806	1	1
326.016	10.4	NN	6	0.745	1	1
339.216	10.4	NP	8	0.773	2	1
352.415	10.4	NN	7	0.739	1	1
364.415	10.4	NN	5	0.763	1	1
376.415	10.4	NP	8	0.911	1	0
390.815	10.4	NP	5	0.861	2	1
402.815	10.4	NP	7	0.898	2	1
416.014	10.4	NN	5	0.779	1	1
430.414	10.4	NN	8	0.802	1	1
442.414	10.4	NP	7	0.727	2	1
486.813	10.4	NN	7	0.708	1	1
500.013	10.4	NP	7	1.329	2	1
513.213	10.4	NP	6	1.045	2	1
527.613	10.4	NN	7	0.822	1	1
542.013	10.4	NP	8	0.791	2	1
555.213	10.4	NP	8	n/a	n/a	0
568.412	10.4	NP	5	0.799	2	1
582.812	10.4	NN	8	0.788	1	1
594.812	10.4	NN	5	0.603	1	1
606.812	10.4	NP	5	0.824	2	1
620.012	10.4	RN	5	0.741	1	1
632.011	10.4	NP	5	0.801	2	1
646.411	10.4	NN	6	0.712	1	1
658.411	10.4	NP	8	1.068	2	1
670.411	10.4	NN	5	0.758	1	1
