onset	duration	trial_type	response_time	response_button	response_accuracy
30.615	5.3	AX	0.389	2	1
40.215	5.3	Ang	n/a	n/a	1
49.815	5.3	BY	0.685	1	1
57.015	5.3	AY	0.57	1	1
65.414	5.3	Bng	n/a	n/a	1
75.014	5.3	AY	0.839	1	1
83.414	5.3	AX	0.357	2	1
90.614	5.3	BX	0.745	1	1
99.014	5.3	AX	0.395	2	1
106.214	5.3	BY	0.535	1	1
114.614	5.3	AX	0.372	2	1
124.214	5.3	AX	0.373	2	1
131.414	5.3	BY	0.553	1	1
139.813	5.3	BY	0.508	1	1
149.413	5.3	Bng	n/a	n/a	1
159.013	5.3	BY	0.549	1	1
166.213	5.3	AX	0.385	2	1
173.413	5.3	AX	0.411	2	1
181.813	5.3	BY	0.522	1	1
189.013	5.3	BX	0.379	1	1
197.413	5.3	AX	0.461	2	1
207.026	5.3	BY	0.448	1	1
214.226	5.3	Ang	n/a	n/a	1
222.626	5.3	BY	0.437	1	1
262.225	5.3	AX	0.327	2	1
270.625	5.3	BY	0.608	1	1
277.825	5.3	BY	0.496	1	1
286.225	5.3	BY	0.431	1	1
295.825	5.3	AY	0.48	1	1
304.224	5.3	BY	0.385	1	1
311.424	5.3	AX	0.374	2	1
321.024	5.3	AX	0.427	2	1
328.224	5.3	AY	0.533	1	1
336.624	5.3	AX	0.291	2	1
346.224	5.3	Bng	n/a	n/a	1
353.424	5.3	BX	0.787	1	1
363.024	5.3	AX	0.364	2	1
370.223	5.3	AX	0.33	2	1
378.623	5.3	BX	0.411	1	1
387.023	5.3	BY	0.392	1	1
396.623	5.3	AX	0.342	2	1
405.023	5.3	Bng	n/a	n/a	1
412.223	5.3	Ang	n/a	n/a	1
421.823	5.3	BY	0.527	1	1
429.023	5.3	BY	0.559	1	1
437.422	5.3	Ang	n/a	n/a	1
447.022	5.3	BY	0.414	1	1
454.222	5.3	AX	0.35	2	1
493.822	5.3	AX	0.369	2	1
502.222	5.3	BY	0.483	1	1
509.421	5.3	AX	0.349	2	1
519.021	5.3	Ang	n/a	n/a	1
528.621	5.3	BY	0.431	1	1
538.221	5.3	BY	0.436	1	1
546.621	5.3	BY	0.468	1	1
555.021	5.3	BY	0.52	1	1
562.221	5.3	AY	0.614	1	1
570.621	5.3	BX	0.467	1	1
580.22	5.3	Ang	n/a	n/a	1
587.42	5.3	BY	0.406	1	1
594.62	5.3	AX	0.395	2	1
604.22	5.3	BY	0.428	1	1
613.82	5.3	AX	0.317	2	1
621.02	5.3	BY	0.357	1	1
628.22	5.3	Bng	n/a	n/a	1
636.62	5.3	Bng	n/a	n/a	1
643.819	5.3	AX	0.394	2	1
653.419	5.3	AX	0.42	2	1
661.819	5.3	AX	0.398	2	1
669.019	5.3	BX	0.53	1	1
678.619	5.3	AY	0.429	1	1
687.019	5.3	AX	0.371	2	1
