csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3581.902467243889	2984.1369844400365	3884.481651336583	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-4.72607e-06	0.0	0.133064	0.0	5.68548e-05	0.0
3517.803946125311	2986.269602096287	3858.988597359704	1.158637	30.814171	0.004969466069999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.130942	0.0	-0.0	0.0
3501.5452097259017	2982.2919530795325	3848.510028235895	1.168457	31.075325	0.2207948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0079219	0.0496056	0.202294	-0.00107864	0.000299993	0.000459673
3485.62245322465	2984.811859356449	3839.9687789699733	1.135809	30.207054	0.144536553	-0.0147273429	0.0631181701	-0.0149254052	-0.0351788055	-0.0045277643	0.0168526203	-0.0379214632	0.0490314302	-0.0426659771	0.0071270499	-0.015490254699999999	0.048802653700000004	0.0574009656	0.057400389	0.057399427999999995	0.0573980826	0.0573963529	0.0573942387	0.0573917403	0.0573888574	0.057385590300000004	0.0573819389	0.0	0.0	0.0	0.000402197	0.0148877	0.155579	-0.000535335	1.3234899999999996e-23	0.000191292
3473.1196817773653	2986.069766766858	3838.230794282596	1.018499	27.087166	0.163035873	-0.0028169244	-0.0307557871	-0.0467132244	-0.0607725271	-0.0095694877	-0.0361830759	-0.053324750899999995	-0.0428202089	-0.0524119488	-0.0260613684	0.017646247099999998	0.0495670884	0.057399427999999995	0.0573942387	0.057385590300000004	0.057373483200000006	0.0573579183	0.0573388963	0.057316418499999994	0.0572904863	0.0572611011	0.057228264800000005	0.0	0.0	0.0	0.00360937	-0.0139404	0.08773649999999998	0.000651706	2.8993e-23	0.000267413
3479.3145988036877	2985.1814901139537	3834.170797986239	1.216633	32.356594	0.34922033	0.042615842	0.033132329599999996	0.0435701723	-0.0274514044	-0.0268373535	-0.028359516600000002	0.051975962599999995	0.0270489771	-0.033619504	-0.0149994547	0.0193161981	-0.0066801761	0.0573963529	0.0573819389	0.0573579183	0.057324295	0.057281074800000005	0.057228264800000005	0.0571658739	0.0570939125	0.0570123927	0.0569213282	0.0	0.0	0.0	0.0249712	0.0490657	0.224667	-0.00115368	0.000601943	0.000418522
3462.3931075366772	2983.1732311891105	3828.602082659416	1.125151	29.923605	0.22545654	-0.056012436900000004	0.029621491099999998	-0.014666021699999999	-0.027363852200000004	0.0055217719999999994	0.0341508652	-0.0629350467	0.0290150945	-0.0217989264	0.0171835829	-0.007167174100000001	0.0178550293	0.0573917403	0.057363490700000005	0.057316418499999994	0.057250539	0.0571658739	0.0570624509	0.056940304000000004	0.056799473200000006	0.056640004800000004	0.056461950999999996	0.0	0.0	0.0	0.0229561	-0.00638683	0.144691	0.000244975	0.000644756	9.973180000000003e-05
3460.232958591878	2980.5668659846447	3828.0107523442302	1.027311	27.321537	0.12379569000000003	0.0162657221	-0.048267074800000004	0.006483904	-0.058377615099999995	-0.013281631200000001	0.0227426847	-0.0102180998	-0.0605238633	-0.0514941079	0.008871861600000001	-0.0067686312	0.0121323168	0.057385590300000004	0.0573388963	0.0572611011	0.0571522469	0.0570123927	0.056841614500000005	0.056640004800000004	0.0564076729	0.056144745	0.0558513636	0.0	0.0	0.0	0.0124437	0.00570635	0.182183	-0.00028705	0.000153333	0.000350246
3472.1082017256904	2981.7166728181433	3829.5380511503704	1.168791	31.084219	0.25545579999999996	0.015110576799999999	0.0463380822	0.047192790899999996	-0.0074909431	-0.0003661904	-0.022959382	0.044286473300000004	0.053743811600000004	-0.0173517918	-0.0080716338	-0.013066932600000001	-0.031431286	0.057377903200000004	0.0573081582	0.057191979299999994	0.057029460700000006	0.0568207341	0.056565968499999994	0.0562653704	0.055919183399999996	0.0555276879	0.0550912011	0.0	0.0	0.0	0.0299712	0.0680475	0.247781	-0.00168359	0.0008167759999999999	0.000490046
3458.2558461142517	2984.7970009106184	3828.3719826027886	1.100178	29.259455	0.2577252	-0.05189431940000001	-0.01396203	-0.0360712907	-0.0266952987	-0.0026353733	0.010130527299999999	-0.0642744163	-0.005418535899999999	0.007986446	-0.001339758	-0.0128200394	0.0182477636	0.0573686791	0.0572712797	0.057109069900000003	0.0568822332	0.0565910263	0.0562357788	0.0558168926	0.0553348418	0.054790172000000005	0.0541834994	0.0	0.0	0.0	0.0201958	0.0045087	0.175894	-0.000164339	0.000378911	0.000196682
3468.0884801622606	2981.4123976883116	3829.473296471991	0.983166	26.147486	0.0364891	0.0391443696	-0.0245026945	0.0252936789	-0.049783870300000005	-0.0004442349	0.0517430316	0.027222065299999997	-0.0468538962	-0.0513109948	0.0034392054	-0.0101031619	0.0187169397	0.0573579183	0.057228264800000005	0.0570123927	0.056710627300000004	0.0563234232	0.0558513636	0.0552951599	0.054655649900000006	0.053933797199999994	0.0531306893	0.0	0.0	0.0	0.0192355	0.0144408	0.183725	-0.000416253	0.000344277	0.000265448
3470.4849479500763	2982.1672713384337	3830.4087350713594	1.093974	29.094452	0.1709016	-0.0281548282	0.058829166100000004	0.002834432	-0.0019341429000000001	-0.0038792683	0.0451084192	-0.0068761683	0.0631732414	0.0116084945	-0.030801044	-0.030960227000000003	-0.0244614935	0.057345621	0.057179118099999995	0.0569019712	0.0565147167	0.0560181039	0.0554130938	0.054700857	0.0538827719	0.0529604214	0.0519355903	0.0	0.0	0.0	0.0294519	0.0576077	0.233603	-0.00117288	0.000764837	0.000441067
3457.536799567192	2984.908977603833	3831.789565589878	1.075294	28.597652	0.18542892	-0.0225431539	-0.044151517300000005	-0.0315288364	-0.027529484700000002	-0.017542403300000002	-0.0377685823	-0.0482103111	-0.0452854571	-0.0122598329	0.0006705026	0.0100328107	0.026044872599999998	0.057331787599999996	0.057123844800000004	0.056777831900000006	0.056294585300000005	0.0556752729	0.0549213918	0.054034764000000006	0.0530175325	0.051872156100000004	0.050601402999999996	0.0	0.0	0.0	0.0220403	0.007380679999999999	0.189922	-0.000236785	0.000315066	0.000144747
3470.3373150548896	2983.831847951027	3829.9644772641627	1.027613	27.329561	0.07369142	0.0207582271	0.0110493972	0.0439575586	-0.0437675191	0.0052742983	-0.0477692983	0.0300481988	-0.0002355441	-0.0632159591	0.012165067199999999	0.01423921	0.0386155892	0.057316418499999994	0.0570624509	0.056640004800000004	0.0560503274	0.0552951599	0.054376731799999994	0.0532977549	0.052061414900000005	0.0506713621	0.049131700599999995	0.0	0.0	0.0	0.0284705	0.0228787	0.186317	-0.000818585	0.000474154	0.000367023
3466.2719228835967	2986.4713754838676	3830.098271310686	1.162063	30.905277	0.19629565	-0.0487997946	0.0354064709	-0.0008182866000000001	0.014049388700000002	-0.0024559191	0.0236210007	-0.0363754844	0.0477018201	0.0272578214	-0.0321254748	0.0270681727	-0.0240041771	0.057299514100000004	0.0569949429	0.056488523	0.055782047800000005	0.0548780193	0.0537796391	0.052490797199999994	0.051016057999999996	0.04936064440000001	0.047530419000000004	0.0	0.0	0.0	0.0346096	0.0712233	0.257725	-0.00167357	0.0008122389999999998	0.000582032
3451.1661038059515	2984.9287888649396	3826.23810650856	1.137389	30.249084	0.21989208	-0.012922117299999999	-0.0659047601	0.019389048500000002	-0.0251062064	-0.0046065106	0.0123976176	-0.0134993651	-0.0619273785	-0.034144810899999996	0.0183111098	0.039334547000000004	0.0161005084	0.057281074800000005	0.0569213282	0.0563234232	0.0554898614	0.0544241304	0.0531306893	0.051614949699999996	0.0498832536	0.0479428463	0.04580184650000001	0.0	0.0	0.0	0.027863	0.007252169999999999	0.197954	-0.000285067	0.000676679	0.000318028
