csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3612.5133012389565	3042.8908323302885	3918.2670752705067	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.144615	0.0	-0.0	0.0
3556.2520479136206	3044.7901120032666	3890.9231714910293	1.275293	32.413593	0.033726000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.178341	0.0	-0.0	0.0
3522.673529015967	3045.436853034394	3877.191796859058	1.197635	30.439816	0.1038052	-0.027037011	0.0152750419	-0.0434881645	0.06449658309999999	-0.027158646600000003	-0.0374837389	-0.0365712775	0.0179961486	-0.04470094610000001	0.06619907929999999	-0.022389593	0.0588847971	0.055555392300000006	0.0555549027	0.0555540865	0.05555294400000001	0.055551475	0.0555496796	0.05554755769999999	0.0555451095	0.0555423348	0.0555392338	0.05553580650000001	0.0	0.0	0.0	0.0351236	0.211657	-0.000707312	-0.0	0.0
3507.251689847693	3042.5672039846218	3868.674342116305	1.292576	32.85289	0.08951657500000001	0.0277432789	0.0326954301	0.0039543441999999995	-0.0209289015	-0.0480942967	-0.014458521799999999	0.013414937	0.0394203704	0.0459506349	0.0041884873	0.0231850251	0.0094325119	0.0555540865	0.0555496796	0.0555423348	0.0555320528	0.055518833899999995	0.055502679000000006	0.0554835888	0.055461564299999995	0.055436606799999996	0.0554087176	0.055377898099999996	0.0	0.0	0.000288475	0.0052989	0.191042	-0.000236694	-0.000126026	0.000179124
3510.3086707261677	3040.6342001341322	3865.884251145038	1.234553	31.378128	0.091117238	0.006776094599999999	-0.0647013609	-0.0173370814	0.0047764888	0.028714822999999997	0.0214793177	0.0247928584	-0.056609636799999995	-0.0190126506	0.0123244918	-0.0420864413	-0.0139544153	0.055551475	0.0555392338	0.055518833899999995	0.0554902783	0.05545357099999999	0.0554087176	0.0553557246	0.055294599800000004	0.0552253521	0.0551479918	0.055062530199999994	0.0	0.0	0.000172887	0.0299944	0.228788	-0.000632318	-0.0	0.000129571
3501.3879650802496	3039.4603512398107	3861.98308990086	1.110205	28.217638	0.035120363	-0.0605068365	-0.0016561624	0.014909768500000002	0.005061935300000001	-0.0374187714	-0.037563778900000004	-0.0616419194	-0.0018381697	-0.0195324485	0.0354570111	0.0619393099	0.059902134	0.05554755769999999	0.0555235665	0.0554835888	0.055427636100000004	0.0553557246	0.0552678749	0.0551641124	0.055044466900000005	0.054908972800000004	0.0547576692	0.0545905997	0.0	0.0	0.00023505	0.0211525	0.206807	-0.000572733	-0.0	0.000154692
3485.7163917429475	3037.7344365282943	3857.6407337464793	1.247801	31.714865	0.043238117000000006	0.0229592243	0.045807761399999994	0.051465824699999996	-0.0343002041	-0.0011420414	0.0654306158	0.0044384808	0.0452075633	0.0642687718	-0.0414574961	0.0357557611	-0.0437472346	0.0555423348	0.055502679000000006	0.055436606799999996	0.0553441499	0.0552253521	0.055080270099999995	0.054908972800000004	0.0547115418	0.0544880711	0.0542386671	0.0539634483	0.0	0.0	0.000301987	0.00875322	0.192711	-0.000382318	-0.000107311	0.000190484
3495.047734109752	3036.2176735965777	3858.702739540241	1.340561	34.072506	0.217609213	0.0152997993	-0.0547582803	0.013940747199999999	0.0371735538	0.0627309734	0.0153936997	0.0337658267	-0.0500179303	-0.0445810821	0.0073194728	-0.0232305159	-0.0337872027	0.05553580650000001	0.0554765733	0.055377898099999996	0.055239851	0.055062530199999994	0.0548460618	0.0545905997	0.0542963255	0.0539634483	0.053592205	0.053182859299999996	0.0	0.0	0.00986182	0.0710392	0.277252	-0.00139647	0.000102722	0.000190747
3486.6415814161305	3036.57059144198	3855.0593357152497	1.101747	28.002653	0.16887236799999997	-0.05891126940000001	0.0075525241	0.0615812998	0.0101797648	-0.0363135272	-0.0136449591	-0.058430518099999995	-0.0048172292	0.0051273058	-0.0053476613	0.0815604073	0.028021087099999998	0.055527972800000006	0.0554452518	0.0553074749	0.0551147787	0.0548673546	0.0545654484	0.054209359699999994	0.05379944230000001	0.053336102999999996	0.0528198021	0.052251052199999995	0.0	0.0	0.000116137	0.0201973	0.216122	-0.000632318	2.7444e-05	8.708129999999998e-05
3480.3258210420613	3034.206083130601	3856.934804709578	1.063687	27.035301	0.024263538000000005	0.0078732255	0.0647031534	0.0400951368	-0.018653148799999998	0.035303282000000005	0.030902630299999997	0.0009456946000000001	0.0584101453	0.0249358123	-0.0287476929	0.0198940906	-0.08510074109999999	0.055518833899999995	0.0554087176	0.0552253521	0.0549689799	0.054639939900000004	0.0542386671	0.0537656919	0.0532216396	0.052607229400000004	0.0519232736	0.0511706764	0.0	0.0	0.000202575	0.0143086	0.202602	-0.000632318	-2.07823e-05	0.000134223
3492.974270079509	3036.299869833511	3863.4682092077837	1.216562	30.920868	0.20234116	0.0589489467	-0.0291825732	0.0014987047	0.0130187319	0.019430704099999998	-0.0342731213	0.05673249599999999	-0.0238182468	-0.04271350610000001	0.0250286723	0.007837268100000001	-0.0240247235	0.0555083901	0.055366974000000006	0.0551315472	0.0548025096	0.0543804198	0.053865994400000006	0.0532601071	0.0525637865	0.051778215	0.050904726399999996	0.0499448038	0.0	0.0	0.00594867	0.0754969	0.273697	-0.00164755	0.000202273	0.000182171
3495.22623537822	3036.1204200816114	3861.573753353545	1.177347	29.924158	0.18930131	-0.040958756400000004	-0.0296517279	0.0374171132	-0.023793624700000002	-0.0661502382	0.0290103403	-0.0405015417	-0.03877149	0.024577411299999997	-0.0139867453	0.0837928129	-0.029357250499999998	0.0554966417	0.055320025	0.05502608	0.054615430300000004	0.0540889467	0.0534477458	0.0526931876	0.0518268725	0.05085063769999999	0.049766553899999996	0.0485769201	0.0	0.0	-0.00297719	0.0165595	0.218384	-0.000724617	-0.000171446	0.00020802
3488.5982234894514	3037.732477019509	3862.419204932182	1.062705	27.01034	0.019673959999999983	-0.0206906733	0.0588016379	0.0122978574	-0.020993529700000003	0.0873838716	0.0400354988	-0.0222895415	0.0499479013	0.010968260300000001	0.0096923584	-0.0381550545	-0.0808741075	0.0554835888	0.0552678749	0.054908972800000004	0.054407812300000004	0.0537656919	0.052984275	0.052065586399999995	0.0510120059	0.0498262634	0.0485114308	0.0470709146	0.0	0.0	-0.0032407	0.0256528	0.215401	-0.000844757	-0.000162842	0.000190081
3497.117007969374	3036.4864356962617	3863.501079831728	1.220174	31.012663	0.12005791499999997	0.0629980791	-0.0319935961	0.0194748486	0.0082021362	0.015611004599999999	-0.021743703399999998	0.0682631863	-0.0192264438	-0.0440498783	0.048108099800000005	0.0424164041	-0.0019921638	0.0554692318	0.055210528700000004	0.0547802504	0.0541797338	0.0534108453	0.0524759743	0.05137802599999999	0.0501204125	0.048707042	0.0471423068	0.045431069500000004	0.0	0.0	0.0035802	0.0578882	0.251259	-0.00127436	0.000170825	5.04787e-05
3490.6049800034025	3039.8235822893453	3858.907864027884	1.287821	32.732014	0.178656955	-0.0524136103	-0.0190732902	0.0671185726	-0.0243611482	-0.049668606799999994	0.0422866909	-0.0453176858	-0.036628835400000004	0.0417264942	-0.0101303236	0.0752970344	-0.04880716349999999	0.05545357099999999	0.0551479918	0.054639939900000004	0.0539312805	0.0530246155	0.0519232736	0.0506312984	0.049153433200000006	0.047495103899999995	0.0456623991	0.043662047300000006	0.0	0.0	-0.00284739	0.0110065	0.203693	-0.000355071	-0.000306728	0.00020927
3485.2615068202995	3037.090686326365	3857.408180698923	1.096942	27.880527	0.08532785999999998	0.0029123425	0.0530956629	0.039180157599999994	0.0167410523	0.0429944222	0.027871626	-0.0029704028000000003	0.050760799599999996	-0.0037210061	0.0031485988	0.012359294199999999	-0.085937029	0.055436606799999996	0.055080270099999995	0.0544880711	0.0536625459	0.052607229400000004	0.0513266407	0.0498262634	0.0481125224	0.046192756200000004	0.0440751856	0.0417688782	0.0	0.0	-0.00250828	0.0407182	0.220268	-0.00100588	-0.00019336	0.000219134
3492.382282774133	3037.679054622104	3856.1970544569854	1.077861	27.395557	0.03159405200000003	0.032782397799999995	-0.050825444000000004	0.0582307144	0.0322399233	0.0725744654	-0.035612945699999995	0.0413217032	-0.028559481299999998	-0.0182774854	0.058686849400000005	0.0238749682	-0.043501617699999995	0.0554183397	0.055007369800000004	0.0543246762	0.053373631	0.0521589323	0.050686580300000006	0.0489638482	0.0469992459	0.044802478	0.042384396100000006	0.039756945	0.0	0.0	0.000316722	0.039955	0.235693	-0.0008205289999999999	-0.000241238	0.000237522
3488.104956603912	3034.438749015823	3854.311952730721	1.171553	29.776886	0.07982615199999998	-0.0596704865	0.0026487607000000002	0.0902105089	-0.0123639557	-0.056906510599999995	-0.0591128817	-0.064265715	-0.0124574831	0.028837263	0.01654165	0.0972552083	-0.0182627985	0.055398769900000006	0.054929298	0.0541497896	0.053064644400000006	0.0516799874	0.050003634000000005	0.0480450459	0.045815278	0.0433269157	0.040594004100000004	0.0376319684	0.0	0.0	-0.00587558	0.013963	0.206398	-0.000698425	-0.000410151	0.000161602
3494.0977386264917	3037.81838600993	3861.094789033093	1.113222	28.294312	0.13322367	0.0352896776	0.0435141671	0.0293419978	0.0029725352	-0.015205996999999999	-0.0626965384	0.024120472200000003	0.0523227588	-0.0100705664	0.029702273900000003	0.061178885	-0.08514899990000001	0.055377898099999996	0.0548460618	0.0539634483	0.0527357024	0.0511706764	0.0492783796	0.0470709146	0.0445623996	0.0417688782	0.0387082168	0.0353999905	0.0	0.0	-0.00168196	0.0676318	0.229841	-0.00141877	-0.000157073	0.000226544
3501.9063729895165	3035.2730872301136	3862.448414235744	1.049039	26.662996	0.068256909	0.0265513444	-0.0565359172	0.0166847959	-0.0028853002	0.0512651093	-0.07375441440000001	0.0353700927	-0.0478298275	-0.0068524339000000005	0.0431250549	0.0064670129	-0.0364056167	0.0553557246	0.0547576692	0.0537656919	0.0523869287	0.0506312984	0.0485114308	0.046042576200000004	0.0432424951	0.0401313312	0.036731466000000004	0.0330673576	0.0	0.0	0.000324749	0.0328065	0.218688	-0.00102436	-0.000162682	0.000221125
3498.3782493263843	3035.770389933366	3863.018888348733	1.113497	28.301315	0.04449531199999999	-0.056959643399999996	0.0044449198	0.0284851193	-0.033770518199999995	-0.031860566	-0.0424719014	-0.0651207007	-0.0034641551	0.0318668183	0.0070272263	0.0446952907	-0.0487847438	0.05533225	0.0546641285	0.053556562	0.052018454400000004	0.0500621703	0.0477034365	0.0449612148	0.0418575498	0.038417392	0.0346683968	0.0306407023	0.0	0.0	0.000286437	0.015424	0.212843	-0.000676264	-0.00021012	0.000192069
3498.072534477855	3038.1790387584306	3868.854313309712	1.2367610000000002	31.434248	0.193149913	0.029870958599999997	0.0445513913	-0.0179273446	0.0073221912	0.00526803	-0.0147592839	0.0286901879	0.0492172384	-0.0363589825	0.0397962511	0.0074385371	-0.0721295849	0.0553074749	0.0545654484	0.053336102999999996	0.051630418	0.049463626600000005	0.046855080300000004	0.0438280757	0.040409646800000004	0.0366303231	0.0325238574	0.0281269243	0.0	0.0	0.0138658	0.07666739999999998	0.248861	-0.00165112	0.00037502	0.000105882
3502.2380668958986	3039.0091485590283	3866.0339868436267	1.184777	30.11301	0.169299537	0.0235481202	-0.0477787679	0.0190773317	-0.0143315931	0.09350397	-0.0588881328	0.0261633445	-0.034840345	0.0280673837	0.047968854400000004	-0.0296772273	-0.036105812200000004	0.055281399800000006	0.0544616382	0.0531043615	0.051222965599999996	0.048836019	0.045967080099999995	0.04264446400000001	0.0389009638	0.0347735262	0.030302887599999998	0.025533171299999997	0.0	0.0	0.000310163	0.0231655	0.214045	-0.000925335	-0.00014746	0.000206137
3503.3079012589283	3038.7940151208313	3866.8134348223134	1.076685	27.365675	0.055446792999999966	-0.0564049633	-0.014077264499999999	0.0264303177	-0.024870464100000003	-0.0510294628	-0.0568018962	-0.052965780999999997	-0.0193965946	-0.0074407987	0.0591626515	0.0712616213	-0.0354153523	0.0552540253	0.054352707699999996	0.0528613865	0.050796250300000005	0.0481797162	0.0450401871	0.041411742599999996	0.03733377	0.032850536	0.0280107065	0.0228668183	0.0	0.0	-0.00284693	0.0422063	0.225431	-0.00127436	-0.000193963	0.000247867
3502.7140702784777	3039.8148160658325	3870.1161013601723	1.095772	27.850803	0.06916547099999999	0.016791368600000002	0.0432018534	-0.0038392165999999997	9.300270000000001e-05	0.0269373897	-0.0459873317	0.0075785488	0.0549596163	-0.0307658721	0.079177977	0.0045941461	-0.0631179227	0.0552253521	0.0542386671	0.052607229400000004	0.050350432599999995	0.047495103899999995	0.0440751856	0.0401313312	0.035710422799999995	0.0308650129	0.0256527007	0.0201354466	0.0	0.0	0.000180406	0.0472367	0.202488	-0.000821496	1.25927e-05	0.000143992
3505.6071316822467	3038.1880112460267	3866.675019731321	1.165763	29.629728	0.06406691499999999	0.0349885731	-0.0360709118	0.0039805448	-0.059726357	0.0236625279	-0.1238271943	0.0373856918	-0.0212640662	0.0426561646	0.060080714800000004	0.008354120100000001	0.0096570615	0.0551953809	0.0541195271	0.052341944	0.0498856802	0.0467825843	0.0430728921	0.0388047043	0.0340333636	0.0288207366	0.0232344116	0.0173468225	0.0	0.0	0.000329586	0.0209399	0.213994	-0.000688039	-0.000288121	0.00023212
3512.8135547235793	3040.361725280961	3869.820713832715	1.16345	29.570934	0.13174559200000002	-0.055124704299999994	-0.023177031400000003	-0.0248910621	-0.0324640395	-0.043939084	-0.0557742124	-0.0448634736	-0.029842823199999997	-0.0284278131	0.055886919900000005	0.0556908389	-0.0285862474	0.0551641124	0.053995299000000004	0.052065586399999995	0.0494021678	0.046042576200000004	0.0420341546	0.0374333897	0.0323051151	0.0267215983	0.0207615219	0.0145088751	0.0	0.0	0.000336428	0.0671698	0.254251	-0.00151049	-0.000226146	0.000252731
3499.3443350648304	3040.4892996160747	3866.140083875197	1.128774	28.689585	0.11806188399999998	-0.008106089200000001	0.061080007400000004	-0.030043274900000003	-0.061122032199999995	0.0408455749	0.0260058536	-0.0219225194	0.05607433690000001	0.0219454178	0.0182998098	-0.0382441904	-0.0200900358	0.0551315472	0.053865994400000006	0.051778215	0.048900077300000004	0.0452755142	0.040959852000000005	0.0360189665	0.0305282766	0.0245715939	0.0182398431	0.011629673799999999	0.0	0.0	0.000433862	0.0184527	0.23508	-0.000626156	-0.000137355	0.000281133
3504.5141675773875	3036.176008251884	3867.9370538819458	1.099188	27.937624	0.03975583299999999	0.053751081500000006	-0.011621446200000001	-0.0572728331	-0.0681868716	-0.0173385483	0.0123073824	0.050288612	-0.0120925332	0.0167006153	0.012183693700000001	-0.0319431504	0.0414102694	0.0550976863	0.0537316255	0.051479890599999995	0.0483795974	0.0444818491	0.0398508934	0.0345630636	0.0287055206	0.0223748161	0.0156753009	0.0087174051	0.0	0.0	0.00253198	0.023166	0.260797	-0.000623927	-4.85337e-05	0.000227635
3515.1101034376998	3037.195159084224	3872.347069008142	1.202873	30.572945	0.11469750500000002	-0.034613810099999996	-0.0458433641	-0.1072421149	-0.0330407075	-0.0477474674	0.0272707204	-0.0270436326	-0.0563925334	-0.055278042699999995	-0.0076813982999999995	-0.0021995158	-0.0042090859	0.055062530199999994	0.053592205	0.0511706764	0.04784092400000001	0.043662047300000006	0.0387082168	0.0330673576	0.026839588799999998	0.0201354466	0.013073922	0.0057803496	0.0	0.0	0.0122857	0.0444034	0.321404	-0.0008163559999999999	0.000172935	0.000179545
3496.991805671209	3034.4528781054833	3867.0423358362877	1.247522	31.707756	0.16555740000000002	-0.0275751493	0.0488081765	-0.09182928539999999	-0.0690959176	0.0587813469	0.0170456148	-0.0317868563	0.042074828499999994	0.0300099315	-0.0426395188	-0.11095762349999999	0.024684006	0.05502608	0.0534477458	0.05085063769999999	0.047284259599999996	0.0428165905	0.0375327893	0.0315335711	0.0249332878	0.0178577481	0.0104418197	0.0028268585	0.0	0.0	0.0094805	-0.0132533	0.28357	0.000400258	0.000122132	0.000101732
3501.25153312482	3032.719228490868	3869.293562635589	1.271918	32.327835	0.15972515000000004	0.0666493229	-0.0010572055	-0.08049657980000001	-0.015755656899999998	-0.0683218899	0.0197688353	0.0700402309	0.0105995069	-0.0454747973	-0.0356536607	0.0033962576	0.047636718499999994	0.0549883364	0.0532982617	0.050519842300000006	0.046709813499999996	0.0419459754	0.0363256053	0.0299634703	0.022989484700000003	0.0155460563	0.007785179200000001	-0.0001346703	0.0	0.0	0.0205777	0.0466993	0.33372	0.000111439	0.000543279	0.000162273
3495.738609441792	3034.087996943288	3863.5046993615147	1.127975	28.669291	0.15421555	0.0092918168	-0.0562832479	-0.0480552576	-0.0128810627	0.049707779699999996	0.0354537616	0.0150879307	-0.0563920884	0.013362366	-0.0589176194	-0.0897317252	0.0402359103	0.0549493004	0.0531437666	0.0501783601	0.0461178017	0.0410507137	0.0350876862	0.0283588634	0.0210111032	0.013204771799999999	0.0051102438	-0.0030958163	0.0	0.0	0.0156457	-0.0201106	0.312302	0.0009570990000000002	0.000433911	-0.000103812
3493.731685321015	3035.578358072425	3865.032828154847	1.038477	26.394545	0.06109482999999996	-0.0492114424	0.0115792497	-0.0428796463	0.016008886599999998	-0.046496892699999993	0.038821558799999996	-0.0417456849	-0.0002022929	-0.0101619326	-0.0670056461	-0.0346407635	0.0927764524	0.054908972800000004	0.052984275	0.0498262634	0.045508446900000006	0.0401313312	0.0338200794	0.0267215983	0.019001119099999998	0.0108383512	0.0024232993	-0.0060481597	0.0	0.0	0.00362265	-0.00792731	0.324503	0.0008992139999999999	0.000124945	2.30868e-05
3488.0591999407275	3030.738887033412	3866.470380478909	1.07491	27.320562	0.11995797	0.0294036358	0.056594092400000004	-0.0520566545	0.0649709943	0.0290277237	0.0272125573	0.0227850873	0.0564443158	-0.0470098666	-0.0697924536	-0.060643244000000006	0.034286019	0.0548673546	0.0528198021	0.049463626600000005	0.0448819783	0.0391883683	0.0325238574	0.0250535603	0.0169625554	0.0084512992	-0.00026933990000000004	-0.008983306	0.0	0.0	0.0222756	0.0277978	0.351427	0.000780118	0.000651222	0.000150832
3489.608054609184	3031.140173806193	3862.440963901499	1.130181	28.725353	0.1643293335	0.0647163426	-0.0174082429	-0.028989739700000003	0.0191685341	-0.042207564100000004	0.0166477847	0.0587492333	-0.0141500181	0.0299210289	-0.0748049052	-0.0378500613	0.106419678	0.054824446799999996	0.0526503632	0.0490905265	0.0442386313	0.0382223791	0.031200117000000003	0.0233566706	0.014898478500000001	0.0060481597	-0.0029613460999999997	-0.0118929096	0.0	0.0	0.00789482	-0.0366697	0.332126	0.00152636	0.000229792	-5.09707e-06
3497.8618526990153	3034.0991352037504	3865.7200721527947	1.148899	29.201103	0.1885926385	-0.02323169	-0.052289184800000006	-0.0706630515	0.071415749	-0.0374274881	0.0460728318	-0.0147307506	-0.063323844	-0.05007464389999999	-0.0813339159	-0.0312939727	0.0113363829	0.0547802504	0.0524759743	0.048707042	0.0435786481	0.037233931	0.0298499782	0.0216328831	0.0128119928	0.0036335072	-0.0056463932	-0.0147686972	0.0	0.0	0.0208501	0.0449105	0.379631	0.00114987	0.0007644989999999998	1.47491e-05
3485.7901387458824	3033.7940706255213	3863.358924482565	1.088114	27.656143	0.19140573	-0.0388325277	0.0344746271	-0.040026496	0.0341498989	-0.0045346433	-0.005671019499999999	-0.042972956	0.037669314599999996	-0.0026894462	-0.0208250359	-0.043122718399999996	0.0998241447	0.0547347663	0.0522966517	0.0483132541	0.042902276600000004	0.036223605	0.0284745834	0.019884183	0.0107062367	0.0012119381	-0.0083181714	-0.0176024922	0.0	0.0	0.0113879	-0.0239767	0.314276	0.00180917	0.000498444	4.34207e-05
3477.455218952822	3031.719879010462	3859.764527094232	1.09302	27.780844	0.040546364999999966	0.044248604500000004	0.044272044299999994	0.0056878475	0.028570233100000002	-0.037352299	0.0682603071	0.0346705385	0.0482539793	0.0351784537	-0.07576775	-0.0194283268	0.024709917999999997	0.0546879958	0.0521124124	0.0479092463	0.0422097714	0.0351919946	0.027075096200000003	0.018112584299999998	0.008584377399999999	-0.0012119381	-0.0109704021	-0.0203862368	0.0	0.0	0.0105758	-0.0197668	0.331099	0.00166326	0.000377738	0.000150832
