csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3612.1228023475596	3039.550223974259	3907.6541813235663	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0179103	0.14016300000000004	-0.000611006	-0.0	0.0
3566.4054412089154	3040.5316360893885	3883.4619627239817	1.15115	31.116756	0.06192006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.00149844	0.161808	-0.000133742	-0.0	0.0
3542.033225004578	3042.0543248426875	3874.773465104865	1.1592460000000002	31.335609	0.20168948039679999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.03968e-08	0.067905	0.227503	-0.0015255	-0.0	0.0
3527.253306986049	3039.856004561222	3865.3986083813597	1.255537	33.93845	0.179659942789	-0.03469798	0.0069997416000000005	0.0060691719	-0.0339574097	-0.0414347577	0.0063918229	0.0358661189	-0.0260953956	0.0339842958	-0.0069905975	0.0045479635	-0.0161410504	0.0578797077	0.0578791066	0.057878104900000005	0.0578767025	0.0578748993	0.057872695599999996	0.0578700912	0.057867086100000006	0.0578636804	0.0578598742	0.0	0.0	0.0	2.31858e-08	0.00580641	0.170971	-0.000304913	-0.0	0.0
3516.7365550540667	3035.6598249226813	3858.831763162504	1.152774	31.160658	0.09052336701328	0.0266078631	0.030440834	-0.0134449583	-0.018420128100000002	-0.0649185764	-0.00044779739999999997	-0.0034569815	0.041628322999999995	0.028550572000000003	-0.040369051499999996	0.0062890718000000005	-0.0010282967	0.057878104900000005	0.057872695599999996	0.0578636804	0.05785106	0.0578348352	0.0578150068	0.0577915762	0.0577645449	0.0577339144	0.0576996868	0.0	0.0	0.0	-3.82748e-09	0.0350409	0.20313	-0.00088751	-0.0	0.0
3523.5312377411205	3037.247012594463	3854.640557661846	1.065666	28.806046	0.029149153827479995	0.0364415835	-0.07893778950000001	0.0027574764	0.018420436999999998	-0.0448871275	0.0012805338	-0.008134784499999999	0.0196970231	-0.0650071695	-0.013355141000000001	-0.0305067029	0.031288246	0.0578748993	0.0578598742	0.0578348352	0.0577997866	0.0577547345	0.0576996868	0.0576346529	0.0575596441	0.057474673399999995	0.0573797555	0.0	0.0	0.0	0.0	0.0444432	0.218996	-0.000965127	-0.0	0.0
3504.933280383212	3038.096855487171	3849.0541596524768	1.234265	33.363441	0.08081104999999998	-0.0652936625	-0.0155094346	0.0368500996	0.0106483787	-0.0409587148	-0.0285839353	0.0443805406	-0.0730359731	-0.0020957768	-0.0316849231	0.0453336795	0.024963680499999998	0.0578700912	0.057840643899999995	0.0577915762	0.0577229048	0.0576346529	0.0575268505	0.0573995341	0.057252746900000005	0.057086538799999996	0.056900966	0.0	0.0	0.0	0.0	0.010269	0.200272	-0.00040687	-0.0	0.0
3499.1448877592356	3030.821656049003	3850.8773978093923	1.115013	30.139946	0.08160880718285997	-0.0182970867	0.063734833	0.0049558113	0.0165329028	-0.0181785695	0.0136543044	-0.0026364981	0.0093212559	0.0503919696	-0.0031043063	0.0221009306	0.0067497456999999995	0.0578636804	0.0578150068	0.0577339144	0.0576204487	0.057474673399999995	0.057296670099999995	0.057086538799999996	0.0568443971	0.0565703809	0.056264643899999994	0.0	0.0	0.0	7.18286e-09	0.0338319	0.23354	-0.000902428	-0.0	0.0
3506.3853951577803	3033.46225462864	3854.6990862470143	0.969181	26.197945	0.03003474718286	0.0534616577	0.0076331997	-0.0030840343	0.0506258033	-0.0340125835	-0.0039704668	-0.027031824399999998	0.0585047495	-0.0163921117	-0.0165066777	-0.0025479218	0.0349096826	0.057855667400000005	0.0577829658	0.0576618641	0.0574924638	0.0572749068	0.0570093752	0.0566960916	0.0563353183	0.0559273575	0.0554725509	0.0	0.0	0.0	-0.00289179	0.0369919	0.237114	-0.000656025	-1.3234899999999996e-23	0.000161776
3501.9269735517987	3034.408203052709	3853.355612356802	1.152129	31.143232	0.09017255999999998	-0.0177133602	-0.0397603534	0.0186762267	0.052299644000000006	-0.0029601743	-0.009563632800000001	0.0202160089	-0.0316165688	-0.0510471373	-0.0228283302	0.0488915398	-0.0074877839	0.0578460522	0.057744524400000004	0.0575754433	0.0573390067	0.0570354913	0.0566652521	0.056228722300000006	0.0557264125	0.055158910400000004	0.054526879800000004	0.0	0.0	0.0	-0.00244003	0.00150829	0.212649	-7.10952e-05	-0.0	0.00015126199999999996
