csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3478.79900616691	3109.4987326365917	4190.83952978561	n/a	n/a	n/a	-0.0010432872	0.0003813355	-0.0541134458	0.0039216137	-0.003250344	0.006639142099999999	0.049769005199999994	-0.0420872576	0.0324581949	-0.0103305508	0.0394493463	-0.0420795318	0.0608578045	0.060857032	0.0608557447	0.060853942300000005	0.0608516251	0.060848793	0.060845446	0.0608415841	0.0608372074	0.0	0.0562472	0.124602	-0.000863851	-0.0	0.0
3430.0697770568713	3106.5096578591188	4172.7633436130745	1.249397	41.774899	0.07494323299999998	0.0210636116	0.0211582411	-0.0056393835	0.0164446996	-0.0651835281	0.0153809775	0.0078952225	-0.002943838	0.003767178	0.0381304639	0.0393003313	-0.018728045800000002	0.0608557447	0.060848793	0.0608372074	0.0608209889	0.060800138600000005	0.0607746581	0.06074454940000001	0.060709814800000005	0.0606704569	0.000254678	0.0429632	0.173628	-0.000857654	-7.867609999999998e-05	0.000162698
3422.0711591570976	3111.059006959016	4160.096890259332	1.085742	36.302925	0.11093681300000001	0.0001966398	-0.0084488689	-0.005404283100000001	0.048516402400000005	0.0611725531	0.0124713445	0.0054112201	0.013379983100000001	0.0010373725	0.0276699177	-0.0156142067	-0.0443116877	0.0608516251	0.060832315899999996	0.060800138600000005	0.060755099699999995	0.060697209	0.060626478600000006	0.060542923600000007	0.0604465615	0.060337412800000004	-0.00832185	0.0546059	0.225021	-0.00051973	-0.000269485	-9.50608e-05
3415.1721227736302	3117.4166895207427	4165.405195896651	0.93171	31.15271	0.07252288999999999	0.0045385571999999996	-0.0168733316	-0.0035873721999999998	0.0724626778	0.033980352000000005	0.0638186649	0.0245401095	-0.0038937312	-0.0134510355	0.0278533407	0.0192110678	-0.0541502748	0.060845446	0.060807603200000004	0.06074454940000001	0.0606563107	0.060542923600000007	0.060404435199999995	0.0602409029	0.06005239440000001	0.0598389881	-0.0111551	0.0219976	0.214643	-0.000277075	-0.000325071	0.000140765
3415.484229290816	3118.8994926775545	4171.346270504886	1.029393	34.418835	0.079383372	-0.0192479299	-0.04361227610000001	-0.00038148839999999995	-0.020840779099999998	0.0758461017	0.0207953252	0.008444961800000001	-0.0024864633	0.0298354531	-0.061099124299999995	-0.0627413379	-0.0369633615	0.0608372074	0.0607746581	0.0606704569	0.060524675099999994	0.060337412800000004	0.0601087982	0.0598389881	0.059528167300000004	0.0591765488	-0.007483649999999999	0.000421473	0.187719	-4.02752e-05	-0.000142706	1.5693899999999996e-05
3418.94623580448	3115.8844259454945	4168.851533593578	1.08055	36.129333	0.115866447	-0.0254246687	-0.0526870706	-0.0300688002	-0.0280810271	-0.0098834729	-0.0501229797	0.0265478069	-0.0121810596	-0.0257947813	-0.035882324199999996	-0.0099270178	0.054624941600000004	0.0608269097	0.0607334851	0.0605778835	0.0603602644	0.0600808505	0.0597399279	0.0593378457	0.0588750154	0.058351910800000004	-0.00727432	0.0510088	0.150452	-0.000364222	-0.000311955	7.85539e-05
3411.2420580152593	3117.767707082201	4162.7759515677335	0.954713	31.921814	0.1087628147	-0.0168087782	-0.0002764545	0.0255779194	0.0015042718	-0.0688360502	-0.0099209064	-0.014106301100000001	-0.0026598424	-0.028372908	0.0033014631	0.0428571922	0.024895286000000003	0.0608145533	0.0606840897	0.0604668575	0.0601631675	0.059773453899999995	0.0592982738	0.0587383067	0.0580943533	0.057367334299999996	-5.32503e-05	0.00364902	0.124785	-0.00010326700000000003	-0.000110818	-2.96534e-05
3403.788458913226	3112.7419229312377	4155.427753090186	0.860044	28.756462	0.05599033969999999	-0.0022583346	0.0212297431	0.0275651736	0.0190927527	0.0175807653	-0.017237418100000002	-0.0173675155	0.0031658733	-0.0018866985	0.015754044499999998	-0.0206154613	-0.0150932338	0.060800138600000005	0.060626478600000006	0.060337412800000004	0.0599334912	0.059415482900000004	0.0587843738	0.0580413653	0.0571878717	0.0562255178	-0.00350814	0.0102612	0.105021	-0.000166296	-0.00034601	0.000195311
3405.7790771227083	3112.816113558893	4158.0534555424965	0.969958	32.431568	0.11491884	0.0143870386	0.012510913500000002	-0.0370472152	-0.0303177628	-0.0065133058999999995	-0.0629922456	0.0181161071	-0.011240171200000001	0.016309338200000002	-0.0029628414	-0.0402373678	0.0451749751	0.0607836659	0.06056065980000001	0.0601895887	0.059671359900000005	0.059007240499999995	0.0581988541	0.0572481771	0.056157534	0.0549295911	-0.00975923	0.07745639999999998	0.0853733	-0.000481545	-0.000381548	0.000281021
3401.0294535462745	3109.725594453809	4152.993335569679	0.894151	29.896889	0.09186996999999998	0.013357453200000001	0.031131267599999998	0.0070350501	-0.0087169525	-0.0631974191	0.0026944118	-0.0054411306999999996	0.0025203421	0.0039522702	0.026086860899999998	0.0552817083	0.0334484787	0.060765136	0.060486641900000006	0.0600234302	0.059376915499999995	0.058549072	0.057542428	0.0563600576	0.055005571600000004	0.0534831063	-0.0116438	0.015468	0.0741628	-0.000306186	-0.000293961	0.000208237
