onset	duration	trial_type	response_time	response_button	response_accuracy
30.604	5.3	AX	0.382	2	1
40.202	5.3	BX	1.04	2	0
48.601	5.3	BX	0.747	1	1
55.8	5.3	BY	0.535	1	1
64.216	5.3	AX	0.551	2	1
71.415	5.3	AX	0.294	2	1
81.014	5.3	Ang	n/a	n/a	1
89.413	5.3	AX	0.513	2	1
99.011	5.3	BY	0.679	1	1
106.21	5.3	AX	0.299	2	1
114.609	5.3	BY	0.74	1	1
121.808	5.3	AX	0.486	2	1
131.407	5.3	AY	0.854	1	1
138.606	5.3	AY	0.633	1	1
148.205	5.3	BY	1.111	1	1
155.404	5.3	Bng	n/a	n/a	1
162.603	5.3	BY	0.504	1	1
171.002	5.3	AX	0.451	2	1
179.401	5.3	BY	0.674	1	1
189	5.3	BY	0.831	1	1
198.615	5.3	AX	0.584	2	1
208.214	5.3	BY	1.013	1	1
216.613	5.3	Ang	n/a	n/a	1
225.012	5.3	Bng	n/a	n/a	1
262.207	5.3	BY	0.463	1	1
270.606	5.3	BY	0.482	1	1
277.805	5.3	Ang	n/a	n/a	1
287.403	5.3	BY	0.598	1	1
297.002	5.3	AX	0.3	2	1
304.201	5.3	BX	n/a	n/a	0
312.6	5.3	AX	0.319	2	1
321.016	5.3	AX	0.406	2	1
329.414	5.3	BY	0.366	2	0
336.614	5.3	BY	0.439	1	1
346.212	5.3	Bng	n/a	n/a	1
355.811	5.3	BY	0.725	1	1
363.01	5.3	AX	0.356	2	1
372.609	5.3	BY	0.79	1	1
382.208	5.3	BX	0.355	1	1
389.407	5.3	BY	0.495	1	1
396.606	5.3	AX	0.356	2	1
403.805	5.3	AX	0.438	2	1
413.403	5.3	Ang	n/a	n/a	1
421.802	5.3	AX	0.758	1	0
430.201	5.3	AX	0.354	2	1
438.6	5.3	AY	0.958	1	1
445.816	5.3	AY	0.565	1	1
454.215	5.3	Bng	n/a	n/a	1
493.81	5.3	BY	0.625	1	1
501.009	5.3	BY	0.408	1	1
509.408	5.3	Ang	n/a	n/a	1
517.806	5.3	AY	0.873	1	1
525.005	5.3	Bng	n/a	n/a	1
534.604	5.3	AX	0.269	2	1
543.003	5.3	BY	1.046	1	1
552.602	5.3	BY	0.377	1	1
562.201	5.3	BY	0.413	1	1
569.4	5.3	BY	0.697	1	1
576.615	5.3	Bng	n/a	n/a	1
585.014	5.3	AX	1.372	2	1
594.613	5.3	Ang	n/a	n/a	1
603.012	5.3	AX	0.57	2	1
612.611	5.3	AX	0.317	2	1
621.01	5.3	BY	0.591	1	1
630.608	5.3	BY	0.422	1	1
639.007	5.3	AX	0.539	2	1
647.406	5.3	BX	0.942	1	1
657.005	5.3	AX	0.339	2	1
664.204	5.3	AY	0.471	1	1
671.403	5.3	AX	0.558	2	1
681.002	5.3	AX	0.522	2	1
688.201	5.3	BX	n/a	n/a	0
