onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.806	10.4	NP	5	n/a	n/a	0
44.006	10.4	NN	8	1.695	1	1
57.206	10.4	NN	8	1.168	1	1
71.605	10.4	NP	5	1.535	2	1
83.605	10.4	NN	6	1.313	1	1
98.005	10.4	NP	8	1.418	2	1
111.205	10.4	NN	5	1.249	1	1
125.604	10.4	NP	7	1.293	2	1
137.604	10.4	NN	5	0.992	1	1
149.604	10.4	NP	5	1.459	2	1
162.804	10.4	NP	7	1.298	2	1
174.803	10.4	NP	8	1.826	2	1
188.003	10.4	NN	7	1.382	1	1
202.403	10.4	NP	6	1.156	2	1
216.802	10.4	RN	5	1.073	1	1
258.802	10.4	NN	6	1.078	1	1
272.001	10.4	NN	8	0.95	1	1
284.001	10.4	NP	7	1.596	2	1
296.001	10.4	NP	7	1.012	2	1
310.401	10.4	NP	8	1.158	2	1
323.614	10.4	NP	5	1.113	2	1
338.013	10.4	NN	7	1.125	1	1
351.213	10.4	NP	5	1.013	2	1
364.413	10.4	NN	8	0.832	1	1
378.812	10.4	RN	5	1.358	1	1
393.212	10.4	NN	5	1.854	1	1
406.412	10.4	NP	8	n/a	n/a	0
418.412	10.4	NP	8	1.041	2	1
430.411	10.4	NP	5	0.966	2	1
444.811	10.4	NN	5	0.809	1	1
486.81	10.4	NN	5	0.897	1	1
501.21	10.4	NP	5	0.89	2	1
513.21	10.4	NP	8	1.897	1	0
525.209	10.4	RN	5	0.886	1	1
538.409	10.4	NN	8	1.094	1	1
550.409	10.4	NP	7	1.025	2	1
564.809	10.4	NP	8	1.011	2	1
578.008	10.4	NN	5	0.967	1	1
590.008	10.4	NP	6	1.272	2	1
604.408	10.4	RN	8	1.034	2	0
617.608	10.4	NP	5	0.885	2	1
632.007	10.4	NN	8	1.482	1	1
646.407	10.4	NP	5	0.955	2	1
659.607	10.4	NN	7	0.782	1	1
671.606	10.4	NN	7	0.938	1	1
