onset	duration	trial_type	response_time	response_button	response_accuracy
30.613	5.3	BY	0.359	1	1
37.812	5.3	BY	0.291	1	1
47.411	5.3	AX	0.232	1	0
54.61	5.3	BY	0.294	1	1
64.208	5.3	AX	0.274	2	1
72.607	5.3	AX	0.307	2	1
81.005	5.3	Ang	0.387	1	0
90.604	5.3	AY	0.462	1	1
99.003	5.3	Bng	n/a	n/a	1
108.601	5.3	BX	0.53	1	1
115.8	5.3	AX	0.361	2	1
124.215	5.3	BY	0.346	1	1
131.414	5.3	AX	0.29	2	1
139.813	5.3	BY	0.318	1	1
147.012	5.3	BY	0.274	1	1
155.41	5.3	AX	0.371	2	1
165.009	5.3	BY	0.224	1	1
172.208	5.3	Bng	n/a	n/a	1
181.806	5.3	AY	0.414	2	0
191.405	5.3	AX	0.547	2	1
199.803	5.3	BY	0.341	1	1
209.402	5.3	AX	0.266	2	1
216.601	5.3	Ang	0.379	1	0
223.8	5.3	BX	0.435	1	1
262.21	5.3	AX	0.337	2	1
270.609	5.3	Ang	0.43	1	0
280.207	5.3	AX	0.304	2	1
287.406	5.3	BX	0.452	1	1
297.005	5.3	AY	0.388	2	0
305.403	5.3	BY	0.3	1	1
312.602	5.3	BY	0.3	1	1
321.001	5.3	Bng	n/a	n/a	1
328.2	5.3	AX	0.31	2	1
337.815	5.3	AX	0.412	2	1
346.214	5.3	BY	0.413	1	1
353.413	5.3	BY	0.38	1	1
363.011	5.3	AX	0.446	2	1
370.21	5.3	BY	0.352	1	1
377.409	5.3	AY	0.357	2	0
385.807	5.3	Ang	0.43	1	0
395.406	5.3	BY	0.377	1	1
403.805	5.3	AX	0.345	2	1
413.403	5.3	BY	0.298	1	1
420.602	5.3	AX	0.291	2	1
429.001	5.3	AX	0.376	2	1
438.616	5.3	BX	0.265	1	1
448.214	5.3	BY	0.321	1	1
456.613	5.3	Bng	0.303	1	0
493.807	5.3	Bng	n/a	n/a	1
502.206	5.3	AX	0.33	2	1
510.605	5.3	BY	0.257	1	1
519.003	5.3	Bng	n/a	n/a	1
528.602	5.3	Ang	n/a	n/a	1
535.801	5.3	AX	0.607	1	0
545.416	5.3	AY	0.441	1	1
553.814	5.3	AX	0.33	2	1
563.413	5.3	BY	0.321	1	1
570.612	5.3	BY	0.356	1	1
580.21	5.3	BY	0.323	1	1
587.409	5.3	AY	0.425	1	1
594.608	5.3	AX	0.488	2	1
604.207	5.3	BX	0.366	1	1
613.805	5.3	BY	0.33	1	1
622.204	5.3	AX	0.294	2	1
629.403	5.3	BY	0.322	1	1
636.601	5.3	AX	0.25	2	1
643.8	5.3	Ang	0.407	1	0
653.415	5.3	BY	0.335	1	1
661.814	5.3	BX	0.311	1	1
671.413	5.3	AX	0.418	2	1
679.811	5.3	BY	0.297	1	1
688.21	5.3	AX	0.289	2	1
