onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.818	10.4	NP	5	1.161	2	1
42.816	10.4	NP	5	0.808	2	1
54.814	10.4	NN	5	0.849	1	1
69.229	10.4	NN	6	1.123	1	1
81.227	10.4	NN	8	0.847	1	1
94.425	10.4	NP	5	1.689	2	1
106.423	10.4	RN	5	1.241	2	0
120.821	10.4	NN	5	0.953	1	1
134.018	10.4	NN	7	0.853	1	1
148.416	10.4	NP	6	0.561	2	1
162.814	10.4	NP	8	0.76	2	1
176.028	10.4	NN	8	1.175	1	1
188.026	10.4	NP	7	0.968	2	1
201.224	10.4	NP	8	1.323	2	1
214.422	10.4	RN	7	1.637	1	1
258.815	10.4	NP	5	1.312	2	1
270.83	10.4	NN	8	1.784	1	1
284.028	10.4	RN	8	1.226	2	0
296.026	10.4	NP	5	0.952	2	1
309.224	10.4	RN	5	1.365	1	1
323.621	10.4	NN	6	0.869	1	1
338.019	10.4	NP	8	0.822	1	0
351.217	10.4	NN	7	1.215	1	1
363.215	10.4	NN	5	1.221	1	1
377.629	10.4	NP	8	1.131	2	1
390.827	10.4	NP	5	1.807	1	0
404.025	10.4	NP	7	1.231	2	1
416.023	10.4	NN	5	0.951	1	1
428.021	10.4	NN	8	1.588	2	0
442.419	10.4	NP	7	1.2	2	1
486.829	10.4	NN	7	n/a	n/a	0
500.026	10.4	NP	7	1.052	2	1
514.424	10.4	NP	6	0.813	2	1
527.622	10.4	NN	7	1.706	2	0
540.82	10.4	NP	8	1.115	1	0
554.018	10.4	NP	8	0.72	2	1
568.415	10.4	NP	5	0.899	2	1
580.43	10.4	NN	8	n/a	n/a	0
594.828	10.4	NN	5	1.368	1	1
609.226	10.4	NP	5	n/a	n/a	0
621.224	10.4	RN	5	1.367	2	0
633.222	10.4	NP	5	0.99	2	1
647.619	10.4	NN	6	1.284	2	0
660.817	10.4	NP	8	0.847	2	1
672.815	10.4	NN	5	n/a	n/a	0
