onset	duration	trial_type	response_time	response_button	response_accuracy
30.611	5.3	BY	0.495	1	1
39.01	5.3	Bng	n/a	n/a	1
48.61	5.3	AX	0.568	2	1
55.81	5.3	BY	0.732	1	1
64.209	5.3	AY	0.481	1	1
72.609	5.3	BY	0.418	1	1
79.809	5.3	AX	0.414	2	1
88.222	5.3	AX	0.349	2	1
95.421	5.3	BX	0.518	2	0
105.021	5.3	AX	0.594	2	1
114.621	5.3	AX	0.394	2	1
124.22	5.3	BY	0.521	1	1
131.42	5.3	AX	1.184	2	1
138.62	5.3	AX	0.518	2	1
148.219	5.3	Ang	0.488	1	0
157.819	5.3	BY	0.577	1	1
165.019	5.3	BY	0.327	1	1
172.218	5.3	AX	0.376	2	1
180.618	5.3	BY	0.355	1	1
187.818	5.3	BY	0.472	1	1
197.417	5.3	AY	0.537	1	1
205.817	5.3	Ang	n/a	n/a	1
215.416	5.3	Bng	n/a	n/a	1
223.816	5.3	BX	0.664	1	1
262.215	5.3	BY	0.51	1	1
270.614	5.3	AX	0.375	2	1
277.814	5.3	BX	0.471	1	1
286.214	5.3	AX	0.37	2	1
293.413	5.3	BY	0.445	1	1
303.013	5.3	BX	0.479	1	1
312.612	5.3	Bng	n/a	n/a	1
321.012	5.3	AY	0.551	1	1
328.212	5.3	BY	0.523	1	1
335.412	5.3	BY	0.607	1	1
345.011	5.3	AX	0.501	2	1
353.411	5.3	AX	0.443	2	1
363.01	5.3	BY	0.349	1	1
370.21	5.3	AX	0.748	2	1
379.81	5.3	Ang	0.492	1	0
389.409	5.3	AX	0.364	2	1
396.609	5.3	Bng	n/a	n/a	1
406.209	5.3	BY	0.371	1	1
414.622	5.3	AX	0.363	2	1
421.821	5.3	BY	0.469	1	1
431.421	5.3	AX	0.455	2	1
439.821	5.3	AY	0.609	1	1
447.02	5.3	BY	0.376	1	1
455.42	5.3	Ang	n/a	n/a	1
493.818	5.3	AY	0.529	1	1
503.418	5.3	Ang	n/a	n/a	1
513.018	5.3	BX	0.642	1	1
520.217	5.3	BX	0.652	1	1
529.817	5.3	BY	0.365	1	1
538.217	5.3	AX	0.356	2	1
547.816	5.3	AX	0.365	2	1
556.216	5.3	BY	0.486	1	1
564.616	5.3	AX	0.43	2	1
571.815	5.3	AX	0.406	2	1
579.015	5.3	Bng	0.399	1	0
586.215	5.3	BY	0.59	1	1
594.614	5.3	Bng	n/a	n/a	1
601.814	5.3	BY	0.459	1	1
610.214	5.3	BY	0.564	1	1
617.413	5.3	AX	0.417	2	1
625.813	5.3	Ang	n/a	n/a	1
633.013	5.3	BY	0.414	1	1
642.612	5.3	BY	0.536	1	1
652.212	5.3	AX	0.391	2	1
659.412	5.3	BY	0.556	1	1
669.011	5.3	AX	0.398	2	1
677.411	5.3	AY	0.469	1	1
687.011	5.3	AX	0.914	2	1
