onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.812	10.4	NP	5	1.295	1	0
42.811	10.4	NP	5	1.451	1	0
54.811	10.4	NN	5	1.479	1	1
68.024	10.4	NN	6	1.563	1	1
80.023	10.4	NN	8	1.44	1	1
94.423	10.4	NP	5	1.185	2	1
106.422	10.4	RN	5	1.414	2	0
118.422	10.4	NN	5	1.161	1	1
132.821	10.4	NN	7	1.669	1	1
146.02	10.4	NP	6	1.269	2	1
160.42	10.4	NP	8	1.247	2	1
173.619	10.4	NN	8	1.31	1	1
188.019	10.4	NP	7	n/a	n/a	0
201.218	10.4	NP	8	1.515	1	0
214.418	10.4	RN	7	1.405	1	1
258.816	10.4	NP	5	1.03	2	1
272.015	10.4	NN	8	1.201	1	1
286.415	10.4	RN	8	n/a	n/a	0
299.614	10.4	NP	5	1.531	2	1
314.014	10.4	RN	5	n/a	n/a	0
327.213	10.4	NN	6	1.215	1	1
339.213	10.4	NP	8	1.31	2	1
353.612	10.4	NN	7	1.25	1	1
365.612	10.4	NN	5	0.792	2	0
378.811	10.4	NP	8	1.605	2	1
393.224	10.4	NP	5	1.221	1	0
405.223	10.4	NP	7	1.861	1	0
417.223	10.4	NN	5	1.858	2	0
429.222	10.4	NN	8	1.132	1	1
442.422	10.4	NP	7	0.932	2	1
486.82	10.4	NN	7	0.95	2	0
500.019	10.4	NP	7	1.204	1	0
513.219	10.4	NP	6	1.764	2	1
525.218	10.4	NN	7	1.515	1	1
539.618	10.4	NP	8	1.771	2	1
552.817	10.4	NP	8	1.374	1	0
567.217	10.4	NP	5	1.869	2	1
579.216	10.4	NN	8	1.257	1	1
593.616	10.4	NN	5	1.421	1	1
605.615	10.4	NP	5	1.247	2	1
617.615	10.4	RN	5	1.814	1	1
630.814	10.4	NP	5	n/a	n/a	0
644.013	10.4	NN	6	1.208	1	1
656.013	10.4	NP	8	n/a	n/a	0
670.412	10.4	NN	5	1.31	1	1
