onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.822	10.4	NP	5	1.556	2	1
42.82	10.4	NN	8	1.059	1	1
57.218	10.4	NN	8	0.716	1	1
71.615	10.4	NP	5	0.631	2	1
86.013	10.4	NN	6	1.163	1	1
98.028	10.4	NP	8	0.982	2	1
111.226	10.4	NN	5	1.401	2	0
123.224	10.4	NP	7	1.174	2	1
136.422	10.4	NN	5	1.14	1	1
148.42	10.4	NP	5	1.082	1	0
161.618	10.4	NP	7	0.967	2	1
174.816	10.4	NP	8	1.098	2	1
186.814	10.4	NN	7	1.021	1	1
200.028	10.4	NP	6	1.249	2	1
214.426	10.4	RN	5	1.571	2	0
258.819	10.4	NN	6	1.348	2	0
273.216	10.4	NN	8	1.17	1	1
287.614	10.4	NP	7	1.153	1	0
300.812	10.4	NP	7	1.07	2	1
314.027	10.4	NP	8	0.908	2	1
328.424	10.4	NP	5	1.027	2	1
342.822	10.4	NN	7	1.159	1	1
356.02	10.4	NP	5	1	2	1
368.018	10.4	NN	8	n/a	n/a	0
380.016	10.4	RN	5	0.918	2	0
393.214	10.4	NN	5	0.773	1	1
405.212	10.4	NP	8	1.04	2	1
417.227	10.4	NP	8	1.351	2	1
430.425	10.4	NP	5	0.791	2	1
444.822	10.4	NN	5	0.921	1	1
486.816	10.4	NN	5	1.387	1	1
500.013	10.4	NP	5	0.777	2	1
514.428	10.4	NP	8	1.137	2	1
527.626	10.4	RN	5	0.956	2	0
542.023	10.4	NN	8	1.023	1	1
555.221	10.4	NP	7	0.81	2	1
567.219	10.4	NP	8	0.848	2	1
581.617	10.4	NN	5	0.919	1	1
593.615	10.4	NP	6	1.301	2	1
605.613	10.4	RN	8	1.248	2	0
620.028	10.4	NP	5	1.384	1	0
632.026	10.4	NN	8	0.943	1	1
644.024	10.4	NP	5	1.159	1	0
657.222	10.4	NN	7	0.949	1	1
671.619	10.4	NN	7	0.905	1	1
