onset	duration	trial_type	response_time	response_button	response_accuracy
30.62	5.3	Bng	n/a	n/a	1
40.218	5.3	AY	0.446	1	1
47.417	5.3	BY	0.352	1	1
57.016	5.3	AX	0.291	2	1
64.214	5.3	AX	0.334	2	1
72.613	5.3	BY	0.397	1	1
79.812	5.3	BY	0.701	1	1
89.41	5.3	AX	0.317	2	1
97.809	5.3	AY	0.461	1	1
106.208	5.3	AX	0.338	2	1
113.407	5.3	Ang	n/a	n/a	1
121.822	5.3	BY	0.42	1	1
131.42	5.3	BX	0.748	2	0
138.619	5.3	AX	0.389	2	1
148.218	5.3	BY	0.427	1	1
156.616	5.3	Ang	n/a	n/a	1
163.815	5.3	BY	0.509	1	1
172.214	5.3	BX	0.411	1	1
180.612	5.3	BY	0.4	1	1
189.011	5.3	AX	0.302	2	1
198.61	5.3	AX	0.337	2	1
208.208	5.3	AX	0.314	2	1
217.806	5.3	BY	0.464	1	1
225.022	5.3	Bng	n/a	n/a	1
262.216	5.3	BY	0.579	1	1
271.814	5.3	AX	0.356	2	1
281.413	5.3	BY	0.448	1	1
288.612	5.3	AX	0.347	2	1
297.01	5.3	AX	0.319	2	1
305.409	5.3	AX	0.347	2	1
312.608	5.3	AX	0.371	2	1
319.807	5.3	AX	0.382	2	1
329.422	5.3	AY	0.592	1	1
339.02	5.3	BY	0.344	1	1
347.419	5.3	BX	0.378	1	1
355.818	5.3	BY	0.338	1	1
363.016	5.3	AX	0.338	2	1
372.615	5.3	BY	0.33	1	1
381.014	5.3	Ang	n/a	n/a	1
388.212	5.3	AX	0.356	2	1
397.811	5.3	Bng	n/a	n/a	1
405.01	5.3	AY	0.808	1	1
414.608	5.3	BX	0.648	1	1
423.007	5.3	BY	0.312	1	1
430.206	5.3	Bng	n/a	n/a	1
438.621	5.3	BY	0.427	1	1
445.82	5.3	Ang	n/a	n/a	1
455.418	5.3	BY	0.438	1	1
493.812	5.3	BY	0.464	1	1
503.411	5.3	AX	0.332	2	1
511.809	5.3	Ang	n/a	n/a	1
521.408	5.3	Ang	n/a	n/a	1
529.806	5.3	AX	0.372	2	1
538.222	5.3	BY	0.438	1	1
545.421	5.3	Bng	0.397	1	0
553.819	5.3	AX	1.13	1	0
561.018	5.3	BY	0.573	1	1
568.217	5.3	AX	0.346	2	1
575.416	5.3	AY	0.721	1	1
585.014	5.3	BY	0.358	1	1
594.613	5.3	BX	0.567	1	1
604.211	5.3	BY	0.401	1	1
612.61	5.3	Bng	n/a	n/a	1
621.008	5.3	AX	0.384	2	1
630.607	5.3	BY	0.47	1	1
637.806	5.3	BY	0.551	1	1
645.021	5.3	AX	0.414	2	1
652.22	5.3	BY	0.542	1	1
660.619	5.3	AY	0.55	1	1
670.217	5.3	BX	0.78	1	1
677.416	5.3	AX	0.331	2	1
687.015	5.3	AX	0.556	2	1
