csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3160.397829285979	3083.339568877567	4164.355079931168	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.000469238	0.11126	0.163131	8.1814e-05	-0.0	0.000251067
3124.2738854887207	3082.840289196025	4134.318472397728	1.105639	29.798288	0.113713682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000213806	0.183615	0.171119	-0.000436662	-0.0	0.000107238
3102.442170086961	3083.3756781173997	4118.095758492674	1.112927	29.994711	0.102357423	-0.066853131	0.0590370179	-0.0620139195	0.0764441302	-0.011267812299999999	0.0136628826	-0.0709530862	-0.0598425476	0.0781127058	-0.0005853958999999999	0.016597442900000002	-0.018261787800000002	0.0609708162	0.0609700366	0.0609687372	0.060966918099999996	0.060964579299999995	0.060961720700000006	0.0609583425	0.0609544447	0.0609500272	0.0	0.0	0.000217929	0.118213	0.134347	-0.000436662	6.0077899999999996e-24	0.000110824
3075.6613323777087	3078.893271518862	4104.867428010019	1.064874	28.699642	0.148058903	-0.0773006751	0.058714184	-0.0364712784	0.0394347337	-0.051603387	0.0496962971	-0.0817789042	-0.0516217227	0.0364208299	-0.0685836154	0.027955239399999998	-0.050369887300000006	0.0609687372	0.060961720700000006	0.0609500272	0.0609336575	0.0609126129	0.0608868951	0.060856505899999996	0.060821447800000004	0.0607817233	0.0	0.0	0.000605732	0.0687888	0.188787	0.000240214	-0.0	0.000310086
3078.204150000512	3079.8015577823617	4095.653187623681	0.969973	26.141947	0.13086225800000004	-0.0791060967	0.07086863360000001	-0.0325676748	0.0641811874	0.020755546899999998	0.0493451278	-0.0847988324	-0.061201702999999996	0.0389788802	-0.0131527239	-0.0211945659	-0.0699349554	0.060964579299999995	0.060945090199999996	0.0609126129	0.0608671545	0.0608087246	0.0607373356	0.0606530028	0.0605557441	0.0604455803	0.0	0.0	0.00267054	0.161688	0.195104	-0.000270771	-0.0	0.000229446
3077.6217511499804	3076.5836689864477	4087.9810865656627	0.832276	22.430851	0.07029034	-0.06891706780000001	0.0730860503	-0.0252076608	0.06725123870000001	0.0344791359	0.0319070483	-0.0762391796	-0.06317322110000001	0.042340824000000006	0.0053197921	-0.029427519500000002	-0.062839724	0.0609583425	0.0609201471	0.060856505899999996	0.0607674454	0.0606530028	0.0605132259	0.0603481732	0.06015791349999999	0.0599425263	0.0	0.0	-0.0043368	0.137187	0.164155	-0.000407835	-0.0	0.00020985
3059.3750852762555	3077.6600020968635	4079.4175112510607	0.970077	26.144732	0.11678371	-0.0632251972	0.07332299099999999	-0.0026238113	0.0177944612	0.0006301722	0.0556090817	-0.0704199745	-0.06785745480000001	-0.0171256304	-0.043478273	-0.0059902561	-0.0744762418	0.0609500272	0.0608868951	0.0607817233	0.060634584500000005	0.0604455803	0.060214841100000006	0.0599425263	0.059628823899999996	0.0592739505	0.0	0.0	0.0007831099999999998	0.1098	0.210375	0.000167849	-1.0714699999999999e-23	0.000395302
3060.1757780355674	3069.741662446497	4075.703923626892	0.943	25.414991	0.11878568599999997	-0.0444771408	0.0864321658	0.0050723497	0.0010082024	0.0760153174	0.0390378542	-0.054479754500000005	-0.06781688940000001	-0.0384899458	0.0029300209999999997	-0.0675795614	-0.06666592980000001	0.0609396336	0.0608453385	0.060688288099999994	0.06046864440000001	0.0601866338	0.05984254730000001	0.059436739800000006	0.058969629800000006	0.05844169900000001	0.0	0.0	0.000506074	0.189804	0.227402	-0.000113473	-0.0	0.000247071
3057.535541737113	3073.490079304576	4074.9254827983937	0.916225	24.693369	0.09140682100000001	-0.015800881399999998	0.0765925885	0.0105585502	-0.0111640289	0.06955339719999999	-0.0128275152	-0.0322282307	-0.0700076615	-0.0297813764	0.0395115762	-0.0541661862	-0.032988086	0.060927162	0.0607954831	0.060576229	0.0602697155	0.0598763842	0.0593968016	0.058831658700000004	0.05818176940000001	0.05744807	0.0	0.0	0.00259777	0.206111	0.186434	-0.000673253	5.95185e-05	0.000225567
3039.9596066150525	3073.640071531576	4069.8475592861023	0.9844290000000002	26.531548	0.15793461799999997	-0.0093407026	0.0653968125	0.044159802000000005	-0.0596156558	0.0228345698	-0.0279929624	-0.0167678006	-0.0547168621	-0.0830020587	-0.0087380582	-0.044014615800000004	-0.0005348029	0.0609126129	0.0607373356	0.0604455803	0.06003790639999999	0.0595150958	0.058878151100000005	0.0581282938	0.0572669619	0.0562958072	0.0	0.0	0.0008098769999999998	0.128286	0.209931	0.00018584	-0.0	0.00040345
3046.3285902711364	3072.8248360014927	4072.785813598725	0.913761	24.626945	0.10802378799999998	0.0050637541	0.051911442599999996	0.0345180088	-0.0694931701	-0.0083912094	-0.0538991452	-0.0028433296999999997	-0.0456503253	-0.09156648839999999	0.012660785800000001	0.0015557476	0.0308929529	0.060895986799999996	0.0606709041	0.0602963821	0.0597733436	0.0591030766	0.058287232300000005	0.057327820099999996	0.056227203200000006	0.0549880924	0.0	0.0	0.000458739	0.201056	0.224485	-4.1747e-05	-0.0	0.000224064
3052.2941634026683	3077.957903325489	4082.7446039428087	0.911008	24.552748	0.06883005899999999	0.006417295999999999	0.032352141699999996	0.0134154997	-0.0553542328	0.016937319699999998	-0.0384243319	-0.0012931401	-0.0317775839	-0.043092437000000004	0.0304498108	-0.014400168500000001	0.0390881769	0.060877284299999994	0.0605961974	0.0601286803	0.0594761713	0.0586406779	0.05762477059999999	0.056431575	0.0550647619	0.0535285366	0.0	0.0	-0.00307337	0.19858	0.192411	-0.000656585	2.64698e-23	0.000224185
3050.729336302456	3074.9594476024076	4086.9213385876283	0.982203	26.471552	0.15813855999999998	0.0069423053	0.0318429442	0.019143941	-0.0814907603	0.0102609691	-0.0530442688	0.0035378559	-0.024482899300000003	-0.0703536312	-0.0064114823	-0.0207650681	0.052578024	0.060856505899999996	0.0605132259	0.0599425263	0.059146551799999995	0.0581282938	0.0568915791	0.0554410556	0.0537821745	0.0519211703	0.0	0.0	0.000568205	0.0944365	0.204176	4.99007e-05	-0.0	0.000289469
