csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3745.5818491702444	3078.290607233483	4220.749748597152	n/a	n/a	n/a	-0.051042751799999994	-0.0138383317	0.06788676169999999	0.0328274589	-0.1254017588	-0.0153267497	0.0489580472	-0.0751412222	0.0479296746	-0.0405886018	0.045333146100000006	-0.12033705019999999	0.0608578045	0.060857032	0.0608557447	0.060853942300000005	0.0608516251	0.060848793	0.060845446	0.0608415841	0.0608372074	0.0	0.0956657	0.136932	0.00104983	-0.0	0.0
3667.407520335592	3080.622512256784	4204.1140446915915	1.294778	40.352699	0.07045579999999997	-0.0301464733	0.0035719695	0.0356015788	-0.056205282	-0.0167433129	0.0022375092	0.0403494602	-0.0332062488	0.038623447400000004	0.0257413891	-0.0171728921	-0.062322704900000005	0.0608557447	0.060848793	0.0608372074	0.0608209889	0.060800138600000005	0.0607746581	0.06074454940000001	0.060709814800000005	0.0606704569	0.0	0.13698	0.110483	0.00110368	-0.0	0.0
3663.014635654675	3077.210374285501	4189.641695680365	1.074677	33.493107	0.1277699034	-0.0206940518	0.0629681662	-0.0062202646	-0.0025644162	-0.0581934011	-0.013605151000000001	0.024920848199999998	0.0220011373	0.0188975369	0.0527211451	0.0178130764	0.0036275809000000003	0.0608516251	0.060832315899999996	0.060800138600000005	0.060755099699999995	0.060697209	0.060626478600000006	0.060542923600000007	0.0604465615	0.060337412800000004	-5.76034e-05	0.0340838	0.0941941	0.00099516	-6.2024e-05	0.0
3651.113304230859	3073.353618091984	4179.1062757055	0.813048	25.339256	0.08756141149988998	-0.0220961192	0.0513503002	-0.014321310600000001	-0.0034096778	-0.020933533600000002	-0.021864617700000002	0.0236759826	0.0339565863	-0.0072363118999999995	0.043536182699999995	-0.007563145699999999	-0.009783471	0.060845446	0.060807603200000004	0.06074454940000001	0.0606563107	0.060542923600000007	0.060404435199999995	0.0602409029	0.06005239440000001	0.0598389881	8.099889999999998e-09	0.08485249999999998	0.101738	0.00151696	-0.0	0.0
3628.4858038933053	3074.360614907899	4166.896895269564	1.020375	31.800753	0.24535399190011	-0.039253385099999996	-0.0243011495	-0.049502986799999996	-0.021226723700000002	0.0413096608	-0.008471666999999999	0.0473679554	-0.0173706832	-0.0457442398	0.0229072254	-0.013214686299999999	-0.0012982503	0.0608372074	0.0607746581	0.0606704569	0.060524675099999994	0.060337412800000004	0.0601087982	0.0598389881	0.059528167300000004	0.0591765488	0.0100707	0.201073	0.157423	0.000249404	-0.0	0.0
3618.739472501637	3076.0086359365905	4166.557956045525	1.022346	31.862181	0.227965615	-0.022051677000000002	-0.052277845499999996	0.0023745848	0.0355682473	0.0024808406	-0.0171926262	0.0181536628	-0.0288259727	-0.025754862000000003	-0.0212330959	0.0428627491	-0.007686226500000001	0.0608269097	0.0607334851	0.0605778835	0.0603602644	0.0600808505	0.0597399279	0.0593378457	0.0588750154	0.058351910800000004	0.0166827	0.0486694	0.119718	0.0007957939999999998	-0.0	7.85103e-05
3618.8319948643766	3073.9917295040527	4163.227579689312	0.846964	26.39625	0.07332748499999998	-0.0208462066	-0.014001081799999999	0.0272545038	0.0508404111	-0.0067329048	0.0041725787	0.0248277519	-0.0077291167	0.0012002071	-0.036238770499999996	0.062413459000000004	0.0015981454000000002	0.0608145533	0.0606840897	0.0604668575	0.0601631675	0.059773453899999995	0.0592982738	0.0587383067	0.0580943533	0.057367334299999996	0.0196213	0.0993306	0.122574	0.000461114	2.21211e-24	8.1264e-05
3619.495714313753	3075.329121143041	4161.913058808573	0.94126	29.335064	0.12455840000000003	-0.0402371581	-0.0158527704	0.0438141686	0.0091496452	0.010863889299999999	-0.0078372062	0.0419472475	-0.0354725683	0.035632488999999996	-0.018342485500000002	0.0006308401000000001	-0.0206847836	0.060800138600000005	0.060626478600000006	0.060337412800000004	0.0599334912	0.059415482900000004	0.0587843738	0.0580413653	0.0571878717	0.0562255178	0.0297942	0.185104	0.136612	0.000678289	-1.3234899999999996e-23	0.000155571
3613.0326417665333	3076.166343289165	4161.102804789389	0.947108	29.517315	0.1611768	-0.029975279	0.0403786854	0.019745828700000002	-0.0333182696	0.0934067092	-0.014010013600000001	0.0188919054	0.0135345539	0.053108233600000006	0.014518074399999999	-0.0146601006	0.0220064542	0.0607836659	0.06056065980000001	0.0601895887	0.059671359900000005	0.059007240499999995	0.0581988541	0.0572481771	0.056157534	0.0549295911	0.0256041	0.0586803	0.116449	0.000854278	-0.0	0.00012356
3614.6903340989534	3072.242800736577	4162.368405244428	0.800187	24.938417	0.06446930000000001	-0.0297616817	0.047360154800000005	-0.010888072	-0.04329570889999999	0.0196098038	-0.021271305	0.0195974278	0.030282991699999998	0.0114132127	0.0251237708	-0.0377438311	0.0367247254	0.060765136	0.060486641900000006	0.0600234302	0.059376915499999995	0.058549072	0.057542428	0.0563600576	0.055005571600000004	0.0534831063	0.0203354	0.0927068	0.109175	0.00108872	-0.0	0.0
