csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3599.669733683689	3011.019925794332	4135.469400767548	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0538202	0.0197749	0.0878497	0.000348317	0.00085598	0.000465217
3542.638665519671	3009.9332243243703	4104.2374563784715	1.239911	35.614223	0.068001	0.034191596	-0.024262165699999998	0.0634716267	0.0135002016	0.018851161499999998	-0.0190605064	0.014235193600000001	-0.045777142400000005	0.0522940891	-0.0400783567	0.0550204089	-0.0112534847	0.0609142317	0.0609134557	0.0609121623	0.0609103516	0.0609080237	0.060905178399999996	0.0609018158	0.060897936	0.060893539	0.0	0.0508314	0.0586328	0.0843919	0.000472105	0.000949093	0.000702246
3511.3565268437555	3007.609324155841	4101.577639212561	1.039859	29.868086	0.14179428	0.070294315	-0.0322970442	-0.0047391763	0.0090684798	0.0046294725	-0.0256161713	0.0469600955	-0.0419411229	-0.0002698744	-0.050374492400000005	0.0307905971	0.0249972444	0.0609121623	0.060905178399999996	0.060893539	0.0608772451	0.060856297999999996	0.0608306992	0.0608004507	0.060765554900000004	0.0607260143	0.0	0.0790373	0.00790587	0.0643094	0.0010451	0.000911571	0.000947308
3512.4080743062873	3009.423317417968	4100.484874351755	1.040508	29.886726	0.09390323	0.0310194088	0.0277927607	-0.054513621799999995	0.025528201400000002	-0.007695943100000001	-0.0507766246	0.0004026726	-0.0016678725	-0.063577664	-0.054175659400000006	0.0225373599	0.0508816966	0.0609080237	0.060888624800000006	0.060856297999999996	0.0608110501	0.0607528906	0.060681832000000005	0.0605978893	0.0605010804	0.0603914258	0.0	0.102675	0.0107819	0.098043	0.000806046	0.000853309	0.00132311
3490.4682077010784	3010.8446801325767	4095.0334179888177	1.046709	30.064852	0.11186405	-0.0405619651	0.0037877333000000003	-0.0567586899	0.008412614399999999	0.0017321671	0.033096247599999996	-0.0456538777	0.0239480624	-0.035291853	-0.0119782835	0.030990115699999998	-0.0178423693	0.0609018158	0.0608637973	0.0608004507	0.0607118024	0.0605978893	0.0604587588	0.0602944687	0.0601050875	0.0598906939	0.0	0.115671	0.0811873	0.0953621	0.000766518	0.000932766	0.00171976
3493.408904926748	3010.4375572593412	4090.4623856092767	0.972187	27.924326	0.10797295	-0.045227381399999995	0.0350250562	0.0205437323	-0.0159360226	0.0144010364	0.0420876436	-0.0141709697	0.0269781383	0.0221814098	0.012334756899999999	0.0571566508	0.0632778455	0.060893539	0.0608306992	0.0607260143	0.0605795562	0.0603914258	0.0601617523	0.0598906939	0.059578436900000004	0.0592251963	0.0	0.126155	0.0244206	0.085869	0.000525689	0.00103663	0.0014398700000000004
3473.91122933658	3009.578719741432	4079.3370273913774	0.927352	26.636534	0.12743559999999998	-0.0424044415	0.0441784678	0.0629948596	-0.0206596632	-0.0181872599	0.0249424761	-0.0084771718	0.0356815022	0.0539687848	0.0347913858	0.047205554299999994	0.041306709500000004	0.060883193499999995	0.060789335	0.0606330114	0.0604143833	0.0601336753	0.0597911758	0.0593872369	0.058922273600000005	0.0583967637	0.0	0.125119	0.0458851	0.11418	-6.7443e-05	0.00189765	0.00136154
3488.435029495599	3008.203286551405	4073.0772688159336	1.038555	29.830637	0.1265892	-0.0092476389	0.0061005758	0.06792109190000001	-0.0036288102	0.0288359018	-0.0387860756	-0.0049004175	-0.0106605258	0.0722770489	-0.006905791800000001	0.0112075046	-0.0301682642	0.060870779699999995	0.0607397104	0.0605214705	0.060216373399999995	0.0598248567	0.0593474825	0.0587849358	0.058138023899999995	0.057407675400000004	0.0	0.12486	0.0678431	0.08269129999999998	0.000790807	0.00149359	0.0015569
3490.4598176947284	3003.170659226831	4075.543317105115	1.019176	29.274008	0.13313314999999998	0.0564406731	-0.0181296244	0.0237899893	0.0120173297	-0.0248107721	-0.0326431573	0.0381938331	-0.0224793658	0.0095614693	-0.0196892985	-0.023289479900000003	0.0107842273	0.060856297999999996	0.060681832000000005	0.0603914258	0.059985634100000004	0.059465232400000005	0.058831214800000003	0.0580847929	0.0572273927	0.056260652300000005	0.0	0.151055	0.0130535	0.114326	0.0008984639999999998	0.00169151	0.0014522
3486.5556680732025	3006.789950355654	4081.710105190003	1.013273	29.104469	0.11067529999999996	0.024217535499999998	0.0199372278	-0.036328389100000004	0.0294280906	-0.0198672245	-0.0036524174	0.010914351299999998	-0.0023001138	-0.048344989299999995	-0.022270244100000003	0.0242542895	-0.013888455800000001	0.0608397489	0.0606157078	0.060242916900000006	0.059722291	0.0590551077	0.0582430043	0.0572879736	0.0561923594	0.0549588501	0.0	0.135418	0.0801782	0.0926647	0.00092159	0.00169151	0.00155412
