onset	duration	trial_type	response_time	response_button	response_accuracy
30.612	5.3	Bng	n/a	n/a	1
37.812	5.3	AX	0.309	2	1
47.412	5.3	BY	0.346	1	1
54.625	5.3	AX	0.515	2	1
63.024	5.3	BY	0.364	1	1
71.424	5.3	BX	0.348	1	1
78.624	5.3	AX	0.423	2	1
88.223	5.3	AX	0.306	2	1
97.823	5.3	BY	0.358	1	1
105.023	5.3	BY	0.347	1	1
113.422	5.3	AY	0.428	1	1
123.022	5.3	AX	0.37	2	1
131.421	5.3	BY	0.385	1	1
139.821	5.3	BY	0.355	1	1
148.221	5.3	Ang	n/a	n/a	1
157.82	5.3	AX	0.388	2	1
167.42	5.3	BX	0.487	1	1
174.62	5.3	Bng	0.431	1	0
183.019	5.3	AX	0.368	2	1
190.219	5.3	BY	0.381	1	1
199.819	5.3	AY	0.638	1	1
207.018	5.3	BY	0.468	1	1
214.218	5.3	Ang	n/a	n/a	1
223.818	5.3	AX	0.403	2	1
262.216	5.3	BY	0.37	1	1
270.616	5.3	BY	0.412	1	1
277.815	5.3	AX	0.358	2	1
287.415	5.3	AY	0.673	1	1
294.615	5.3	Ang	n/a	n/a	1
303.014	5.3	AX	0.374	2	1
312.614	5.3	Bng	n/a	n/a	1
322.214	5.3	AY	0.965	1	1
331.813	5.3	AX	0.328	2	1
339.013	5.3	BY	0.354	1	1
346.213	5.3	AX	0.348	2	1
354.612	5.3	BY	0.336	1	1
363.012	5.3	AX	0.371	2	1
371.412	5.3	BY	0.365	1	1
378.625	5.3	AX	0.307	2	1
388.224	5.3	BX	0.343	1	1
397.824	5.3	BX	0.555	1	1
405.024	5.3	BY	0.352	1	1
414.623	5.3	BY	0.513	1	1
423.023	5.3	Bng	n/a	n/a	1
431.423	5.3	AX	0.336	2	1
441.022	5.3	Ang	n/a	n/a	1
448.222	5.3	BY	0.34	1	1
455.422	5.3	AX	0.3	2	1
493.82	5.3	BY	0.367	1	1
501.02	5.3	AX	0.415	2	1
510.619	5.3	BY	0.335	1	1
520.219	5.3	Ang	n/a	n/a	1
529.819	5.3	BY	0.493	1	1
537.018	5.3	BX	0.958	1	1
545.418	5.3	AY	0.525	1	1
553.818	5.3	AX	0.355	2	1
561.017	5.3	BX	0.396	1	1
568.217	5.3	Ang	n/a	n/a	1
577.817	5.3	AY	0.416	1	1
586.216	5.3	BY	0.642	1	1
594.616	5.3	BY	0.411	1	1
603.016	5.3	BY	0.416	1	1
610.215	5.3	BY	0.445	1	1
619.815	5.3	Bng	n/a	n/a	1
628.215	5.3	AX	0.448	2	1
636.614	5.3	AX	0.328	2	1
643.814	5.3	AX	0.353	2	1
652.214	5.3	AX	0.321	2	1
661.813	5.3	AX	0.308	2	1
669.013	5.3	AX	0.351	2	1
678.613	5.3	Bng	n/a	n/a	1
685.812	5.3	BY	0.529	1	1
