onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.825	10.4	NP	5	1.754	2	1
42.824	10.4	NN	8	0.96	1	1
57.224	10.4	NN	8	0.746	1	1
71.623	10.4	NP	5	0.895	2	1
83.622	10.4	NN	6	1.424	1	1
95.622	10.4	NP	8	1.22	2	1
110.021	10.4	NN	5	0.707	1	1
123.221	10.4	NP	7	1.284	2	1
137.62	10.4	NN	5	1.162	1	1
150.82	10.4	NP	5	1.148	2	1
164.019	10.4	NP	7	0.981	2	1
177.219	10.4	NP	8	n/a	n/a	0
189.218	10.4	NN	7	0.866	1	1
201.218	10.4	NP	6	1.152	2	1
214.417	10.4	RN	5	1.155	1	1
258.815	10.4	NN	6	0.86	1	1
272.015	10.4	NN	8	1.122	1	1
284.014	10.4	NP	7	n/a	n/a	0
298.414	10.4	NP	7	1.25	2	1
311.613	10.4	NP	8	1.428	2	1
324.813	10.4	NP	5	1.065	2	1
336.812	10.4	NN	7	1.346	1	1
351.212	10.4	NP	5	0.977	2	1
364.424	10.4	NN	8	1.353	1	1
378.824	10.4	RN	5	1.484	1	1
390.823	10.4	NN	5	1.459	1	1
402.823	10.4	NP	8	1.429	2	1
414.822	10.4	NP	8	0.916	2	1
429.222	10.4	NP	5	0.962	2	1
443.621	10.4	NN	5	1.113	1	1
486.819	10.4	NN	5	1.55	1	1
501.219	10.4	NP	5	1.05	2	1
514.418	10.4	NP	8	1.26	2	1
527.618	10.4	RN	5	1.638	1	1
539.617	10.4	NN	8	1.025	2	0
552.817	10.4	NP	7	1.2	2	1
564.816	10.4	NP	8	0.937	2	1
579.216	10.4	NN	5	0.942	1	1
593.615	10.4	NP	6	0.942	2	1
605.614	10.4	RN	8	1.159	2	0
617.614	10.4	NP	5	0.885	2	1
630.813	10.4	NN	8	0.923	1	1
644.013	10.4	NP	5	1.697	2	1
658.412	10.4	NN	7	1.18	1	1
672.812	10.4	NN	7	1.251	1	1
